concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,tmp_name_en_source
16,Duodenoscopy and polyp removal,Procedure,FHL,FHL,NA,1251,1970-01-01,2099-12-31,NA,Duodenoskopia ja polyypin poisto,Google
17,Duodenoscopy and coagulation,Procedure,FHL,FHL,NA,1252,1970-01-01,2099-12-31,NA,Duodenoskopia ja koagulaatio,Google
18,Duodenoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1253,1970-01-01,2099-12-31,NA,Duodenoskopia ja muu terapeuttinen toimenpide,Google
19,Endoscopic retrograde cholangiography,Procedure,FHL,FHL,NA,1260,1970-01-01,2099-12-31,NA,Endoskooppinen retrograadinen kolangiografia,Google
20,Endoscopic retrograde pancreaticography,Procedure,FHL,FHL,NA,1270,1970-01-01,2099-12-31,NA,Endoskooppinen retrograadinen pankreatikografia,Google
21,Endoscopic retrograde cholangiography and pancreaticography,Procedure,FHL,FHL,NA,1280,1970-01-01,2099-12-31,NA,Endoskooppinen retrograadinen kolangiografia ja pankreatikografia,Google
22,ERCP and stone removal,Procedure,FHL,FHL,NA,1281,1970-01-01,2099-12-31,NA,ERCP ja kiven poisto,Google
23,ERCP and sphincterotomy,Procedure,FHL,FHL,NA,1282,1970-01-01,2099-12-31,NA,ERCP ja sfinkterotomia,Google
24,ERCP and coagulation,Procedure,FHL,FHL,NA,1283,1970-01-01,2099-12-31,NA,ERCP ja koagulaatio,Google
25,ERCP and other therapeutic procedure,Procedure,FHL,FHL,NA,1284,1970-01-01,2099-12-31,NA,ERCP ja muu terapeuttinen toimenpide,Google
26,Epipharyngoscopy,Procedure,FHL,FHL,NA,1290,1970-01-01,2099-12-31,NA,Epifaryngoskopia,Google
27,Esophagogastroduodenoscopy (also includes staining),Procedure,FHL,FHL,NA,1300,1970-01-01,2099-12-31,NA,Esofagogastroduodenoskopia (sisältää myös värjäyksen),Google
28,Esophagogastroduodenoscopy and polyp removal,Procedure,FHL,FHL,NA,1301,1970-01-01,2099-12-31,NA,Esofagogastroduodenoskopia ja polyypin poisto,Google
29,Esophagogastroduodenoscopy and foreign object removal,Procedure,FHL,FHL,NA,1302,1970-01-01,2099-12-31,NA,Esofagogastroduodenoskopia ja vierasesineen poisto,Google
30,Esophagogastroduodenoscopy and leakage coagulation,Procedure,FHL,FHL,NA,1303,1970-01-01,2099-12-31,NA,Esofagogastroduodenoskopia ja vuodon koagulaatio,Google
31,Esophagogastroduodenoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1304,1970-01-01,2099-12-31,NA,Esofagogastroduodenoskopia ja muu terapeuttinen toimenpide,Google
32,Esophagogastroscopy,Procedure,FHL,FHL,NA,1310,1970-01-01,2099-12-31,NA,Esofagogastroskopia,Google
33,Esophagogastroscopy and polyp removal,Procedure,FHL,FHL,NA,1311,1970-01-01,2099-12-31,NA,Esofagogastroskopia ja polyypin poisto,Google
34,Esophagogastroscopy and foreign object removal,Procedure,FHL,FHL,NA,1312,1970-01-01,2099-12-31,NA,Esofagogastroskopia ja vierasesineen poisto,Google
35,Esophagogastroscopy and leakage coagulation,Procedure,FHL,FHL,NA,1313,1970-01-01,2099-12-31,NA,Esofagogastroskopia ja vuodon koagulaatio,Google
36,Esophagogastroscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1314,1970-01-01,2099-12-31,NA,Esofagogastrosk0opia ja muu terapeuttinen toimenpide,Google
37,Esophagoscopy,Procedure,FHL,FHL,NA,1320,1970-01-01,2099-12-31,NA,Esofagoskopia,Google
38,Esophagoscopy and polyp removal,Procedure,FHL,FHL,NA,1321,1970-01-01,2099-12-31,NA,Esofagoskopia ja polyyppin poisto,Google
39,Esophagoscopy and foreign object removal,Procedure,FHL,FHL,NA,1322,1970-01-01,2099-12-31,NA,Esofagoskopia ja vierasesineen poisto,Google
40,Esophagoscopy and dilatation,Procedure,FHL,FHL,NA,1323,1970-01-01,2099-12-31,NA,Esofagoskopia ja dilataatio,Google
41,Esophagoscopy and sclerotherapy,Procedure,FHL,FHL,NA,1324,1970-01-01,2099-12-31,NA,Esofagoskopia ja skleroterapia,Google
42,Esophagoscopy and coagulation or laser,Procedure,FHL,FHL,NA,1325,1970-01-01,2099-12-31,NA,Esofagoskopia ja koagulaatio tai laser,Google
43,Esophagoscopy and prosthesis placement,Procedure,FHL,FHL,NA,1326,1970-01-01,2099-12-31,NA,Esofagoskopia ja proteesin asennus,Google
44,Esophagoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1327,1970-01-01,2099-12-31,NA,Esofagoskopia ja muu terapeuttinen toimenpide,Google
45,Fetoscopy,Procedure,FHL,FHL,NA,1330,1970-01-01,2099-12-31,NA,Fetoskopia,Google
46,Hypopharyngoscopy,Procedure,FHL,FHL,NA,1340,1970-01-01,2099-12-31,NA,Hypofaryngoskopia,Google
47,Hysteroscopy,Procedure,FHL,FHL,NA,1350,1970-01-01,2099-12-31,NA,Hysteroskopia,Google
48,Ileoscopy (in connection with laparotomy),Procedure,FHL,FHL,NA,1360,1970-01-01,2099-12-31,NA,Ileoskopia (laparotomian yhteydessä),Google
49,"Colonoscopy, whole colon",Procedure,FHL,FHL,NA,1370,1970-01-01,2099-12-31,NA,"Kolonoskopia, koko paksusuoli",Google
50,"Colonoscopy, left side",Procedure,FHL,FHL,NA,1380,1970-01-01,2099-12-31,NA,"Kolonoskopia,vasen puoli",Google
51,Colonoscopy and polyp removal,Procedure,FHL,FHL,NA,1381,1970-01-01,2099-12-31,NA,Kolonoskopia ja polyypin poisto,Google
52,Colonoscopy and coagulation,Procedure,FHL,FHL,NA,1382,1970-01-01,2099-12-31,NA,Kolonoskopia ja koagulaatio,Google
53,Colonoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1383,1970-01-01,2099-12-31,NA,Kolonoskopia ja muu terapeuttinen toimenpide,Google
54,Colposcopy,Procedure,FHL,FHL,NA,1390,1970-01-01,2099-12-31,NA,Kolposkopia,Google
55,Goldoscopy,Procedure,FHL,FHL,NA,1400,1970-01-01,2099-12-31,NA,Kuldoskopia,Google
56,Goldoscopy and sterilization,Procedure,FHL,FHL,NA,1401,1970-01-01,2099-12-31,NA,Kuldoskopia ja sterilisaatio,Google
57,Laparoscopy,Procedure,FHL,FHL,NA,1410,1970-01-01,2099-12-31,NA,Laparoskopia,Google
58,Laparoscopy and cyst puncture,Procedure,FHL,FHL,NA,1411,1970-01-01,2099-12-31,NA,Laparoskopia ja kystan punktio,Google
59,Laparoscopy and sterilization,Procedure,FHL,FHL,NA,1412,1970-01-01,2099-12-31,NA,Laparoskopia ja sterilisaatio,Google
60,Laparoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1413,1970-01-01,2099-12-31,NA,Laparoskopia ja muu terapeuttinen toimenpide,Google
61,Laryngomicroscopy,Procedure,FHL,FHL,NA,1420,1970-01-01,2099-12-31,NA,Laryngomikroskopia,Google
62,Laryngoscopy (direct),Procedure,FHL,FHL,NA,1430,1970-01-01,2099-12-31,NA,Laryngoskopia (suora),Google
63,??,Procedure,FHL,FHL,NA,1431,1970-01-01,2099-12-31,NA,??,Google
64,Mediastinoscopy,Procedure,FHL,FHL,NA,1440,1970-01-01,2099-12-31,NA,Mediastinoskopia,Google
65,Otomicroscopy,Procedure,FHL,FHL,NA,1450,1970-01-01,2099-12-31,NA,Otomikroskopia,Google
66,Otomicroscopy and paper place,Procedure,FHL,FHL,NA,1451,1970-01-01,2099-12-31,NA,Otomikroskopia ja paperipaikka,Google
67,Pyeloscopy,Procedure,FHL,FHL,NA,1460,1970-01-01,2099-12-31,NA,Pyeloskopia,Google
68,Pyeloscopy and stone removal,Procedure,FHL,FHL,NA,1461,1970-01-01,2099-12-31,NA,Pyeloskopia ja kiven poisto,Google
69,Pyeloscopy and coagulation,Procedure,FHL,FHL,NA,1462,1970-01-01,2099-12-31,NA,Pyeloskopia ja koagulaatio,Google
70,Pyeloscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1463,1970-01-01,2099-12-31,NA,Pyeloskopia ja muu terapeuttinen toimenpide,Google
71,Rectoscopy,Procedure,FHL,FHL,NA,1470,1970-01-01,2099-12-31,NA,Rektoskopia,Google
72,Rectoscopy and polyp removal,Procedure,FHL,FHL,NA,1471,1970-01-01,2099-12-31,NA,Rektoskopia ja polyypin poisto,Google
73,Rectoscopy and cryotherapy or coagulation,Procedure,FHL,FHL,NA,1472,1970-01-01,2099-12-31,NA,Rektoskopia ja kryohoito tai koagulaatio,Google
74,Rectoscopy and ligature,Procedure,FHL,FHL,NA,1473,1970-01-01,2099-12-31,NA,Rektoskopia ja ligatuura,Google
75,Rectoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1474,1970-01-01,2099-12-31,NA,Rektoskopia ja muu terapeuttinen toimenpide,Google
76,Retroperitoneoscopy,Procedure,FHL,FHL,NA,1480,1970-01-01,2099-12-31,NA,Retroperitoneoskopia,Google
77,Sigmoideoscopy (fiberscope),Procedure,FHL,FHL,NA,1490,1970-01-01,2099-12-31,NA,Sigmoideoskopia (fiberskooppi),Google
78,Sigmoideoscopy and polyp removal,Procedure,FHL,FHL,NA,1491,1970-01-01,2099-12-31,NA,Sigmoideoskopia ja polyypin poisto,Google
79,Sigmoideoscopy and coagulation,Procedure,FHL,FHL,NA,1492,1970-01-01,2099-12-31,NA,Sigmoideoskopia ja koagulaatio,Google
80,Sigmoideoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1493,1970-01-01,2099-12-31,NA,Sigmoideoskopia ja muu terapeuttinen toimenpide,Google
81,Thoracoscopy,Procedure,FHL,FHL,NA,1500,1970-01-01,2099-12-31,NA,Torakoskopia,Google
82,Thoracoscopy and tumor removal,Procedure,FHL,FHL,NA,1501,1970-01-01,2099-12-31,NA,Torakoskopia ja tuumorin poisto,Google
83,Thoracoscopy and removal of fasteners,Procedure,FHL,FHL,NA,1502,1970-01-01,2099-12-31,NA,Torakoskopia ja kiinnikkeiden irroitus,Google
84,Thoracoscopy and other therapeutic procedure,Procedure,FHL,FHL,NA,1503,1970-01-01,2099-12-31,NA,Torakoskopia ja muu terapeuttinen toimenpide,Google
85,Tracheoscopy,Procedure,FHL,FHL,NA,1510,1970-01-01,2099-12-31,NA,Trakeoskopia,Google
86,Ureteropyeloscopy,Procedure,FHL,FHL,NA,1520,1970-01-01,2099-12-31,NA,Ureteropyeloskopia,Google
87,Urethrocystoscopy,Procedure,FHL,FHL,NA,1530,1970-01-01,2099-12-31,NA,Uretrokystoskopia,Google
88,Upper gastrointestinal endoscopy,Procedure,FHL,FHL,NA,1541,1970-01-01,2099-12-31,NA,Ruoansulatuskanavan yläosan endoskopia,Google
89,Lower gastrointestinal endoscopy,Procedure,FHL,FHL,NA,1542,1970-01-01,2099-12-31,NA,Ruoansulatuskanavan alaosan endoskopia,Google
90,Respiratory endoscopy,Procedure,FHL,FHL,NA,1543,1970-01-01,2099-12-31,NA,Hengitysteiden endoskopia,Google
91,Urinary tract endoscopy,Procedure,FHL,FHL,NA,1544,1970-01-01,2099-12-31,NA,Virtsatiehyeiden endoskopia,Google
92,Other endoscopy,Procedure,FHL,FHL,NA,1549,1970-01-01,2099-12-31,NA,Muu endoskopia,Google
93,Cystometry,Procedure,FHL,FHL,NA,1601,1970-01-01,2099-12-31,NA,Kystometria,Google
94,Sphincteromanometry,Procedure,FHL,FHL,NA,1602,1970-01-01,2099-12-31,NA,Sfinkteromanometria,Google
95,Urodynamic research,Procedure,FHL,FHL,NA,1603,1970-01-01,2099-12-31,NA,Urodynaaminen tutkimus,Google
96,Excitation potential audiometry,Procedure,FHL,FHL,NA,1604,1970-01-01,2099-12-31,NA,Herätepotentiaaliaudiometria,Google
97,Test drilling,Procedure,FHL,FHL,NA,2101,1970-01-01,2099-12-31,NA,Koeporaus,Google
98,Exploratory craniotomy and / or cranectomy,Procedure,FHL,FHL,NA,2102,1970-01-01,2099-12-31,NA,Eksploratiivinen kraniotomia ja/tai kraniektomia,Google
99,Other measure in this category,Procedure,FHL,FHL,NA,2109,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
100,Test puncture / needle biopsy,Procedure,FHL,FHL,NA,2111,1970-01-01,2099-12-31,NA,Koepunktio/neulabiopsia,Google
101,A specimen from the cortex,Procedure,FHL,FHL,NA,2112,1970-01-01,2099-12-31,NA,Koepala aivokuoresta,Google
102,Other measure in this category,Procedure,FHL,FHL,NA,2119,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
103,Ventricular puncture,Procedure,FHL,FHL,NA,2121,1970-01-01,2099-12-31,NA,Ventrikkelipunktio,Google
104,Syster puncture,Procedure,FHL,FHL,NA,2122,1970-01-01,2099-12-31,NA,Sisternapunktio,Google
105,"Intracranial pressure measurement, epidural",Procedure,FHL,FHL,NA,2123,1970-01-01,2099-12-31,NA,"Kallonsisäinen paineenmittaus, epiduraalinen",Google
106,"Intracranial pressure measurement, intraventricular",Procedure,FHL,FHL,NA,2124,1970-01-01,2099-12-31,NA,"Kallosisäinen paineenmittaus, intraventrikulaarinen",Google
107,Draining through a drill hole (eg cyst or abscess),Procedure,FHL,FHL,NA,2125,1970-01-01,2099-12-31,NA,Tyhjennys poran reiän kautta (esim. kysta tai absessi),Google
108,Subduropleural shunt,Procedure,FHL,FHL,NA,2126,1970-01-01,2099-12-31,NA,Subduropleuraalinen suntti,Google
109,Ventriculostomy,Procedure,FHL,FHL,NA,2127,1970-01-01,2099-12-31,NA,Ventrikulostomia,Google
110,Ventriculocysternostomy,Procedure,FHL,FHL,NA,2128,1970-01-01,2099-12-31,NA,Ventrikulosisternostomia,Google
111,Ventricular atrial shunt,Procedure,FHL,FHL,NA,2130,1970-01-01,2099-12-31,NA,Ventrikuloatriaalinen suntti,Google
112,Ventriculopleural shunt,Procedure,FHL,FHL,NA,2131,1970-01-01,2099-12-31,NA,Ventrikulopleuraalinen suntti,Google
113,Ventricular operators sunt,Procedure,FHL,FHL,NA,2132,1970-01-01,2099-12-31,NA,Ventrikuloperit sunt,Google
114,Suntin revisio,Procedure,FHL,FHL,NA,2133,1970-01-01,2099-12-31,NA,Suntin revisio,Google
115,Other measure in this category,Procedure,FHL,FHL,NA,2139,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
116,Stereotactic biopsy of the brain,Procedure,FHL,FHL,NA,2141,1970-01-01,2099-12-31,NA,Stereotaktinen koepala aivoista,Google
117,Stereotactic destruction of the nucleus or nerve pathway,Procedure,FHL,FHL,NA,2142,1970-01-01,2099-12-31,NA,Stereotaktinen tumakkeen tai hermoradan tuhoaminen,Google
118,Electrode implantation in the deep centers of the brain,Procedure,FHL,FHL,NA,2143,1970-01-01,2099-12-31,NA,Elektrodin implantaatio aivojen syviin keskuksiin,Google
119,Other measure in this category,Procedure,FHL,FHL,NA,2149,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
120,"Resection, big brain",Procedure,FHL,FHL,NA,2151,1970-01-01,2099-12-31,NA,"Resektio, isot aivot",Google
121,"Extraction, big brain",Procedure,FHL,FHL,NA,2152,1970-01-01,2099-12-31,NA,"Ekstirpaatio, isot aivot",Google
122,"Destruction, big brain",Procedure,FHL,FHL,NA,2153,1970-01-01,2099-12-31,NA,"Destruktio, isot aivot",Google
123,"Resection, cerebellum",Procedure,FHL,FHL,NA,2154,1970-01-01,2099-12-31,NA,"Resektio, pikkuaivot",Google
124,"Extraction, cerebellum",Procedure,FHL,FHL,NA,2155,1970-01-01,2099-12-31,NA,"Ekstirpaatio, pikkuaivot",Google
125,"Destruction, cerebellum",Procedure,FHL,FHL,NA,2156,1970-01-01,2099-12-31,NA,"Destruktio, pikkuaivot",Google
126,Other measure in this category,Procedure,FHL,FHL,NA,2159,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
127,"Neck ligation, cerebellum",Procedure,FHL,FHL,NA,2160,1970-01-01,2099-12-31,NA,"Kaulan ligaatio, pikkuaivot",Google
128,"Neck ligation, big brain",Procedure,FHL,FHL,NA,2161,1970-01-01,2099-12-31,NA,"Kaulan ligaatio, isot aivot",Google
129,"Wall reinforcement, big brain",Procedure,FHL,FHL,NA,2162,1970-01-01,2099-12-31,NA,"Seinämän vahvistus, isot aivot",Google
130,"Proxies. Vascular ligation, big brain",Procedure,FHL,FHL,NA,2163,1970-01-01,2099-12-31,NA,"Proksim. Suonen ligaatio, isot aivot",Google
131,Crotigree,Procedure,FHL,FHL,NA,2164,1970-01-01,2099-12-31,NA,Krotisligaatio,Google
132,"Vascular anastomosis, big brain",Procedure,FHL,FHL,NA,2165,1970-01-01,2099-12-31,NA,"Suonianastomoosi, isot aivot",Google
133,"Wall reinforcement, cerebellum",Procedure,FHL,FHL,NA,2166,1970-01-01,2099-12-31,NA,"Seinämän vahvistus, pikkuaivot",Google
134,"Proxies. Vascular ligation, cerebellum",Procedure,FHL,FHL,NA,2167,1970-01-01,2099-12-31,NA,"Proksim. Suonen ligaatio, pikkuaivot",Google
135,"Vascular anastomosis, cerebellum",Procedure,FHL,FHL,NA,2168,1970-01-01,2099-12-31,NA,"Suonianastomoosi, pikkuaivot",Google
136,Other measure in this category,Procedure,FHL,FHL,NA,2169,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
137,Destruction of the nucleus or nerve pathway,Procedure,FHL,FHL,NA,2171,1970-01-01,2099-12-31,NA,Tumakkeen tai hermoradan tuhoaminen,Google
138,Electrode implantation,Procedure,FHL,FHL,NA,2172,1970-01-01,2099-12-31,NA,Elektrodi-implanaatio,Google
139,Scar removal,Procedure,FHL,FHL,NA,2173,1970-01-01,2099-12-31,NA,Arven poisto,Google
140,Delete a block,Procedure,FHL,FHL,NA,2174,1970-01-01,2099-12-31,NA,Lohkon poisto,Google
141,Removal of the cerebral hemisphere,Procedure,FHL,FHL,NA,2175,1970-01-01,2099-12-31,NA,Aivopuoliskon poisto,Google
142,Other measure in this category,Procedure,FHL,FHL,NA,2179,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
143,"Root fracture, decompression or coagulation",Procedure,FHL,FHL,NA,2181,1970-01-01,2099-12-31,NA,"Juurikatkaisu, dekompressio tai koagulaatio",Google
144,Nerve root suture (eg facialis),Procedure,FHL,FHL,NA,2182,1970-01-01,2099-12-31,NA,Hermojuuren ompelu (esim. n. facialis),Google
145,Other measure in this category,Procedure,FHL,FHL,NA,2189,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
146,Closure of spontaneous cerebrospinal fluid,Procedure,FHL,FHL,NA,2191,1970-01-01,2099-12-31,NA,Spontaanin likvorfistelin sulku,Google
147,Cranioplasty,Procedure,FHL,FHL,NA,2192,1970-01-01,2099-12-31,NA,Kranioplastia,Google
148,Other measure in this category,Procedure,FHL,FHL,NA,2199,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
149,Decompression surgery,Procedure,FHL,FHL,NA,2201,1970-01-01,2099-12-31,NA,Dekompressioleikkaus,Google
150,Barrier of meningo or encephalocele,Procedure,FHL,FHL,NA,2202,1970-01-01,2099-12-31,NA,Meningo- tai enkefaloseelen sulku,Google
151,Other measure in this category,Procedure,FHL,FHL,NA,2209,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
152,"Hematoma removal, epidural",Procedure,FHL,FHL,NA,2211,1970-01-01,2099-12-31,NA,"Hematooman poisto,epiduraalinen",Google
153,"Hematoma removal, subdural",Procedure,FHL,FHL,NA,2212,1970-01-01,2099-12-31,NA,"Hematooman poisto, subduraalinen",Google
154,"Hematoma removal, intracerebral or cerebral palsy reversion",Procedure,FHL,FHL,NA,2213,1970-01-01,2099-12-31,NA,"Hematooman poisto, intraserebraalinen tai aivoruhjeen reversio",Google
155,Reversion of an open injury (including lifting an impression),Procedure,FHL,FHL,NA,2214,1970-01-01,2099-12-31,NA,Avoimen vamman reversio (myös impression nosto),Google
156,Liquid fistula repair,Procedure,FHL,FHL,NA,2215,1970-01-01,2099-12-31,NA,Likvorfistelin korjaus,Google
157,Other measure in this category,Procedure,FHL,FHL,NA,2219,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
158,Reversion due to wound complication or bone infection (includes liquid fistula occlusion),Procedure,FHL,FHL,NA,2221,1970-01-01,2099-12-31,NA,Reversio haavakomplikaation tai luuinfektion vuoksi (sisältää likvorfistelin sulun),Google
159,Evacuation of postoperative hematoma,Procedure,FHL,FHL,NA,2222,1970-01-01,2099-12-31,NA,Postoperatiivisen hematooman evakuaatio,Google
160,Exploration or removal of necrosis due to postoperative complication,Procedure,FHL,FHL,NA,2223,1970-01-01,2099-12-31,NA,Eksploraatio tai nekroosin poisto postoperatiivisen komplikaation vuoksi,Google
161,Other measure in this category,Procedure,FHL,FHL,NA,2229,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
162,Lumbar puncture in anesthesia or operating room,Procedure,FHL,FHL,NA,2301,1970-01-01,2099-12-31,NA,Lumbaalipunktio anestesiassa tai leikkaussalissa,Google
163,Needle biopsy of the spinal cord,Procedure,FHL,FHL,NA,2302,1970-01-01,2099-12-31,NA,Neulabiopsia selkäytimestä,Google
164,"Laminectomy, includes biopsy",Procedure,FHL,FHL,NA,2303,1970-01-01,2099-12-31,NA,"Laminektomia, sisältää biopsian",Google
165,Other measure in this category,Procedure,FHL,FHL,NA,2309,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
166,Resection,Procedure,FHL,FHL,NA,2311,1970-01-01,2099-12-31,NA,Resektio,Google
167,Extirpation or destruction,Procedure,FHL,FHL,NA,2312,1970-01-01,2099-12-31,NA,Ekstirpatio tai destruktio,Google
168,Other measure in this category,Procedure,FHL,FHL,NA,2319,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
169,Rhizotomy,Procedure,FHL,FHL,NA,2321,1970-01-01,2099-12-31,NA,Ritsotomia,Google
170,Cordotomy,Procedure,FHL,FHL,NA,2322,1970-01-01,2099-12-31,NA,Kordotomia,Google
171,STT cordotomy,Procedure,FHL,FHL,NA,2323,1970-01-01,2099-12-31,NA,STT-kordotomia,Google
172,Electrode impulse for a stimulator,Procedure,FHL,FHL,NA,2324,1970-01-01,2099-12-31,NA,Elektrodi-implaatio stimulaattioria varten,Google
173,Other measure in this category,Procedure,FHL,FHL,NA,2329,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
174,Meningo (myelo) Selenium closure,Procedure,FHL,FHL,NA,2331,1970-01-01,2099-12-31,NA,Meningo(myelo)seelen sulku,Google
175,"Reoperation due to a surgical complication, e.g., hematoma evacuation",Procedure,FHL,FHL,NA,2332,1970-01-01,2099-12-31,NA,"Uusintaleikkaus leikkauskomplikaation vuoksik, esim. hematooman evakuaatio",Google
176,Other measure in this category,Procedure,FHL,FHL,NA,2339,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
177,Nerve exploration (includes biopsy and removal of local change),Procedure,FHL,FHL,NA,2401,1970-01-01,2099-12-31,NA,Hermon exploratio (sisältää biopsian ja paikallisen muutoksen poiston),Google
178,External neurolysis of the nerve and possible alteration of the pathway (nerve pressure),Procedure,FHL,FHL,NA,2402,1970-01-01,2099-12-31,NA,Hermon ulkoinen neurolyysi ja mahdollinen kulokureitin muuttaminen (hermopaine),Google
179,Nerve neutrolysis,Procedure,FHL,FHL,NA,2403,1970-01-01,2099-12-31,NA,Hermon sisäinen neutrolyysi,Google
180,"Nerve dissection (obturator 9364, Morton 9273, nerve tympanicus 4162)",Procedure,FHL,FHL,NA,2404,1970-01-01,2099-12-31,NA,"Hermon katkaisu (obturatorius 9364, Morton 9273, nervus tympanicus 4162)",Google
181,Nerve reconstruction primary (1 week),Procedure,FHL,FHL,NA,2405,1970-01-01,2099-12-31,NA,Hermon rekonstruktio primaarinen (1 vko),Google
182,"Nerve reconstruction (e.g., graft) secondary",Procedure,FHL,FHL,NA,2406,1970-01-01,2099-12-31,NA,Hermorekonstruktio (esim. siirre) sekundaarinen,Google
183,Reconstruction of the plexus area,Procedure,FHL,FHL,NA,2407,1970-01-01,2099-12-31,NA,Pleksusalueen rekonstruktio,Google
184,Nerve transposition into a new function,Procedure,FHL,FHL,NA,2408,1970-01-01,2099-12-31,NA,Hermon transpositio uuteen funktioon,Google
185,Nerve numbness (blockade) in the operating room,Procedure,FHL,FHL,NA,2410,1970-01-01,2099-12-31,NA,Hermon puudutus (blokadi) leikkaussalissa,Google
186,Other measure in this category,Procedure,FHL,FHL,NA,2419,1970-01-01,2099-12-31,NA,Muu tähän ryhmään kuuluva toimenpide,Google
187,Blockade in the operating room,Procedure,FHL,FHL,NA,2421,1970-01-01,2099-12-31,NA,Blokadi leikkaussalissa,Google
188,"Sympatectomy, cervical",Procedure,FHL,FHL,NA,2422,1970-01-01,2099-12-31,NA,"Sympatektomia, kervikaalinen",Google
189,"Sympatectomy, thoracic",Procedure,FHL,FHL,NA,2423,1970-01-01,2099-12-31,NA,"Sympatektomia, torakaalinen",Google
190,"Sympatectomy, lumbar",Procedure,FHL,FHL,NA,2424,1970-01-01,2099-12-31,NA,"Sympatektomia, lumbaalinen",Google
