sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:LongName,matchScore,mappingStatus,conceptId,comment
B02.29+,Herpes zoster polyneuropathy,45,,Herpes zoster polyneuropatia,0.9200378656387329,UNCHECKED,4101894,
C50.12&,Central breast cancer lobular tumor,9495,,Rinnan keskiosan syöpä lobulaarinen kasvain,0.5759652853012085,APPROVED,44498965,
C48.80&,Interregional and peritoneal and / or peritoneal cancer not confirmed histologically,264,,Eri alueisiin ulottuva vatsaontelontakaisen tilan ja/tai vatsakalvon syöpä ei histologista vahvistusta,0.4270230531692505,UNCHECKED,261774,
D10.36&,A benign tumor of the palate sail,160,,Kitapurjeen hyvänlaatuinen kasvain,0.7590019106864929,UNCHECKED,4243443,
K04.69,Periapical abscess and unspecified stent,345,,Periapikaalinen absessi ja tarkemmin määrittämätön avanne,0.6936227083206177,UNCHECKED,4025325,
C40.21&,Lower limb long bone cancer osteosarcoma,3351,,Alaraajan pitkien luiden syöpä osteosarkooma,0.628015398979187,APPROVED,36544271,
Q21.08,Other specifed ventricular septal defect,1274,,Muu kammioväliseinän aukko,0.7683080434799194,APPROVED,434462,
C24.01&,Cystic duct,159,,Sappirakon tiehyen syöpä,1.0,UNCHECKED,4299647,
B37.01,Acute reddening (atrophic) thrush,221,,Akuutti punoittava (atrofinen) sammas,0.5763114094734192,UNCHECKED,4320034,
K03.24,Erosion of teeth NOS,344,,Idiopaattinen hampaiden eroosio,0.9003785252571106,UNCHECKED,438783,
D16.50&,Benign tumor of bone and cartilage of the mandible,263,,Alaleukaluun luun ja ruston hyvänlaatuinen kasvain,0.7417569160461426,UNCHECKED,74606,
C49.29&,Cancer of connective tissue or other soft tissue of lower limb or hip other or vague histology,9427,,Alaraajan tai lonkan seudun sidekudoksen tai muun pehmytkudoksen syöpä muu tai epämääräinen histologia,0.5608595609664917,APPROVED,4089777,
N16.2*D86.8,Renal tubulo-interstitial disorders in sarcoidosis,3340,,Sarkoidoosiin liittyvä tubulointerstitiaalinen munuaissairaus,0.7744409441947937,APPROVED,4181214,
N16.2*D86.8,Renal tubulo-interstitial disorders in sarcoidosis,3340,,Sarkoidoosiin liittyvä tubulointerstitiaalinen munuaissairaus,0.7744409441947937,APPROVED,4290339,
C69.42&,Ocular carcinoma of the melanoma,221,,Silmän sädekehän syöpä melanoma,0.5917443633079529,UNCHECKED,759823,
C49.62&,Unspecified cancer of the connective tissue or other soft tissue of the body with liposarcoma,45,,Määrittämätön vartalon sidekudoksen tai muun pehmytkudoksen syöpä liposarkooma,0.6077607274055481,UNCHECKED,40490459,
I21.02,Acute transmural myocardial infarction of anterior wall,158,,"Etuseinän ST-nousinfarkti, sepelvaltimon trombi",0.9104400873184204,UNCHECKED,4207921,
C43.60,Upper limb or shoulder (skin) melanoma no histological confirmation,1270,,Yläraajan tai hartian (ihon) melanooma ei histologista vahvistusta,0.4055634140968323,APPROVED,36547858,
C71.60&,Cerebellar cancer has no histological confirmation,344,,Pikkuaivojen syöpä ei histologista vahvistusta,0.5471785068511963,UNCHECKED,4194405,
K11.72,Xerostomia,158,,Liiallinen syljeneritys,1.0,UNCHECKED,4226991,
F10.29,Unspecified alcohol dependence syndrome,9421,,Tarkemmin määrittämätön alkoholin aiheuttama riippuvuusoireyhtymä,0.8511413931846619,APPROVED,435243,
G40.10,Simple partial seizures,3309,,Yksikertainen partiaalinen epileptinen kohtaus,0.9906924366950989,APPROVED,43530626,
G63.0*A69.2,Polyneuropathy (in) Lyme disease,220,,Lymen borrelioosiin liittyvä monihermosairaus,0.6336742043495178,UNCHECKED,4174262,
C34.25&,Cancer of the middle lobe of the right lung or its bronchus Other non-microcellular carcinoma,262,,Oikean keuhkon keskilohkon tai sen keuhkoputken syöpä muu ei-mikrosellulaarinen karsinooma,0.6029442548751831,UNCHECKED,4178528,
F41.09,Unspecified panic disorder,9392,,Määrittämätön paniikkihäiriö,0.6952576041221619,APPROVED,436074,
K77.8*D86.8,Hepatic granulomas in sarcoidosis,219,,Sarkoidoosiin liittyvät maksagranuloomat,1.0,UNCHECKED,4058697,
I21.31,"Unspecified ST ascending infarction, constricted coronary artery",45,,"Sijainniltaan määrittämätön ST-nousuinfarkti, ahtautunut sepelvaltimo",0.4717990458011627,UNCHECKED,4096252,
C56.98&,"Ovarian cancer, other or indeterminate histology",3297,,"Munasarjasyöpä, muu tai epämääräinen histologia",0.5435523390769958,APPROVED,4181351,
C34.35&,Cancer of the lower lung or its bronchial other non-microcellular carcinoma,1268,,Keuhkon alalohkon tai sen keuhkoputken syöpä muu ei-mikrosellullaarinen karsinooma,0.4583744704723358,APPROVED,4155293,
C49.28&,Cancer of connective tissue or other soft tissue in lower limb or hip Ewing's sarcoma,157,,Alaraajan tai lonkan seudun sidekudoksen tai muun pehmytkudoksen syöpä Ewing'in sarkooma,0.6420692801475525,UNCHECKED,40487487,
F12.21,Cannabinoid addiction syndrome not currently used but residing in a restrictive environment,344,,"Kannabinoidien käytön aiheuttama riippuvuusoireyhtymä tällä hetkellä ei käytä, mutta oleskelee rajoittavassa ympäristössä",0.4870707094669342,UNCHECKED,4330179,
D10.33&,Benign of the gum and toothless alveolar ridge,262,,Ikenen ja hampaattoman alveoliharjanteen hyvänlaatuinen,0.580075204372406,UNCHECKED,4084069,
F45.33,Systemic dysfunction Respiratory system,219,,Elimellisoireinen toimintahäiriö hengityselimistö,0.7118186354637146,UNCHECKED,139036,
K13.48,Other granuloma of the oral mucosa or granuloma-like change,45,,Muu suun limakalvon granulooma tai granulooman kaltainen muutos,0.5102803707122803,UNCHECKED,4102790,
F06.31,Organic bipolar disorder,157,,Elimellinen kaksisuuntainen mielialahäiriö,1.0,UNCHECKED,4333670,
G63.8*N18.8,Uraemic neuropathy,218,,Ureeminen hermosairaus,1.0,UNCHECKED,4024519,
E23.09,Pituitary insufficiency NOS,261,,Tarkemmin määrittämätön aivolisäkkeen vajaatoiminta,0.9405565857887268,UNCHECKED,4254542,
C34.16&,Cancer of the upper lung or its bronchial microcellular carcinoma,9296,,Keuhkon ylälohkon tai sen keuhkoputken syöpä mikrosellulaarinen karsinooma,0.5001703500747681,APPROVED,4162252,
C44.72,Stem cell cancer of the lower limb or hip,1259,,Alaraajan tai lonkan seudun okasolusyöpä,0.49897313117980957,APPROVED,4298028,
D89.80+,Accumulation of immunoglobulin A (IgA) in the body,3295,,Immunoglobuliini A (IgA) kertyminen elimistöön,0.7425234913825989,APPROVED,4150189,
D89.80+,Accumulation of immunoglobulin A (IgA) in the body,3295,,Immunoglobuliini A (IgA) kertyminen elimistöön,0.7425234913825989,APPROVED,4262243,
K09.28,Other jaw cysts,260,,Muu leukakysta,0.5983959436416626,UNCHECKED,435850,
L50.60,Allergic contact nasal rash,45,,Allerginen kosketusnokkosihottuma,0.5707816481590271,UNCHECKED,4031019,
E83.50,Hypercalcemia,3289,,Hyperkalsemia,1.0,APPROVED,435511,
K00.41,Prenatal mica hypoplasia,259,,Prenataalinen kiillehypoplasia,0.7225692868232727,UNCHECKED,4139587,
Q85.00,"Neurofibromatosis, type 1",3260,,"Neurofibromatoosi, tyyppi 1",0.8964852094650269,APPROVED,377252,
S00.50,Superficial cheek mucosal injury,45,,Pinnallinen posken limakalvon vamma,0.7723527550697327,UNCHECKED,4106679,
C20.90&,Rectal cancer is histological confirmation,9278,,Peräsuolen syöpä ei histologista vahvistusta,0.5884538292884827,APPROVED,443390,
F10.04,Acute intoxication caused by alcohol use sensory distortions,156,,Alkoholin käytön aiheuttama akuutti päihtymystila aistihavaintojen vääristymiä,0.6780369281768799,UNCHECKED,4104431,
C50.50&,Breast lower limb cancer no histological confirmation,1245,,Rinnan alasivuneljänneksen syöpä ei histologista vahvistusta,0.4640725553035736,APPROVED,4187848,
F06.30,Organic manic disorder,257,,Elimellinen maaninen häiriö,1.0,UNCHECKED,4237734,
Q87.19,Congenital malformation syndromes predominantly associated with short stature,217,,Muu etenkin lyhytkasvuisuuteen liittyvä synnynnäinen epämuodostumaoireyhtymä,0.8462826609611511,UNCHECKED,4007583,
S01.59,Wound of lips and mouth,156,,Huulen ja suuontelon haava,0.5796209573745728,UNCHECKED,4195797,
D33.01&,Cerebellar midline ganglion glioma,44,,Isoaivojen keskiviivan gangliongliooma,0.6792522668838501,UNCHECKED,4243834,
D35.50&,Carotid body,256,,Karotiskeräsen hyvänlaatuinen kasvain,1.0,UNCHECKED,4197418,
C43.73,Melanoma of the lower limb or hip (skin) nodular,3211,,Alaraajan tai lonkan seudun (ihon) melanooma nodulaarinen,0.47199517488479614,APPROVED,36545191,
F19.22,Addiction syndrome caused by multiple drugs or other psychoactive substances currently with clinically supervised maintenance or replacement therapy (controlled dependence),344,,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttama riippuvuusoireyhtymä tällä hetkellä kliinisesti valvotulla ylläpito- tai korvauslääkityksellä (kontrolloitu riippuvuus),0.5047115087509155,UNCHECKED,37110467,
Q23.20,Congenital mitral stenosis,217,,Synnynnäinen hiippaläpän ahtauma,1.0,UNCHECKED,313006,
H13.1*B30.1,Conjunctivitis due to adenovirus,155,,Adenoviruksen aiheuttama sidekalvotulehdus,1.0,UNCHECKED,378352,
Q25.40,Aortic insufficiency,344,,Aortan vajaakehitys,1.0,UNCHECKED,315564,
C34.82&,Bronchial and / or lung cancer adenocarcinoma extending to different areas,9277,,Eri alueisiin ulottuva keuhkoputken ja/tai keuhkon syöpä adenokarsinooma,0.4733594059944153,APPROVED,4112738,
C34.82&,Bronchial and / or lung cancer adenocarcinoma extending to different areas,9277,,Eri alueisiin ulottuva keuhkoputken ja/tai keuhkon syöpä adenokarsinooma,0.4733594059944153,APPROVED,44500290,
K07.20,Crossbite (anterior)(posterior),3202,,Distaalinen purenta,0.6061319708824158,APPROVED,260759,
F11.29,Addictive syndrome due to opioid use is not known about the nature of addictive syndrome,1226,,Opioidien käytön aiheuttama riippuvuusoireyhtymä ei tietoa riippuvuusoireyhtymän laadusta,0.3934686481952667,APPROVED,438120,
C83.40,Large cell immunoblast lymphoma,217,,Suurisoluinen immunoblastilymfooma,0.7114922404289246,UNCHECKED,4003832,
C34.95&,Unspecified bronchial or lung cancer other non-microcellular carcinoma,252,,Määrittämätön keuhkoputken tai keuhkon syöpä muu ei-mikrosellulaarinen karsinooma,0.4717714786529541,UNCHECKED,4111805,
I71.09,Aortic dissection,1218,,Aortan dissekoituma,0.7543984055519104,APPROVED,320739,
D48.41&,Ovarian peritoneal tumor with unclear or unknown tendency to grow,44,,Munasarjaperäinen vatsakalvon kasvutaipumukseltaan epäselvä tai tuntematon kasvain,0.49156028032302856,UNCHECKED,4112992,
K07.32,Displacement of tooth or teeth,155,,Hampaan kiertymä,0.7854138016700745,UNCHECKED,441890,
C50.52&,Breast cancer of the lower extremity lobular tumor,9200,,Rinnan alasivuneljänneksen syöpä lobulaarinen kasvain,0.5064917206764221,APPROVED,44502958,
E25.01,Congenital adrenal hyperplasia,216,,Muu tai määrittämätön synnynnäinen lisämunuaisen liikakasvu,1.0,UNCHECKED,4029573,
I21.01,Acute transmural myocardial infarction of anterior wall,3197,,"Etuseinän ST-nousuinfarkti, ahtautunut sepelvaltimo",0.9104400873184204,APPROVED,45766075,
C43.29,Ear or ear canal (skin) melanoma other or histologically indeterminate,343,,Korvalehden tai korvakäytävän (ihon) melanooma muu tai histologisesti epämääräinen,0.3333626389503479,UNCHECKED,43530735,
F06.33,Organic mixed mood disorder,216,,Elimellinen sekamuotoinen mielialahäiriö,0.8707680702209473,UNCHECKED,4307518,
C62.02&,"Non-deposited testicular cancer embryonic carcinoma, teratocarcinoma or chorionic carcinoma",252,,"Laskeutumattoman kiveksen syöpä embryonaalinen karsinooma, teratokarsinooma tai korionkarsinooma",0.5095721483230591,UNCHECKED,4102135,
F13.25,Continuous use of addictive syndrome caused by the use of sedatives and hypnotics,1213,,Rauhoittavien lääkkeiden ja unilääkkeiden käytön aiheuttama riippuvuusoireyhtymä jatkuva käyttö,0.49755752086639404,APPROVED,443534,
F13.25,Continuous use of addictive syndrome caused by the use of sedatives and hypnotics,1213,,Rauhoittavien lääkkeiden ja unilääkkeiden käytön aiheuttama riippuvuusoireyhtymä jatkuva käyttö,0.49755752086639404,APPROVED,37110410,
F02.30*,Dementia associated with Parkinson's disease without additional symptoms,44,,Parkinsonin tautiin liittyvä dementia ilman lisäoireita,0.799648642539978,UNCHECKED,4314734,
D48.42&,Cecal appendage started peritoneal Neoplasm of uncertain or unknown tumor,155,,Umpisuolen lisäkkeestä alkanut vatsakalvon kasvutaipumukseltaan epäselvä tai tuntematon kasvain,0.6109714508056641,UNCHECKED,4314207,
B37.00,Acute pseudomembranous column,251,,Akuutti pseudomembranoosi sammas,0.7825390100479126,UNCHECKED,4139951,
H32.0*B58.0,Toxoplasma chorioretinitis,216,,Toksoplasmoosiin liittyvä suonikalvo-verkkokalvotulehdus,1.0,UNCHECKED,4090114,
C71.59&,Ventricular cancer other or vague histology,343,,Aivokammion syöpä muu tai epämääräinen histologia,0.4382369816303253,UNCHECKED,4325186,
C50.93&,Other or indeterminate breast cancer other or indeterminate histology,3183,,Muun tai määrittämättömän paikan rintasyöpä muu tai epämääräinen histologia,0.4549814760684967,APPROVED,4112853,
P36.99,"Bacterial sepsis of newborn, unspecified",43,,Määrittämätön vastasyntyneen bakteerisepsis,0.7933856248855591,UNCHECKED,133594,
F25.01,"Schizoaffective disorder, manic form of simultaneous mood and schizophrenia symptoms, schizophrenia symptoms persist longer than mood symptoms",9194,,"Skitsoaffektiivinen häiriö, maaninen muoto yhtäaikaisia mieliala- ja skitsofreniaoireita, skitsofreniaoireet jatkuvat pidempään kuin mielialaoireet",0.5812797546386719,APPROVED,4153292,
D33.42&,Spinal cord hemangioblastoma,251,,Selkäytimen hemangioblastooma,0.7946193218231201,UNCHECKED,4215906,
G73.7*M35.0,Myopathy in sicca syndrome [Sjögren],215,,Sjögrenin oireyhtymään (sicca-oireyhtymä) liittyvä lihassairaus,0.6527464389801025,UNCHECKED,254443,
K07.58,Other abnormal dentofacial function,343,,Muu poikkeava dentofasiaalinen toiminta,0.86432945728302,UNCHECKED,42539644,
E16.85,Zollinger-Ellison syndrome,43,,Zollinger-Ellisonin oireyhtymä,1.0,APPROVED,4200399,
C44.10,Skin cancer of the eyelid or corner of the eye is not histologically confirmed,1212,,Silmäluomen tai silmäkulman ihosyöpä ei histologista vahvistusta,0.47860628366470337,APPROVED,4310566,
C44.10,Skin cancer of the eyelid or corner of the eye is not histologically confirmed,1212,,Silmäluomen tai silmäkulman ihosyöpä ei histologista vahvistusta,0.47860628366470337,APPROVED,4151310,
C34.36&,Microcellular carcinoma of the lower lung or bronchial lung,3180,,Keuhkon alalohkon tai sen keuhkoputken syöpä mikrosellulaarinen karsinooma,0.5656305551528931,APPROVED,4155293,
F11.23,Opioid dependence syndrome currently weaned but receiving aversion or prophylaxis,155,,"Opioidien käytön aiheuttama riippuvuusoireyhtymä tällä hetkellä vieroittunut, mutta saa aversio- tai estolääkityshoitoa",0.4474186301231384,UNCHECKED,37110407,
D84.19,Unspecified complement system deficiency,215,,Määrittämätön komplementtijärjestelmän vajavuus,0.6321936845779419,UNCHECKED,4121290,
C50.29&,Breast upper limb cancer other or vague histology,9144,,Rinnan yläsisäneljänneksen syöpä muu tai epämääräinen histologia,0.43513134121894836,APPROVED,4187849,
K07.14,Upper jaw retrognathy,3177,,Yläleuan retrognatia,0.7138647437095642,APPROVED,4033919,
B37.09,Unspecified oral candidiasis,1206,,Tarkemmin määrittämätön suun kandidiaasi,0.7171176075935364,APPROVED,29735,
K06.23,Irritative hyperplasia of edentulous ridge [denture hyperplasia],249,,Hampaattoman alveoliharjanteen ärsytyshyperplasia (proteesista aiheutuva hyperplasia),0.49803006649017334,UNCHECKED,4003009,
N33.0*A18.1,Tuberculous cystitis,215,,Virtsarakon tuberkuloosi,0.7600822448730469,UNCHECKED,4160366,
C53.90&,"Cervical cancer at an unspecified site, no histological confirmation",342,,"Kohdunkaulan syöpä määrittämättömässä paikassa, ei histologista varmistusta",0.40252891182899475,UNCHECKED,4194405,
F45.39,Organic dysfunction A symptom of multiple or unspecified organs,155,,Elimellisoireinen toimintahäiriö usean tai määrittämättömän elimen oire,0.6318463683128357,UNCHECKED,4140909,
N04.80,Finnish-type congenital nephrotic syndrome,8972,,Suomalaistyyppinen synnynnäinen nefroottinen oireyhtymä,0.7589476704597473,APPROVED,4058844,
C44.89,Skin cancer extending to different areas other or vague histology,42,,Eri alueisiin ulottuva ihosyöpä muu tai epämääräinen histologia,0.4091075360774994,UNCHECKED,4161667,
C84.43,"Peripheral T-cell lymphoma, a large cell type",214,,"Perifeerinen T-solulymfooma, suuri solutyyppi",0.8747563362121582,UNCHECKED,4135340,
D10.12&,Benign tumor of the tip and edges of the tongue,342,,Kielen kärjen ja reunojen hyvänlaatuinen kasvain,0.7314485311508179,UNCHECKED,4111651,
C34.87&,Bronchial and / or lung cancer carcinoid extending to different areas,249,,Eri alueisiin ulottuva keuhkoputken ja/tai keuhkon syöpä karsinoidi,0.4453720152378082,UNCHECKED,45768920,
G40.39,"Other or unspecified generalized epileptic syndromes with atonic, clonic, myoclonic or tonic-clonic seizures",3166,,"Muu tai määrittämätön yleistynyt epilepsiaoireyhtymä, jossa on atoonisia, kloonisia, toonisia tai toonis-kloonisia kohtauksia",0.5680513381958008,APPROVED,4105360,
G40.39,"Other or unspecified generalized epileptic syndromes with atonic, clonic, myoclonic or tonic-clonic seizures",3166,,"Muu tai määrittämätön yleistynyt epilepsiaoireyhtymä, jossa on atoonisia, kloonisia, toonisia tai toonis-kloonisia kohtauksia",0.5680513381958008,APPROVED,4102344,
G40.39,"Other or unspecified generalized epileptic syndromes with atonic, clonic, myoclonic or tonic-clonic seizures",3166,,"Muu tai määrittämätön yleistynyt epilepsiaoireyhtymä, jossa on atoonisia, kloonisia, toonisia tai toonis-kloonisia kohtauksia",0.5680513381958008,APPROVED,4104853,
G40.39,"Other or unspecified generalized epileptic syndromes with atonic, clonic, myoclonic or tonic-clonic seizures",3166,,"Muu tai määrittämätön yleistynyt epilepsiaoireyhtymä, jossa on atoonisia, kloonisia, toonisia tai toonis-kloonisia kohtauksia",0.5680513381958008,APPROVED,4183856,
N08.5*M30.0,Glomerular disorders in polyarteritis nodosa,154,,Polyarteritis nodosaan liittyvä munuaiskerässairaus,0.7275447845458984,UNCHECKED,320749,
C71.23&,Cerebellar temporal lobe cancer I response glioma,8810,,Isoaivojen ohimolohkon syöpä IVasteen gliooma,0.46908679604530334,APPROVED,44502739,
F00.12*,"Late-onset dementia associated with Alzheimer's disease Other comorbid symptoms, mainly hallucinations",1204,,"Alzheimerin tautiin liittyvä myöhään alkava dementia muita liitännäisoireita, pääasiassa aistiharhaisuutta",0.5874407887458801,APPROVED,4220313,
F00.12*,"Late-onset dementia associated with Alzheimer's disease Other comorbid symptoms, mainly hallucinations",1204,,"Alzheimerin tautiin liittyvä myöhään alkava dementia muita liitännäisoireita, pääasiassa aistiharhaisuutta",0.5874407887458801,APPROVED,4090920,
K00.10,An oversized tooth in the anterior and canine area,214,,Etu- ja kulmahammasalueen ylilukuinen hammas,0.42486459016799927,UNCHECKED,4227220,
C41.32&,"Cancer of the rib, sternum or clavicle chondrosarcoma",340,,"Kylkiluun, rintalastan tai solisluun syöpä chondrosarkooma",0.5983105897903442,UNCHECKED,37115457,
C41.20&,Spinal cancer no histological confirmation,249,,Selkärangan syöpä ei histologista vahvistusta,0.605826735496521,UNCHECKED,4194405,
J99.1*M31.3,Respiratory disorders in Wegener's granulomatosis,1203,,Wegenerin granulomatoosiin liittyvä hengityselinsairaus,0.5398533940315247,APPROVED,313223,
J99.1*M31.3,Respiratory disorders in Wegener's granulomatosis,1203,,Wegenerin granulomatoosiin liittyvä hengityselinsairaus,0.5398533940315247,APPROVED,320136,
F19.49,Withdrawal symptoms and confusion caused by multiple drugs or other psychoactive substances No information on seizures,42,,Useiden lääkeaineiden tai muun psyykkisiin toimintoihin vaikuttavan aineen aiheuttamat vieroitusoireet ja sekavuustila ei tietoa kouristuksista,0.6316419243812561,UNCHECKED,37110470,
F10.50,Alcohol-induced psychotic disorder of the schizophrenia type,154,,Alkoholin käytön aiheuttama psykoottinen häiriö skitsofrenia-tyyppinen,0.7935369610786438,UNCHECKED,37109949,
F10.21,"Alcohol dependence is not currently used, but resides in a restrictive environment",3149,,"Alkoholiriippuvuus tällä hetkellä ei käytä, mutta oleskelee rajoittavassa ympäristössä",0.4897368252277374,APPROVED,435243,
K07.59,Unspecified abnormal dentofacial function,213,,Tarkemmin määrittämätön poikkeava dentofasiaalinen toiminnta,0.7827154397964478,UNCHECKED,42539644,
F41.00,"Moderate panic disorder, with at least four seizures per month",8662,,"Keskivaikea paniikkihäiriö, vähintään neljä kohtausta kuukauden aikana",0.5317871570587158,APPROVED,436074,
F38.09,Other single mood disorder,42,,Muu yksittäinen mielialahäiriö,0.7080031633377075,UNCHECKED,444100,
K07.39,Unspecified abnormal position or position of teeth,248,,Tarkemmin määrittämätön hampaiden poikkeava sijainti tai asento,0.6182088255882263,UNCHECKED,4254066,
K13.03,Unspecified lipitis,213,,Tarkemmin määrittämätön huulitulehdus,0.7290158867835999,UNCHECKED,4001594,
K13.22,"Erythroplakia of oral epithelium, including tongue",339,,Kielen ja/tai muun suuontelon erytroplakia,0.6623921394348145,UNCHECKED,4039751,
D33.10&,Pilocytic astrocytoma of the brainstem,1199,,Aivorungon pilosyyttinen astrosytooma,0.7713603377342224,APPROVED,44498985,
K10.28,Other inflammation of the jaws,154,,Muu leukojen tulehdus,0.5791682004928589,UNCHECKED,37018294,
C56.72&,Musinosis epithelial ovarian cancer,3136,,Musinoosi epiteliaalinen munasarjasyöpä,0.6002019047737122,APPROVED,4034004,
C56.72&,Musinosis epithelial ovarian cancer,3136,,Musinoosi epiteliaalinen munasarjasyöpä,0.6002019047737122,APPROVED,3171099,
K01.18,Wedge oversized tooth,42,,Kiilautunut ylilukuinen hammas,0.611998975276947,UNCHECKED,4114498,
P07.12,Other low birth weight 2000-2499 g,248,,Pieni syntymäpaino 2000-2499 g,0.8387191891670227,UNCHECKED,4149609,
Q82.81,Keratosis follicularis [Darier-White],338,,Follikulaarinen keratoosi (Darier-White),0.5429888963699341,UNCHECKED,4174992,
S53.00,Subluxation of radial head,213,,Värttinäluun pään osittainen sijoiltaanmeno,1.0,UNCHECKED,4218991,
