concept_id,concept_synonym_name,language_concept_id
60,Eutanasiaan liittyvä keskustelu/pyyntö,4181730
61,Syöpäsairauden riskitekijä,4181730
62,"Sairauden riskitekijä, määrittämätön",4181730
63,Kuolemanpelko,4181730
64,"Huoli/pelko syövästä, määrittämätön",4181730
65,"Huoli/pelko muusta sairaudesta, määrittämätön",4181730
66,"Toiminnanvajaus, määrittämätön",4181730
67,Muu yleisoire/-vaiva,4181730
68,"Yleiset ja epämääräiset, Laaja terveydentilan arviointi/tarkastus",4181730
69,"Yleiset ja epämääräiset, Suppea terveydentilan arviointi/tarkastus",4181730
70,"Yleiset ja epämääräiset, Allergiatutkimus",4181730
71,"Yleiset ja epämääräiset, Mikrobiologinen/immunologinen koe",4181730
72,"Yleiset ja epämääräiset, Veritutkimus",4181730
73,"Yleiset ja epämääräiset, Virtsatutkimus",4181730
74,"Yleiset ja epämääräiset, Ulostetutkimus",4181730
75,"Yleiset ja epämääräiset, Histologinen/sytologinen tutkimus",4181730
76,"Yleiset ja epämääräiset, Muu laboratoriotutkimus",4181730
77,"Yleiset ja epämääräiset, Kliininen toimintakoe",4181730
78,"Yleiset ja epämääräiset, Diagnostinen endoskopia",4181730
79,"Yleiset ja epämääräiset, Diagnostinen kuvantaminen",4181730
80,"Yleiset ja epämääräiset, Elektrofysiologinen tutkimus",4181730
81,"Yleiset ja epämääräiset, Muu tutkimustoimenpide",4181730
82,"Yleiset ja epämääräiset, Rokotus / ennaltaehkäisevä lääkitys",4181730
83,"Yleiset ja epämääräiset, Seuranta/terveysneuvonta/ruokavalioneuvonta",4181730
84,"Yleiset ja epämääräiset, Perusterveydenhuollon asiantuntijan konsultaatio",4181730
85,"Yleiset ja epämääräiset, Erikoislääkärin konsultaatio",4181730
86,"Yleiset ja epämääräiset, Potilaan tarpeiden/tulosyyn selvittäminen",4181730
87,"Yleiset ja epämääräiset, Muu ennaltaehkäisevä toimenpide",4181730
88,"Yleiset ja epämääräiset, Lääkitys/lääkemääräys/uusinta/injektio",4181730
89,"Yleiset ja epämääräiset, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",4181730
90,"Yleiset ja epämääräiset, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",4181730
91,"Yleiset ja epämääräiset, Katetrointi/intubointi/laajentaminen",4181730
92,"Yleiset ja epämääräiset, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",4181730
93,"Yleiset ja epämääräiset, Paikallinen lääkeaineinjektio",4181730
94,"Yleiset ja epämääräiset, Sidos/kompressi/tamponointi",4181730
95,"Yleiset ja epämääräiset, Fysikaalinen hoito / kuntoutus",4181730
96,"Yleiset ja epämääräiset, Terapeuttinen neuvonta / kuuntelu",4181730
97,"Yleiset ja epämääräiset, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",4181730
98,"Yleiset ja epämääräiset, Tutkimustulosten kuuleminen",4181730
99,"Yleiset ja epämääräiset, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",4181730
100,"Yleiset ja epämääräiset, Hallinnollinen toimenpide",4181730
101,"Yleiset ja epämääräiset, Muu seurantakäynti",4181730
102,"Yleiset ja epämääräiset, Hoidonantajan käynnistämä tapahtuma",4181730
103,"Yleiset ja epämääräiset, Muun henkilön käynnistämä tapahtuma",4181730
104,"Yleiset ja epämääräiset, Lähete muulle perusterveydenhuollon ammattihenkilölle",4181730
105,"Yleiset ja epämääräiset, Lähete erikoislääkärille/sairaalaan",4181730
106,"Yleiset ja epämääräiset, Muu lähete",4181730
107,"Yleiset ja epämääräiset, Muu käynnin syy",4181730
108,Tuberkuloosi,4181730
109,Tuhkarokko,4181730
110,Vesirokko,4181730
111,Malaria,4181730
112,Vihurirokko,4181730
113,Mononukleoosi,4181730
114,"Virusperäinen ihottuma, muu",4181730
115,"Virustauti, muu",4181730
116,"Tartuntatauti, muu",4181730
117,"Syöpä, määrittämätön",4181730
118,"Vamma, määrittämätön",4181730
119,Monivamma,4181730
120,Vamman myöhäisseuraus,4181730
121,Lääkemyrkytys,4181730
122,Lääkkeen haittavaikutus,4181730
123,Muiden aineiden myrkkyvaikutus,4181730
124,Kirurgisen tai muun hoidon komplikaatio,4181730
125,Fysikaalisen tekijän haittavaikutus,4181730
126,Proteesin haittavaikutus,4181730
127,"Synnynnäinen epämuodostuma, määrittämätön/useita",4181730
128,"Poikkeava tutkimustulos, muu",4181730
129,"Allergia / allerginen reaktio, määrittämätön",4181730
130,Ennenaikaisesti syntynyt lapsi,4181730
131,"Vastasyntyneen sairastavuus, muu",4181730
132,Perinataalikuolema,4181730
133,Kuolema,4181730
134,Ei sairautta,4181730
135,Terveyden ylläpito / Sairauden ennaltaehkäisy,4181730
136,"Sairaus/tila, luonne tai sijainti määrittämätön",4181730
137,"Veri, vertamuodostavat elimet ja immuunijärjestelmä",4181730
138,"Imusolmuke, suurentunut/kivulias",4181730
139,Vereen / lymfaattiseen kudokseen liittyvä oire/vaiva,4181730
140,Huoli/Pelko AIDSista/HIV:stä,4181730
141,Huoli/pelko veren tai verta muodostavien elinten syövästä,4181730
142,Huoli/pelko veren tai verta muodostavien elinten muusta taudista,4181730
143,"Toiminnanvajaus, veren / vertamuodostavien kudosten",4181730
144,Muu imusuoni-/immuunijärjestelmän oire/vaiva,4181730
145,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Laaja terveydentilan arviointi/tarkastus",4181730
146,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Suppea terveydentilan arviointi/tarkastus",4181730
147,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Allergiatutkimus",4181730
148,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Mikrobiologinen/immunologinen koe",4181730
149,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Veritutkimus",4181730
150,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Virtsatutkimus",4181730
151,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Ulostetutkimus",4181730
152,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Histologinen/sytologinen tutkimus",4181730
153,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu laboratoriotutkimus",4181730
154,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Kliininen toimintakoe",4181730
155,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Diagnostinen endoskopia",4181730
156,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Diagnostinen kuvantaminen",4181730
157,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Elektrofysiologinen tutkimus",4181730
158,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu tutkimustoimenpide",4181730
159,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Rokotus / ennaltaehkäisevä lääkitys",4181730
160,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Seuranta/terveysneuvonta/ruokavalioneuvonta",4181730
161,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Perusterveydenhuollon asiantuntijan konsultaatio",4181730
162,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Erikoislääkärin konsultaatio",4181730
163,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Potilaan tarpeiden/tulosyyn selvittäminen",4181730
164,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu ennaltaehkäisevä toimenpide",4181730
165,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Lääkitys/lääkemääräys/uusinta/injektio",4181730
166,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",4181730
167,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",4181730
168,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Katetrointi/intubointi/laajentaminen",4181730
169,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",4181730
170,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Paikallinen lääkeaineinjektio",4181730
171,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Sidos/kompressi/tamponointi",4181730
172,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Fysikaalinen hoito / kuntoutus",4181730
173,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Terapeuttinen neuvonta / kuuntelu",4181730
174,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",4181730
175,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Tutkimustulosten kuuleminen",4181730
176,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",4181730
177,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Hallinnollinen toimenpide",4181730
178,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu seurantakäynti",4181730
179,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Hoidonantajan käynnistämä tapahtuma",4181730
180,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muun henkilön käynnistämä tapahtuma",4181730
181,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Lähete muulle perusterveydenhuollon ammattihenkilölle",4181730
182,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Lähete erikoislääkärille/sairaalaan",4181730
183,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu lähete",4181730
184,"Veri, vertamuodostavat elimet ja immuunijärjestelmä, Muu käynnin syy",4181730
185,"Imusolmuketulehdus, akuutti",4181730
186,"Imusolmuketulehdus, krooninen/määrittämätön",4181730
187,Hodgkinin tauti / lymfooma,4181730
188,Leukemia,4181730
189,"Pahanlaatuinen veritauti, muu",4181730
190,"Hyvänlaatuinen/muu kasvain, vertamuodostavien elinten",4181730
191,"Pernarepeämä, vamman aiheuttama",4181730
192,"Vamma vertamuodostavassa elimessä / imukudoksessa / pernassa, muu",4181730
193,"Anemia, perinnöllinen hemolyyttinen",4181730
194,"Synnynnäinen epämuodostuma, verta muodostavien elinten ja imusuoniston, muu",4181730
195,Raudanpuuteanemia,4181730
196,"Anemia, B12-vitamiinin/folaatin puute",4181730
197,"Anemia, muu/määrittämätön",4181730
198,Punatäplätauti/hyytymishäiriö,4181730
199,"Valkosolujen poikkeama, selittämätön",4181730
200,Pernan suurentuma,4181730
201,HIV/AIDS,4181730
202,Muu veren / verta muodostavan elimen / imukudoksen / pernan sairaus,4181730
203,Ruoansulatuselimet,4181730
204,"Vatsakipu, yleinen",4181730
205,Ylävatsakipu,4181730
206,Närästys,4181730
207,Peräsuolen/peräaukon kipu,4181730
208,Peräaukon kutina,4181730
209,"Vatsan alueen kipu, paikallinen, muu",4181730
210,Happovaiva/ruoansulatushäiriö,4181730
211,Ilmavaivat/röyhtäily,4181730
212,Pahoinvointi,4181730
213,Oksentelu,4181730
214,Ripuli,4181730
215,Ummetus,4181730
216,Keltaisuus,4181730
217,Verioksennus/hematemeesi,4181730
218,Meleena,4181730
219,Verenvuoto peräsuolesta,4181730
220,Ulosteen pidätyskyvyttömyys,4181730
221,Muutos ulosteessa / suolen toiminnassa,4181730
222,Hampaiden/ikenien oire/vaiva,4181730
223,Suun/kielen/huulen oire/vaiva,4181730
224,Nielemisongelma,4181730
225,Maksan suurentuma,4181730
226,"Kyhmy/patti/muhkura mahassa, määrittämätön",4181730
227,Vatsan turvotus,4181730
228,Huoli/pelko ruuansulatuselimen syövästä,4181730
229,Huoli/pelko ruuansulatuselimen muusta sairaudesta,4181730
230,"Toiminnanvajaus, ruuansulatuselimen",4181730
231,Muu ruuansulatuselimen oire/vaiva,4181730
232,"Ruoansulatuselimet, Laaja terveydentilan arviointi/tarkastus",4181730
233,"Ruoansulatuselimet, Suppea terveydentilan arviointi/tarkastus",4181730
234,"Ruoansulatuselimet, Allergiatutkimus",4181730
235,"Ruoansulatuselimet, Mikrobiologinen/immunologinen koe",4181730
236,"Ruoansulatuselimet, Veritutkimus",4181730
237,"Ruoansulatuselimet, Virtsatutkimus",4181730
238,"Ruoansulatuselimet, Ulostetutkimus",4181730
239,"Ruoansulatuselimet, Histologinen/sytologinen tutkimus",4181730
240,"Ruoansulatuselimet, Muu laboratoriotutkimus",4181730
241,"Ruoansulatuselimet, Kliininen toimintakoe",4181730
242,"Ruoansulatuselimet, Diagnostinen endoskopia",4181730
243,"Ruoansulatuselimet, Diagnostinen kuvantaminen",4181730
244,"Ruoansulatuselimet, Elektrofysiologinen tutkimus",4181730
245,"Ruoansulatuselimet, Muu tutkimustoimenpide",4181730
246,"Ruoansulatuselimet, Rokotus / ennaltaehkäisevä lääkitys",4181730
247,"Ruoansulatuselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta",4181730
248,"Ruoansulatuselimet, Perusterveydenhuollon asiantuntijan konsultaatio",4181730
249,"Ruoansulatuselimet, Erikoislääkärin konsultaatio",4181730
250,"Ruoansulatuselimet, Potilaan tarpeiden/tulosyyn selvittäminen",4181730
251,"Ruoansulatuselimet, Muu ennaltaehkäisevä toimenpide",4181730
252,"Ruoansulatuselimet, Lääkitys/lääkemääräys/uusinta/injektio",4181730
253,"Ruoansulatuselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",4181730
254,"Ruoansulatuselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",4181730
255,"Ruoansulatuselimet, Katetrointi/intubointi/laajentaminen",4181730
256,"Ruoansulatuselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",4181730
257,"Ruoansulatuselimet, Paikallinen lääkeaineinjektio",4181730
258,"Ruoansulatuselimet, Sidos/kompressi/tamponointi",4181730
259,"Ruoansulatuselimet, Fysikaalinen hoito / kuntoutus",4181730
260,"Ruoansulatuselimet, Terapeuttinen neuvonta / kuuntelu",4181730
261,"Ruoansulatuselimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",4181730
262,"Ruoansulatuselimet, Tutkimustulosten kuuleminen",4181730
263,"Ruoansulatuselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",4181730
264,"Ruoansulatuselimet, Hallinnollinen toimenpide",4181730
265,"Ruoansulatuselimet, Muu seurantakäynti",4181730
266,"Ruoansulatuselimet, Hoidonantajan käynnistämä tapahtuma",4181730
267,"Ruoansulatuselimet, Muun henkilön käynnistämä tapahtuma",4181730
268,"Ruoansulatuselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle",4181730
269,"Ruoansulatuselimet, Lähete erikoislääkärille/sairaalaan",4181730
270,"Ruoansulatuselimet, Muu lähete",4181730
271,"Ruoansulatuselimet, Muu käynnin syy",4181730
272,Ruoansulatuskanavan infektio,4181730
273,Sikotauti,4181730
274,Virushepatiitti,4181730
275,"Maha-suolitulehdus, tarttuvaksi oletettu",4181730
276,"Pahanlaatuinen kasvain, mahalaukun",4181730
277,"Pahanlaatuinen kasvain, paksusuolen/peräsuolen",4181730
278,"Pahanlaatuinen kasvain, haiman",4181730
279,"Pahanlaatuinen kasvain, ruuansulatuselinten, muu/määrittämätön",4181730
280,"Hyvänlaatuinen/määrittämätön kasvain, ruoansulatuskanavan",4181730
281,Vierasesine ruuansulatuskanavassa,4181730
282,"Ruoansulatuselinten vamma, muu",4181730
283,"Synnynnäinen epämuodostuma, ruuansulatuselimen",4181730
284,Hampaiden/ikenien sairaus,4181730
285,Suun/kielen/huulen sairaus,4181730
286,Ruokatorven sairaus,4181730
287,Pohjukaissuolen haava,4181730
288,"Peptinen haava, muu",4181730
289,Mahalaukun toimintahäiriö,4181730
290,Umpilisäkkeen tulehdus,4181730
291,Nivustyrä,4181730
292,Palleatyrä,4181730
293,"Vatsan alueen tyrä, muu",4181730
294,Suolen umpipussitauti,4181730
295,Ärtynyt paksusuoli,4181730
296,Krooninen suolistotulehdus / haavainen paksusuolen tulehdus,4181730
297,Peräaukon haavauma/paise,4181730
298,Madot ja muut loiset,4181730
299,"Maksasairaus, määrittämätön",4181730
300,Sappirakon tulehdus / sappikivitauti,4181730
301,Muu ruuansulatuselinten tauti,4181730
302,Silmä,4181730
303,Kipu silmässä,4181730
304,Punainen silmä,4181730
305,Rähmivä/vuotava silmä,4181730
306,Pilkut näkökentässä,4181730
307,"Näkökyvyn häiriö, muu",4181730
308,Poikkeava tunne silmässä,4181730
309,Poikkeavat silmän liikkeet,4181730
310,Silmien poikkeava ulkonäkö,4181730
311,Luomien oireet/vaivat,4181730
312,Silmälaseihin liittyvät oireet/vaivat,4181730
313,Piilolaseihin liittyvät oireet/vaivat,4181730
314,Huoli/pelko silmäsairaudesta,4181730
315,"Toiminnanvajaus, silmän",4181730
316,Muu silmän oire/vaiva,4181730
317,"Silmä, Laaja terveydentilan arviointi/tarkastus",4181730
318,"Silmä, Suppea terveydentilan arviointi/tarkastus",4181730
319,"Silmä, Allergiatutkimus",4181730
320,"Silmä, Mikrobiologinen/immunologinen koe",4181730
321,"Silmä, Veritutkimus",4181730
322,"Silmä, Virtsatutkimus",4181730
323,"Silmä, Ulostetutkimus",4181730
324,"Silmä, Histologinen/sytologinen tutkimus",4181730
325,"Silmä, Muu laboratoriotutkimus",4181730
326,"Silmä, Kliininen toimintakoe",4181730
327,"Silmä, Diagnostinen endoskopia",4181730
328,"Silmä, Diagnostinen kuvantaminen",4181730
329,"Silmä, Elektrofysiologinen tutkimus",4181730
330,"Silmä, Muu tutkimustoimenpide",4181730
331,"Silmä, Rokotus / ennaltaehkäisevä lääkitys",4181730
332,"Silmä, Seuranta/terveysneuvonta/ruokavalioneuvonta",4181730
333,"Silmä, Perusterveydenhuollon asiantuntijan konsultaatio",4181730
334,"Silmä, Erikoislääkärin konsultaatio",4181730
335,"Silmä, Potilaan tarpeiden/tulosyyn selvittäminen",4181730
336,"Silmä, Muu ennaltaehkäisevä toimenpide",4181730
337,"Silmä, Lääkitys/lääkemääräys/uusinta/injektio",4181730
338,"Silmä, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",4181730
339,"Silmä, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",4181730
340,"Silmä, Katetrointi/intubointi/laajentaminen",4181730
341,"Silmä, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",4181730
342,"Silmä, Paikallinen lääkeaineinjektio",4181730
343,"Silmä, Sidos/kompressi/tamponointi",4181730
344,"Silmä, Fysikaalinen hoito / kuntoutus",4181730
345,"Silmä, Terapeuttinen neuvonta / kuuntelu",4181730
346,"Silmä, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",4181730
347,"Silmä, Tutkimustulosten kuuleminen",4181730
348,"Silmä, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",4181730
349,"Silmä, Hallinnollinen toimenpide",4181730
350,"Silmä, Muu seurantakäynti",4181730
351,"Silmä, Hoidonantajan käynnistämä tapahtuma",4181730
352,"Silmä, Muun henkilön käynnistämä tapahtuma",4181730
353,"Silmä, Lähete muulle perusterveydenhuollon ammattihenkilölle",4181730
354,"Silmä, Lähete erikoislääkärille/sairaalaan",4181730
355,"Silmä, Muu lähete",4181730
356,"Silmä, Muu käynnin syy",4181730
357,"Sidekalvotulehdus, tarttuva",4181730
358,"Sidekalvotulehdus, allerginen",4181730
359,Luomitulehdus/näärännäppy/luomirakkula,4181730
360,"Silmätulehdus, muu",4181730
361,"Kasvain, silmän / silmän seudun",4181730
362,"Ruhje/verenvuoto, silmän",4181730
363,Vierasesine silmässä,4181730
364,"Silmävamma, muu",4181730
365,Vauvan kyyneltietukos,4181730
366,"Synnynnäinen epämuodostuma, silmän, muu",4181730
367,Verkkokalvon irtoaminen,4181730
368,"Retinopatia, verkkokalvon rappeuma",4181730
369,"Makuladegeneraatio, tarkan näön alueen rappeuma",4181730
370,Sarveiskalvon haavauma,4181730
371,Trakooma,4181730
372,Taittovirhe,4181730
373,Harmaakaihi,4181730
374,Glaukooma,4181730
375,Sokeus,4181730
376,Karsastus,4181730
377,Muu silmäsairaus,4181730
378,Korva,4181730
379,Korvan kipu/särky,4181730
380,Kuulo-oire,4181730
381,Korvien soiminen / tinnitus,4181730
382,Erite korvasta,4181730
383,Verenvuoto korvassa/korvasta,4181730
384,Korvan tukkoisuus,4181730
385,Huoli korvien ulkonäöstä,4181730
386,Huoli/pelko korvataudista,4181730
387,"Toiminnanvajaus, korvan",4181730
388,Muu korvan oire/vaiva,4181730
389,"Korva, Laaja terveydentilan arviointi/tarkastus",4181730
390,"Korva, Suppea terveydentilan arviointi/tarkastus",4181730
391,"Korva, Allergiatutkimus",4181730
392,"Korva, Mikrobiologinen/immunologinen koe",4181730
393,"Korva, Veritutkimus",4181730
394,"Korva, Virtsatutkimus",4181730
395,"Korva, Ulostetutkimus",4181730
396,"Korva, Histologinen/sytologinen tutkimus",4181730
397,"Korva, Muu laboratoriotutkimus",4181730
398,"Korva, Kliininen toimintakoe",4181730
399,"Korva, Diagnostinen endoskopia",4181730
400,"Korva, Diagnostinen kuvantaminen",4181730
401,"Korva, Elektrofysiologinen tutkimus",4181730
402,"Korva, Muu tutkimustoimenpide",4181730
403,"Korva, Rokotus / ennaltaehkäisevä lääkitys",4181730
404,"Korva, Seuranta/terveysneuvonta/ruokavalioneuvonta",4181730
405,"Korva, Perusterveydenhuollon asiantuntijan konsultaatio",4181730
406,"Korva, Erikoislääkärin konsultaatio",4181730
407,"Korva, Potilaan tarpeiden/tulosyyn selvittäminen",4181730
408,"Korva, Muu ennaltaehkäisevä toimenpide",4181730
409,"Korva, Lääkitys/lääkemääräys/uusinta/injektio",4181730
410,"Korva, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",4181730
411,"Korva, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",4181730
412,"Korva, Katetrointi/intubointi/laajentaminen",4181730
413,"Korva, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",4181730
414,"Korva, Paikallinen lääkeaineinjektio",4181730
415,"Korva, Sidos/kompressi/tamponointi",4181730
416,"Korva, Fysikaalinen hoito / kuntoutus",4181730
417,"Korva, Terapeuttinen neuvonta / kuuntelu",4181730
418,"Korva, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",4181730
419,"Korva, Tutkimustulosten kuuleminen",4181730
420,"Korva, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",4181730
421,"Korva, Hallinnollinen toimenpide",4181730
422,"Korva, Muu seurantakäynti",4181730
423,"Korva, Hoidonantajan käynnistämä tapahtuma",4181730
424,"Korva, Muun henkilön käynnistämä tapahtuma",4181730
425,"Korva, Lähete muulle perusterveydenhuollon ammattihenkilölle",4181730
426,"Korva, Lähete erikoislääkärille/sairaalaan",4181730
427,"Korva, Muu lähete",4181730
428,"Korva, Muu käynnin syy",4181730
429,Korvakäytävän tulehdus,4181730
430,"Välikorvatulehdus/tärykalvotulehdus, akuutti",4181730
431,"Välikorvatulehdus, seroosi",4181730
432,Korvatorventulehdus,4181730
433,"Välikorvatulehdus, krooninen",4181730
434,"Kasvain, korvan",4181730
435,Vierasesine korvassa,4181730
436,Reikä tärykalvossa,4181730
437,"Korvan vamma, pinnallinen",4181730
438,"Korvan vamma, muu",4181730
439,"Synnynnäinen epämuodostuma, korvan",4181730
440,Korvavahatulppa,4181730
441,Huimausoireyhtymä,4181730
442,Otoskleroosi,4181730
443,Ikähuonokuuloisuus,4181730
444,Meluvamma,4181730
445,Kuurous,4181730
446,Muu korvan/kartiolisäkkeen sairaus,4181730
447,Verenkiertoelimet,4181730
448,Sydänperäinen kipu,4181730
449,Painon/puristuksen tunne sydänalassa,4181730
450,"Verenkiertoperäinen kipu, muu",4181730
451,Sydämentykytys / sydämen lyöntien tuntuminen,4181730
452,"Poikkeava/epäsäännöllinen pulssi, muu",4181730
453,Korostuneet laskimot,4181730
454,Nilkkaturvotus,4181730
455,Sydän- ja verisuonisairauden riskitekijä,4181730
456,Huoli/pelko sydänsairaudesta,4181730
457,Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista,4181730
458,Huoli/pelko verenkiertoelimistön muusta sairaudesta,4181730
459,"Toiminnanvajaus, verenkierron",4181730
460,"Muu oire/vaiva, verenkiertoelimistön",4181730
461,"Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus",4181730
462,"Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus",4181730
463,"Verenkiertoelimet, Allergiatutkimus",4181730
464,"Verenkiertoelimet, Mikrobiologinen/immunologinen koe",4181730
465,"Verenkiertoelimet, Veritutkimus",4181730
466,"Verenkiertoelimet, Virtsatutkimus",4181730
467,"Verenkiertoelimet, Ulostetutkimus",4181730
468,"Verenkiertoelimet, Histologinen/sytologinen tutkimus",4181730
469,"Verenkiertoelimet, Muu laboratoriotutkimus",4181730
470,"Verenkiertoelimet, Kliininen toimintakoe",4181730
471,"Verenkiertoelimet, Diagnostinen endoskopia",4181730
472,"Verenkiertoelimet, Diagnostinen kuvantaminen",4181730
