sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:LongName,matchScore,mappingStatus,conceptId,comment
TEB00,Restoration of crown of tooth,0,,Hampaan kruunuttaminen,0.8797516822814941,UNCHECKED,4070597,
LCH20,Hysterotomy and evacuation of products of conception,0,,"Kohdun aukaisu ja raskauden tyhjennys, vatsaontelon tai em�ttimen kautta",0.7109376788139343,UNCHECKED,4150538,
LCH25,NA,0,,Raskauden keskeytyksen tarpeen arviointi,0.40957364439964294,UNCHECKED,4163958,
BC2CT,Biopsy of adrenal gland with CT guidance,0,,Lis�munuaisen kudosn�ytteen otto TT-ohjauksessa,0.79486483335495,UNCHECKED,46271498,
GD004,"Palliative radiotherapy of trachea, bronchi and lungs",0,,"S�dehoito henkitorven, keuhkoputkien ja keuhkojen primaarikasvaimen palliatiivisena hoitona",0.5566710233688354,UNCHECKED,4218410,
LCH30,NA,0,,Raskauden keskeytyksen j�lkitarkastus,0.40957364439964294,UNCHECKED,4163958,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,46272790,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4094091,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4141657,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4047491,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4081883,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4081561,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4081560,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4085287,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,40487892,
NJ3DA,Long bones of extremities X-ray examination,933,,"Pitkien luiden r�ntgen, raajojen r�ntgen",0.6178081035614014,APPROVED,4058907,
NDL20,Freeing of muscle of wrist or hand,36,,"K�den lihaksen muovaus, korjaus tai kiinnikkeiden irroittelu",0.663726806640625,UNCHECKED,36716671,
WW1MN,Blood volume measurement with isotope technique,0,,Veritilavuuden m��ritys isotooppimenetelm�ll�,0.6351850628852844,UNCHECKED,4154182,
PHG99,Intraluminal laser vein occlusion of other vein,0,,"Laskimon suonensis�inen laserhoito, muu laskimo",0.6529390811920166,UNCHECKED,4187790,
TEB10,Restoration of tooth using filling,0,,Hampaant�ytt� suoralla menetelm�ll�,0.9095523357391357,UNCHECKED,42872582,
BC2DT,Biopsy of adrenal gland with MRI guidance,0,,Lis�munuaisen kudosn�ytteen otto MT-ohjauksessa,0.6637709140777588,UNCHECKED,46271498,
LCH96,Other termination of pregnancy,117,,Muu raskauden keskeytys,0.8840973377227783,UNCHECKED,4297250,
PHH,Bypass from veins,0,,Laskimoiden ohitusleikkaukset,0.6207050085067749,UNCHECKED,4229451,
GD029,"Radiotherapy of local recidive of trachea, bronchi and lungs",0,,"S�dehoito henkitorven, keuhkoputkien ja keuhkojen paikallisesti uusineen kasvaimen hoitona",0.5444689393043518,UNCHECKED,4218410,
NDL22,"Myotomy or tenotomy of wrist or hand, other tendon",0,,K�den lihaksen tai j�nteen katkaisu tai poisto,0.5523583292961121,UNCHECKED,4283676,
PHH30,Bypass from vena cava inferior,0,,Laskimon ohitus alaonttolaskimosta,0.64012610912323,UNCHECKED,4271699,
WW3MN,Plasma volume measurement with isotope technique,0,,Plasmatilavuuden m��ritys isotooppimenetelm�ll�,0.6564698815345764,UNCHECKED,4154341,
TEB20,Restoration of tooth using inlay,0,,Hampaant�ytt� ep�suoralla menetelm�ll�,0.6599647998809814,UNCHECKED,42872582,
BC3AT,Cytology of adrenal gland with ultrasound guidance,0,,Lis�munuaisen solun�ytteen otto U�-ohjauksessa,0.6215621829032898,UNCHECKED,4189517,
NJ3DF,Very extensive MRI examination of extremities with median intensity magnet,0,,Raajojen eritt�in laaja magneettitutkimus keskikentt�laitteella,0.4984877109527588,UNCHECKED,45762505,
LCW,Other operations on uterus and uterine ligaments,0,,Muut kohdun ja sen vieruskudoksien leikkaukset,0.7185359001159668,UNCHECKED,4202671,
TEB30,Root canal therapy to tooth,0,,Hampaan juurihoito,0.7964996695518494,UNCHECKED,4208099,
NDL30,"Suture or reinsertion of tendon of wrist or hand, flexor tendon",489,,Sormen koukistajaj�nteen ompelu,0.6369022727012634,UNCHECKED,4046744,
GD049,"Radiotherapy of methastasis of trachea, bronchi and lungs",0,,S�dehoito keuhkoissa ilmenneen et�pes�kkeen hoitona,0.5602385997772217,UNCHECKED,4218410,
PHH32,Plastic repair of superior mesenteric or portal vein,0,,"Laskimon muovausleikkaus, v. mesenterica superior tai v. portae",0.6514431238174438,UNCHECKED,4236320,
WW4MN,Erythrocyte life-span measurement with isotope technique,0,,Punasolujen elinik�mittaus isotooppimenetelm�ll�,0.5532248616218567,UNCHECKED,4154182,
BC3CT,Cytology of adrenal gland with CT guidance,0,,Lis�munuaisen solun�ytteen otto TT-ohjauksessa,0.5775587558746338,UNCHECKED,4332664,
TEB40,Drainage of abscess of alveolus through tooth,0,,M�rkiv�n hampaan aukaisu,0.7668494582176208,UNCHECKED,4262302,
LCW96,Other operation on uterus and uterine ligaments,36,,Muu avoin kohdun ja sen vieruskudoksien leikkaus,0.74751877784729,UNCHECKED,4184187,
PHH73,Bypass from iliac vein,0,,"Laskimon ohitusleikkaus lonkkalaskimosta, v. iliaca",0.6072261333465576,UNCHECKED,4088187,
NJ3DG,Very extensive MRI examination of extremities with high intensity magnet,147,,Raajojen eritt�in laaja magneettitutkimus,0.4955507218837738,UNCHECKED,45762505,
NDL32,"Suture or reinsertion of tendon of wrist or hand, extensor tendon",899,,Sormen ojentajaj�nteen ompelu,0.616071879863739,APPROVED,4085091,
NDL32,"Suture or reinsertion of tendon of wrist or hand, extensor tendon",899,,Sormen ojentajaj�nteen ompelu,0.616071879863739,APPROVED,37017256,
GD090,"Profylactic radiotherapy of trachea, bronchi and lungs",0,,"S�dehoito henkitorven, keuhkoputkien ja keuhkojen profylaktisena hoitona",0.5401244759559631,UNCHECKED,4218410,
PHH74,Bypass from femoral vein,0,,"Laskimon ohitusleikkaus reisilaskimosta, v. femoralis",0.5968459248542786,UNCHECKED,4308414,
EC,Produres of gingiva and alveoli,0,,Ikenien ja hammasharjanteiden toimenpiteet,0.4866475760936737,UNCHECKED,4070610,
BC3DT,Cytology of adrenal gland with MRI guidance,0,,Lis�munuaisen solun�ytteen otto MT-ohjauksessa,0.5831252932548523,UNCHECKED,4334171,
GD099,Other radiotherapy of the lungs,0,,Muu keuhkojen s�dehoito,0.5455414652824402,UNCHECKED,37395713,
PHH75,Bypass from popliteal vein,0,,"Laskimon ohitusleikkaus polvitaivelaskimosta, v. popliteae",0.6775749325752258,UNCHECKED,4211384,
WW4NN,Erythrocyte organ accumulation measurement with isotope technique,0,,Punasolujen elinkertym�mittaus isotooppimenetelm�ll�,0.5697376132011414,UNCHECKED,4154182,
EC_,Other procedues of gingiva and alveoli,0,,Muu ienten tai ienharjanteen toimenpide,0.4894118309020996,UNCHECKED,4070610,
LCW97,Other laparoscopic operation on uterus and uterine ligaments,33,,Muu kohdun ja sen vieruskudoksien leikkaus vatsaontelon t�hystyksess�,0.6395730972290039,UNCHECKED,4184187,
PHH99,Bypass from other vein,0,,Laskimon ohitusleikkaus muusta laskimosta,0.49038973450660706,UNCHECKED,4020467,
NJ3DM,Very extensive MRI examination of extremities with 3 Tesla magnet,24,,Raajojen eritt�in laaja 3 Teslan MT,0.4289562702178955,UNCHECKED,4065020,
NDL34,"Suture or reinsertion of tendon of wrist or hand, other tendon",149,,K�mmenen tai ranteen j�nte(id)en ompelu,0.5344956517219543,UNCHECKED,4344506,
GD_2,Other procedures of lungs,0,,Muut keuhkojen toimenpiteet,0.6032942533493042,UNCHECKED,4040549,
GA4D3,NA,0,,"Keuhkon�ytteen histologinen tutkimus, laaja leikkauspreparaatti",0.40957364439964294,UNCHECKED,4163958,
GA4F3,NA,0,,Keuhkojen huuhtelun�yte asbestin osoittamiseksi,0.40957364439964294,UNCHECKED,4163958,
TEC00,Needle biopsy of gingiva,0,,Neulakudosn�ytteenotto ikenest�,0.7533099055290222,UNCHECKED,4071015,
BC4WT,Selective blood sample from adrenal gland with radiological guidance,124,,Lis�munuaisen selektiivinen verin�ytteen otto,0.5064104795455933,UNCHECKED,4204948,
PHJ,Transposition of veins,0,,Laskimoiden tyven siirt�miset,0.8227887749671936,UNCHECKED,4022785,
LCW98,Other hysterscopic operation on uterus,0,,Muu kohdun ja sen vieruskudoksien leikkaus kohdunt�hystyksess�,0.6501885056495667,UNCHECKED,4195757,
LC0,NA,0,,Kohdun ja sen kannatinsiteiden s�dehoito,0.40957364439964294,UNCHECKED,4163958,
NJ3MA,Measurement of extremity length with X-ray,23,,Raajojen pituusmittausr�ntgen,0.6084609031677246,UNCHECKED,46272790,
WW5MN,Erythrocyte total volume measurement with isotope technique,0,,Punasolutilavuuden m��ritys isotooppimenetelm�ll�,0.6159462332725525,UNCHECKED,42536360,
NDL40,Repair of tendon of finger with transplant,214,,Sormij�nteen korjaus j�nnesiirteell�,0.6286745071411133,UNCHECKED,4310324,
GD1AT,Biopsy of the lung with ultrasound guidance,400,,Keuhkon kudosn�ytteen otto U�-ohjauksessa,0.8117303848266602,UNCHECKED,4334034,
TBC00,Needle biopsy of adrenal gland,0,,Neulakudosn�ytteen otto lis�munuaisesta,0.945512056350708,APPROVED,4273159,
ECA,"Incision, biopsy and excision of gingiva and alveolus",0,,"Ikenen ja hammasharjanteen aukaisu, koepalan otto tai poistoleikkaukset",0.5831647515296936,UNCHECKED,4125944,
PHJ74,Transposition of femoral vein,0,,"Laskimon tyven siirt�minen, v. femoralis",0.7036659121513367,UNCHECKED,4002049,
GD1BT,Biopsy of lung with X-ray guidance,0,,Keuhkon kudosn�ytteen otto LPV-ohjauksessa,0.7301374673843384,UNCHECKED,46272796,
ECA00,Surgical exposure of tooth,106,,Hampaan paljastus,1.0,APPROVED,4071009,
PHJ99,Transposition of other vein,0,,"Laskimon tyven siirt�minen, muu laskimo",0.7049376368522644,UNCHECKED,4002049,
LC001,Preoperative radiotherapy of uterus and uterine ligaments,0,,S�dehoito kohdun ja sen kannatinsiteiden primaarikasvaimen preoperatiivisena hoitona,0.5446834564208984,UNCHECKED,4059384,
NDL42,Operation of tendon prosthesis of hand,0,,K�den j�nneproteesin asettaminen,0.671299159526825,UNCHECKED,4142395,
WW7MN,Thrombocyte life-span measurement with isotope technique,0,,Trombosyyttien elinik�mittaus isotooppimenetelm�ll�,0.5461035370826721,UNCHECKED,4154182,
NJ3NA,Measurement of difference in extremity lengty with X-ray,1434,,Raajojen pituuseromittausr�ntgen,0.4590296447277069,APPROVED,42709744,
NJ3NA,Measurement of difference in extremity lengty with X-ray,1434,,Raajojen pituuseromittausr�ntgen,0.4590296447277069,APPROVED,4064344,
NJ3NA,Measurement of difference in extremity lengty with X-ray,1434,,Raajojen pituuseromittausr�ntgen,0.4590296447277069,APPROVED,42535276,
TBC10,Aspiration cytology of adrenal gland,0,,Ohutneulan�ytteen otto lis�munuaisesta,0.6495980620384216,UNCHECKED,4156557,
BD,Carotid body,0,,Hankarauhanen,1.0,APPROVED,4197418,
PHK,Endovenous radiotherapy,0,,"Laskimoiden suonensis�iset mikroaaltohoidot, radioablaatiot",0.6690331101417542,UNCHECKED,4029715,
ECA10,Incision of gingiva,85,,Ikenen m�rk�pes�kkeen aukaisu,0.795428454875946,UNCHECKED,4125944,
NDL52,Tenosynovectomy of hand,477,,K�den j�nteen j�nnekalvon poisto,1.0,APPROVED,4253785,
GD1CT,Biopsy of the lung with CT guidance,1687,,Keuhkon kudosn�ytteen otto TT-ohjauksessa,0.6920455098152161,APPROVED,4324459,
GD1D3,NA,0,,Keuhkokudoksen histologinen tutkimus,0.40957364439964294,UNCHECKED,4163958,
BDA,Carotid body,0,,Hankarauhasen leikkaukset,1.0,APPROVED,4197418,
GD1LT,NA,0,,Keuhkon alueen koagulaatio radiologisessa ohjauksessa,0.40957364439964294,UNCHECKED,4163958,
ECA20,Biopsy of gingiva,434,,Koepalan otto ikenest�,0.8995444774627686,UNCHECKED,4071015,
NDL54,Tenolysis of hand,276,,K�den j�nteen vapautus,1.0,APPROVED,4183564,
NJ3XD,Other CT examination of extremities and joints,0,,Raajojen ja nivelten TT muulla tekniikalla,0.5912712812423706,UNCHECKED,4065020,
LC002,Radical radiotherapy of uterus and uterine ligaments,0,,Radikaali kohdun ja sen kannatinsiteiden primaarikasvaimen s�dehoito,0.5373285412788391,UNCHECKED,4068781,
BDA10,Operation on carotid body,0,,Hankarauhasen leikkaus,1.0,APPROVED,4141114,
PHK76,Endovenous radiotherapy of long saphenous vein,0,,"Laskimon suonensis�inen mikroaaltohoito, v. saphena magna",0.6217034459114075,UNCHECKED,4146252,
ECA30,Excision of lesion of gingiva,220,,Ienmuutoksen poisto,1.0,APPROVED,4070608,
GD2AT,Cytology of the lungs with ultrasound guidance,125,,Keuhkon solun�ytteen otto U�-ohjauksessa,0.6102279424667358,UNCHECKED,4189517,
WW7NN,Thrombocyte organ accumulation measurement with isotope technique,0,,Trombosyyttien elinkertym�mittaus isotooppimenetelm�ll�,0.5619684457778931,UNCHECKED,4154182,
NDL60,Lengthening of tendon of hand,17,,K�den j�nteen pidennys,1.0,APPROVED,4236632,
NK1AK,Spectroscopy of muscles,0,,Lihasten spektroskopia,0.5637152194976807,UNCHECKED,4232808,
GD2A3,NA,0,,Pleuranesteen irtosolututkimus,0.40957364439964294,UNCHECKED,4163958,
BE,Endocrine pancreas,0,,Endokriininen haima,1.0,APPROVED,4301372,
XW000,Bone marrow biopsy,7430,,Luuydinn�ytteenotto,1.0,APPROVED,4120443,
WA,NA,0,,Systeeminen s�dehoito,0.40957364439964294,UNCHECKED,4163958,
NK1CP,Muscle perfusion PET,0,,Lihaksen perfuusion PET,0.7077314257621765,UNCHECKED,4338837,
PHK77,Endovenous radiotherapy of short saphenous vein,0,,"Laskimon suonensis�inen mikroaaltohoito, v. saphena parva",0.6727083921432495,UNCHECKED,4097371,
NK1CR,NA,0,,Lihaksen perfuusion PET-tietokonetomografiatutkimus,0.40957364439964294,UNCHECKED,4163958,
ECA35,Complicated excision of lesion of gingiva,93,,Vaativa ienmuutoksen poisto,0.8330082297325134,UNCHECKED,4070608,
NDL62,Shortening of tendon of hand,0,,K�den j�nteen lyhennys,1.0,APPROVED,4236351,
NK1CS,NA,0,,Lihaksen perfuusion PET-magneettitutkimus,0.40957364439964294,UNCHECKED,4163958,
LC003,Adjuvant radiotherapy of uterus and uterine ligaments,0,,S�dehoito kohdun ja sen kannatinsiteiden primaarikasvaimen liit�nn�ishoitona,0.5323014855384827,UNCHECKED,44804498,
BEF,Endocrine pancreas functioning,0,,Endokriiniseen haimaan kohdistuvat tutkimukset,0.7403027415275574,UNCHECKED,4301372,
GD2BT,Cytology of the lungs with X-ray guidance,0,,Keuhkon solun�ytteen otto LPV-ohjauksessa,0.5582804679870605,UNCHECKED,4079701,
NK1DP,"Muscle, metabolic PET",0,,Lihaksen hapenkulutuksen/aineenvaihdunnan PET,0.4063866436481476,UNCHECKED,4323852,
WA010,Adjuvant whole body radiotherapy,25,,Kokokehon s�dehoito muun sy�p�hoidon tukihoitona,0.6333473324775696,UNCHECKED,44804498,
NK1DS,NA,0,,Lihaksen aineenvaihdunnan PET-magneettitutkimus,0.40957364439964294,UNCHECKED,4163958,
NDL64,Tenodesis of tendon of hand,60,,K�den j�nteen kiinnitys luuhun,0.8538276553153992,UNCHECKED,4294551,
NK1EP,Muscle receptor PET,0,,Lihaksen reseptorien PET,0.6337708830833435,UNCHECKED,4207692,
WA019,Other whole body radiotherapy,0,,Muu kokokehon s�dehoito,0.6862049698829651,UNCHECKED,4029715,
PHK78,Endovenous radiotherapy of perforanting veins of thigh,0,,"Laskimon suonensis�inen mikroaaltohoito, v. perforans",0.48204079270362854,UNCHECKED,4226814,
BEF00,Continuous subcutaneous glucose monitoring,1050,,Pitk�aikainen ihonalainen glukoosimonitorointi,0.6803308129310608,APPROVED,4207608,
ECA40,Surgical treatment of parodontal abscess,31,,Ikenen ja hammasharjanteen m�rk�pes�kkeen leikkaus,0.713685929775238,UNCHECKED,4308123,
GD2CT,Cytology of the lungs with CT guidance,101,,Keuhkon solun�ytteen otto TT-ohjauksessa,0.4393515884876251,UNCHECKED,4206443,
NK1FP,Muscle blood volum PET,0,,Lihaksen veritilavuuden PET,0.6957765817642212,UNCHECKED,4053108,
WA029,Half body radiotherapy,0,,Puolikehon s�dehoito,0.6916367411613464,UNCHECKED,4029715,
LC004,Palliative radiotherapy of uterus and uterine ligaments,0,,S�dehoito kohdun ja sen kannatinsiteiden primaarikasvaimen palliatiivisena hoitona,0.5458152890205383,UNCHECKED,4057754,
NK1FR,NA,0,,Lihaksen veritilavuuden PET-tietokonetomografiatutkimus,0.40957364439964294,UNCHECKED,4163958,
NK1JR,NA,0,,Lihaksen aineenvaihdunnan laaja PET-tietokonetomografiatutkimus,0.40957364439964294,UNCHECKED,4163958,
NK1JS,NA,0,,Lihaksen aineenvaihdunnan laaja PET-magneettitutkimus,0.40957364439964294,UNCHECKED,4163958,
ECA50,Parodontal operation,137,,Parodontologinen l�pp�leikkaus,0.7525975704193115,UNCHECKED,4125943,
NK1PS,NA,0,,Lihaksen veritilavuuden PET-magneettitutkimus,0.40957364439964294,UNCHECKED,4163958,
NDL66,"Transposition of tendon of wrist or hand, other tendon",246,,K�den j�nteen kiinnityspisteen siirto,0.7222428917884827,UNCHECKED,40488953,
BW,Reoperations in endocrine surgery,0,,Umpierityselinleikkausten haavakomplikaatioleikkaukset,0.6396871209144592,UNCHECKED,4194964,
PHK79,Endovenous radiotherapy of anterior saphenous vein,0,,"Laskimon suonensis�inen mikroaaltohoito, v. saphena anterior",0.5710369348526001,UNCHECKED,4235177,
WA039,Radiotherapy with free isotopes,0,,S�dehoito vapailla isotoopeilla,0.5800061821937561,UNCHECKED,4029715,
GD2FN,Lung ventilation distribution isotope examination (radiospirometry),127,,Keuhkojen alueellisen toiminnan gammakuvaus,0.4320250451564789,UNCHECKED,4145647,
ECA55,Complicated parodontal operation,114,,Vaativa parodontologinen l�pp�leikkaus,0.6089440584182739,UNCHECKED,4114501,
WA099,Other broad area radiotherapy,23,,Muu laaja-alainen s�dehoito,0.6315638422966003,UNCHECKED,4029715,
PHK99,Endovenous radiotherapy of other vein,0,,"Laskimon suonensis�inen mikroaaltohoito, muu laskimo",0.48924118280410767,UNCHECKED,4213465,
WB,NA,0,,Paikallisen primaarikasvaimen l��kehoito,0.40957364439964294,UNCHECKED,4163958,
NDL99,Other operation on muscle or tendon of wrist or hand,161,,Muu k�den lihas- tai j�nneleikkaus,0.6448400020599365,UNCHECKED,4143592,
NK1XE,Other ultrasound examinnation of muscle or tendon,1142,,Lihaksen ja/tai j�nteen muu ultra��nitutkimus,0.5710325837135315,APPROVED,4118607,
NK1XE,Other ultrasound examinnation of muscle or tendon,1142,,Lihaksen ja/tai j�nteen muu ultra��nitutkimus,0.5710325837135315,APPROVED,4107643,
LC029,Radiotherapy of local recidive of tumor of uterus or uterine ligaments,0,,S�dehoito kohdun ja sen kannatinsiteiden paikallisesti uusineen kasvaimen hoitona,0.4913935363292694,UNCHECKED,4131007,
BWA00,Repair of wound dehiscence in endocrine surgery,10,,Auenneen tai tulehtuneen umpierityselinleikkaushaavan tarkistaminen,0.650389552116394,UNCHECKED,4253777,
GD2SN,Lung ventilation SPECT,1122,,Keuhkoventilaation SPET,0.8566162586212158,APPROVED,3041759,
GD3A3,NA,0,,Ysk�ksen irtosolututkimus,0.40957364439964294,UNCHECKED,4163958,
NK1XP,"Muscle, other PET",0,,Lihaksen muu PET,0.515882670879364,UNCHECKED,4325458,
PHL,Ultrasound guided foam sclerotherapy,0,,Laskimoiden ultra��niohjatut vaahtokovetushoidot,0.8121534585952759,UNCHECKED,4139685,
ECA60,Removal of foreign body from gingiva or alveolus,18,,Vierasesineen poisto ikenest� tai hammasharjanteesta,0.8397519588470459,UNCHECKED,4283539,
WB101,Simple cytostatic neoadjuvant therapy,219,,Primaarikasvaimen yksinkertainen leikkausta tai s�dehoitoa edelt�v� sytostaattihoito,0.6839286088943481,UNCHECKED,44808409,
GD3CT,Labeling lungs with CT guidance,26,,Keuhkon merkkaus TT-ohjauksessa,0.4621601998806,UNCHECKED,42535381,
NK4AN,Joint isotope imaging,0,,Nivelten gammakuvaus,0.7546003460884094,UNCHECKED,4305954,
GD3PN,NA,0,,Keuhkojen ja aivojen verenkierron gammakuvaus,0.40957364439964294,UNCHECKED,4163958,
BWD00,Reoperation for deep haemorrhage in endocrine surgery,32,,Umpierityselinleikkauksen uusintaleikkaus vuodon vuoksi,0.5739603638648987,UNCHECKED,45766068,
LC049,Radiotherapy of methastasis in uterus or uterine ligaments,0,,S�dehoito kohdussa tai sen kannatinsiteiss� ilmenneen et�pes�kkeen hoitona,0.5329436659812927,UNCHECKED,4202671,
TGD00,Needle biopsy of lung,1594,,Neulakudosn�ytteen otto keuhkosta,1.0,APPROVED,4167262,
WB103,Simple adjuvant cytostatic therapy,13501,,Primaarikasvaimen yksinkertainen solusalpaajahoito liit�nn�ishoitona,0.6420294642448425,APPROVED,4141762,
WB103,Simple adjuvant cytostatic therapy,13501,,Primaarikasvaimen yksinkertainen solusalpaajahoito liit�nn�ishoitona,0.6420294642448425,APPROVED,44804498,
NDM,"Operations on fascia, ganglia, synovial sheaths and bursae of wrist and hand",0,,K�den j�nnetuppi- ja muut pehmytkudosleikkaukset,0.42656198143959045,UNCHECKED,35624449,
PHL76,Ultrasound guided foam sclerotherapy of long saphenous vein,524,,"Ultra��niohjattu vaahtokovetushoito, v. saphena magna",0.7663843035697937,UNCHECKED,4139685,
NDM10,Palmar fasciotomy of hand,2157,,K�mmenkalvon aukaisu tai poisto,0.8777217268943787,APPROVED,4160021,
ECA70,Regenerative parodontal operation or gingiva and alveolus transplantation,68,,Uudiskiinnityskirurginen leikkaus ja/tai iensiirreleikkaus,0.4240342676639557,UNCHECKED,4022785,
BWW99,Other reoperation in endocrine surgery,0,,Muu umpierityselinleikkausten haavakomplikaatioleikkaus,0.5793479681015015,UNCHECKED,4147266,
WB111,Multiple neoadjuvant cytostatic therapy,382,,Primaarikasvaimen leikkausta tai s�dehoitoa edelt�v� monisolusalpaajahoito,0.6799560785293579,UNCHECKED,44808409,
TGD04,Needle biopsy of the lungs in bronchoscopy,851,,Kudosn�ytteen otto keuhkosta keuhkoputkent�hystyksess�,0.6723228693008423,APPROVED,4167262,
GE,Mediastinum,0,,V�likarsina,1.0,APPROVED,4216544,
NK4BF,Joint MRI examination with median intensity magnet not elsewhere classified,0,,Muun nivelen magneettitutkimus keskikentt�laitteella,0.36409324407577515,UNCHECKED,4082087,
LC090,Profylactive radiotherapy of uterus and uterine ligaments,0,,S�dehoito kohdun ja sen kannatinsiteiden profylaktisena hoitona,0.4691362977027893,UNCHECKED,4068781,
PHL77,Ultrasound guided foam sclerotherapy of short saphenous vein,104,,"Ultra��niohjattu vaahtokovetushoito, v. saphena parva",0.7432157397270203,UNCHECKED,4139685,
BX,Other endocrinological procedures,0,,Muut sis�eriterauhasten toimenpiteet,0.6140956282615662,UNCHECKED,4140046,
NDM20,Excision of synovial ganglion of wrist or hand,1750,,K�den tai ranteen limapussin tai ganglion poisto,0.7413989901542664,APPROVED,4072024,
NDM20,Excision of synovial ganglion of wrist or hand,1750,,K�den tai ranteen limapussin tai ganglion poisto,0.7413989901542664,APPROVED,4219039,
NDM20,Excision of synovial ganglion of wrist or hand,1750,,K�den tai ranteen limapussin tai ganglion poisto,0.7413989901542664,APPROVED,4114783,
NDM20,Excision of synovial ganglion of wrist or hand,1750,,K�den tai ranteen limapussin tai ganglion poisto,0.7413989901542664,APPROVED,4263903,
