concept_id,concept_synonym_name,language_concept_id
87,Lasten vaikeat aliravitsemustilat,4181730
88,Sakubitriilin ja valsartaanin yhdistelmävalmiste,4181730
89,Fulvestrantti,4181730
90,Yleinen erytrodermia,4181730
91,Lisäkilpirauhasten vajaatoiminta,4181730
92,Parikalsitoli* ja sinakalseetti*,4181730
93,Interferoni alfa,4181730
94,Sunitinibi,4181730
95,Fingolimodi,4181730
96,Myasthenia gravis,4181730
97,Älyllisesti kehitysvammaisilla esiintyvät käyttäytymisen häiriöt,4181730
98,Lisämunuaisten kuorikerroksen vajaatoiminta,4181730
99,"Lantaanikarbonaatti*, sevelameeri*ja sukroferrinen oksihydroksidi*",4181730
100,"Atomoksetiini, deksamfetamiini, guanfasiini ja lisdeksamfetamiini",4181730
101,Roflumilasti,4181730
102,Sakubitriilin ja valsartaanin yhdistelmävalmiste*,4181730
103,Vesitystauti,4181730
104,Kasvuhormoni*,4181730
105,Nintedanibi* ja pirfenidoni*,4181730
106,Gammaglobuliinin puutostila,4181730
107,Febuksostaatti,4181730
108,Patsopanibi,4181730
109,Sorafenibi,4181730
110,Erlotinibi,4181730
111,Erytropoietiini* ja darbepoetiini*,4181730
112,Febuksostaatti,4181730
113,Fingolimodi* ja kladribiini,4181730
114,Itsenäinen verihiutaleiden tai granulosyyttien niukkuus,4181730
115,Dienogesti,4181730
116,Abirateroni* ja entsalutamidi*,4181730
117,Retigabiini ja vigabatriini,4181730
118,Apremilasti ja dimetyylifumaraatti (psoriaasi),4181730
119,Pienten lasten lehmänmaitoallergia,4181730
120,Regorafenibi,4181730
121,Krooniset hyytymishäiriöt,4181730
122,Everolimuusi,4181730
123,Palbosiklibi*,4181730
124,"Tegafuurin, gimerasiilin ja oterasiilin yhdistelmävalmiste",4181730
125,"Dabrafenibi, trametinibi ja vemurafenibi",4181730
126,Afatinibi ja gefitinibi,4181730
127,Dornaasi alfa,4181730
128,Regorafenibi*,4181730
129,Koivun allergeeniuute ja heinien allergeeniuute,4181730
130,"Dabrafenibi*, trametinibi ja vemurafenibi*",4181730
131,Dasatinibi,4181730
132,Nilotinibi,4181730
133,Aplastinen anemia,4181730
134,Buprenorfiinia ja naloksonia sisältävä valmiste,4181730
135,Lapatinibi,4181730
136,Interferoni alfa*,4181730
137,Ibrutinibi*,4181730
138,Aksitinibi,4181730
139,Tikagrelori 60 mg,4181730
140,Alirokumabi* ja evolokumabi* familiaalisen hyperkolesterolemian hoidossa,4181730
141,Lenalidomidi*,4181730
142,Rakkoihottuma,4181730
143,Ruksolitinibi,4181730
144,Kasvuhormoni (munuaisten vajaatoimintaan liittyvä kasvuhäiriö),4181730
145,Adalimumabi (hidradenitis suppurativa),4181730
146,Siklosporiini-silmätippa,4181730
147,Everolimuusi*,4181730
148,Pienten lasten lehmänmaitoallergia ja yliherkkyys tavanomaisille erityisvalmisteille,4181730
149,Natriumoksibaatti ja modafiniili,4181730
150,Sunitinibi*,4181730
151,Omalitsumabi,4181730
152,Idelalisibi,4181730
153,"C1-esteraasin estäjä, ikatibantti ja konestaatti alfa",4181730
154,Sorafenibi*,4181730
155,Naprokseenin ja esomepratsolin yhdistelmävalmiste,4181730
156,Synnynnäiset aineenvaihdunnan häiriöt,4181730
157,Kritsotinibi,4181730
158,Ivabradiini,4181730
159,Synnynnäiset aineenvaihduntahäiriöt,4181730
160,Vaikea ja pitkäaikainen narkolepsia,4181730
161,Pomalidomidi,4181730
162,Treprostiniili,4181730
163,Syanokobalamiini*,4181730
164,Rufinamidi,4181730
165,Aksitinibi*,4181730
166,Ruksolitinibi*,4181730
167,Kapsaisiini,4181730
168,Natriumdokusaatin ja sorbitolin yhdistelmävalmiste,4181730
169,Deferasiroksi,4181730
170,Imatinibi*,4181730
171,Iksatsomibi,4181730
172,"Agalsidaasi alfa, agalsidaasi beeta ja migalastaatti",4181730
173,Alektinibi,4181730
174,Bosutinibi,4181730
175,Dabrafenibi (liitännäishoito),4181730
176,"Eliglustaatti, imigluseraasi ja velagluseraasi alfa",4181730
177,Emisitsumabi,4181730
178,Hyytymistekijä VIII ja von Willebrand -tekijä von Willebrandin taudin hoitoon,4181730
179,Hyytymistekijä VIII ja von Willebrand -tekijä A-hemofiliaa sairastavien vasta-ainepositiivisten potilaiden siedätyshoitoon,4181730
180,Ibrutinibi,4181730
181,Iksatsomibi,4181730
182,Kabotsantinibi,4181730
183,Lenvatinibi,4181730
184,Mekasermiini,4181730
185,Niraparibi,4181730
186,Olaparibi,4181730
187,Palbosiklibi,4181730
188,Pomalidomidi,4181730
189,Trastutsumabi-injektio,4181730
190,Trifluridiinin ja tipirasiilin yhdistelmävalmiste,4181730
191,Vismodegibi,4181730
192,Von Willebrand -tekijävalmiste,4181730
193,Alirokumabi  ja evolokumabi familiaalisen hyperkolesterolemian hoidossa,4181730
194,Alirokumabi ja evolokumabi hyperkolesterolemian ja sekamuotoisen dyslipidemian hoidossa,4181730
195,Barisitinibi,4181730
196,Liraglutidi  (lapset ja nuoret),4181730
197,Tofasitinibi,4181730
198,Afatinibi* ja gefitinibi*,4181730
199,"Agalsidaasi alfa*, agalsidaasi beeta* ja migalastaatti*",4181730
200,Alektinibi,4181730
201,Alirokumabi* ja evolokumabi hyperkolesterolemian ja sekamuotoisen dyslipidemian hoidossa,4181730
202,Asfotaasi alfa,4181730
203,Barisitinibi,4181730
204,Binimetinibi ja enkorafenibi,4181730
205,Bosutinibi*,4181730
206,Brigatinib,4181730
207,Dabrafenibi ja trametinibi (liitännäishoito)*,4181730
208,Dasatinibi*,4181730
209,Dupilumabi,4181730
210,"Eliglustaatti*, imigluseraasi* ja velagluseraasi alfa*",4181730
211,Emisitsumabi,4181730
212,Erenumabi ja fremanetsumabi,4181730
213,Erlotinibi*,4181730
214,Ferrimaltoli,4181730
215,Hyytymistekijä VIII ja von Willebrand -tekijä von Willebrandin taudin hoitoon*,4181730
216,Hyytymistekijä VIII ja von Willebrand -tekijä A-hemofiliaa sairastavien vasta-ainepositiivisten potilaiden siedätyshoitoon*,4181730
217,Idebenoni,4181730
218,Ivabradiini*,4181730
219,Kabotsantinibi*,4181730
220,Kalsiumkarbonaatti,4181730
221,Ketokonatsoli,4181730
222,Koivun allergeeniuute (aikuiset),4181730
223,Kolesevelaami,4181730
224,Kritsotinibi*,4181730
225,Lapatinibi*,4181730
226,Lenvatinibi,4181730
227,Levofloksasiini-sumutinliuos,4181730
228,Liraglutidi (lapset ja nuoret)*,4181730
229,Lorlatinibi,4181730
230,Mekasermiini*,4181730
231,Metyraponi,4181730
232,Midodriini,4181730
233,Midostauriini,4181730
234,Nilotinibi*,4181730
235,Niraparibi*,4181730
236,Obetikoolihappo,4181730
237,Olaparibi*,4181730
238,Osimertinibi,4181730
239,Patiromeeri,4181730
240,Patsopanibi*,4181730
241,Ponatinibi,4181730
242,Ribosiklibi,4181730
243,Rivaroksabaani sepelvaltimotaudin hoitoon,4181730
244,Seleksipagi,4181730
245,Tafamidiisi,4181730
246,"Tegafuurin, gimerasiilin ja oterasiilin yhdistelmävalmiste*",4181730
247,Tikagrelori 60 mg*,4181730
248,Tivotsanibi,4181730
249,Tofasitinibi*,4181730
250,Tolvaptaani,4181730
251,Trabektediini,4181730
252,Trastutsumabi-injektio*,4181730
253,Trifluridiinin ja tipirasiilin yhdistelmävalmiste*,4181730
254,Venetoklaksi,4181730
255,Vismodegibi*,4181730
256,Von Willebrand -tekijävalmiste*,4181730
257,Binimetinibi ja enkorafenibi,4181730
258,Benralitsumabi,4181730
259,Mepolitsumabi,4181730
260,Upadasitinibi,4181730
261,Abemasiklibi,4181730
262,Apalutamidi,4181730
263,Bimatoprostin ja timololin säilytysaineeton yhdistelmävalmiste,4181730
264,Takrolimuusi,4181730
265,Doketakseli,4181730
266,Paklitakseli,4181730
267,Rivaroksabaani sepelvaltimotaudin hoitoon,4181730
268,Doketakseli,4181730
269,Paklitakseli,4181730
