concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,tmp_name_en_source
51,Chronic disorders of vitamin D metabolism,Condition,REIMB,REIMB,NA,123,1970-01-01,2099-12-31,NA,D-vitamiinin krooniset aineenvaihduntahäiriöt,KELA
52,"Dulaglutide, exenatide, liraglutide, lixisenatide and semaglutide (adults)",Condition,REIMB,REIMB,NA,346,2011-02-01,2099-12-31,NA,"Dulaglutidi*, eksenatidi*, liksisenatidi*, liraglutidi* ja semaglutidi (aikuiset)",KELA
53,Topical pimecrolimus and tacrolimus,Condition,REIMB,REIMB,NA,317,2003-11-01,2099-12-31,NA,Pimekrolimuusi- ja takrolimuusivoide*,KELA
54,Severe anaemia associated with chronic renal failure,Condition,REIMB,REIMB,NA,138,1970-01-01,2099-12-31,NA,Munuaisten vajaatoimintaan liittyvä vaikea anemia,KELA
55,Pernicious anaemia,Condition,REIMB,REIMB,NA,107,1970-01-01,2099-12-31,NA,Pernisiöösi anemia ja muut B12-vitamiinin imeytymishäiriöt,KELA
56,"Brivaracetam, eslikarbazepin, gabapentin, lacosamide, levetiracetam, perampanel, pregabalin, tiagabin and zonisamide",Condition,REIMB,REIMB,NA,182,1996-07-01,2099-12-31,NA,"Brivarasetaami, eslikarbatsepiini, gabapentiini, lakosamidi, levetirasetaami, perampaneeli, pregabaliini, tiagabiini ja tsonisamidi",KELA
57,Severe hypofunction of sexual glands,Condition,REIMB,REIMB,NA,121,1970-01-01,2099-12-31,NA,Sukurauhasten vaikea vajaatoiminta,KELA
58,Gout,Condition,REIMB,REIMB,NA,212,1970-01-01,2099-12-31,NA,Kihti,KELA
59,Transplant complication,Condition,REIMB,REIMB,NA,127,1970-01-01,2099-12-31,NA,Elinsiirron tai kudossiirron jälkitila,KELA
60,"Dimethyl fumarate, glatiramer acetate, interferon beta and teriflunomid (Multiple sclerosis)",Condition,REIMB,REIMB,NA,157,2011-07-01,2099-12-31,NA,"Dimetyylifumaraatti, glatirameeriasetaatti, interferoni beeta ja teriflunomidi (MS-tauti)",KELA
61,"Dimethyl fumarate, interferon beta, glatiramer acetate and teriflunomid (Multiple sclerosis)",Condition,REIMB,REIMB,NA,303,1999-01-01,2099-12-31,NA,"Dimetyylifumaraatti*, glatirameeriasetaatti*, interferoni beeta* ja teriflunomidi* (MS-tauti)",KELA
62,"Alprostadil, sildenafil and combination product containing aviptadil and phentolamine",Condition,REIMB,REIMB,NA,308,1999-04-01,2099-12-31,NA,"Alprostadiili, aviptadiilin ja fentolamiinin yhdistelmävalmiste ja sildenafiili",KELA
63,Conditions requiring daily forced enteral nutrition,Condition,REIMB,REIMB,NA,504,1970-01-01,2099-12-31,NA,Päivittäistä letkuruokintaa vaativat tilat,KELA
64,Cancers of female genital organs,Condition,REIMB,REIMB,NA,128,1970-01-01,2099-12-31,NA,Gynekologiset syövät,KELA
65,"Lanthanum carbonate, sevelamer and sucroferric oxyhydroxide",Condition,REIMB,REIMB,NA,190,2008-03-01,2099-12-31,NA,"Lantaanikarbonaatti, sevalameeri ja sukroferrinen oksihydroksidi",KELA
66,Lamotrigin and topiramate,Condition,REIMB,REIMB,NA,183,1996-07-01,2099-12-31,NA,Lamotrigiini ja topiramaatti,KELA
67,Multiple sclerosis,Condition,REIMB,REIMB,NA,109,1970-01-01,2099-12-31,NA,MS-tauti,KELA
68,Severe chronic pancreatic insufficiency,Condition,REIMB,REIMB,NA,133,1970-01-01,2099-12-31,NA,Vaikea haiman krooninen vajaatoiminta,KELA
69,"Apixaban, dabigatran, edoxaban and rivaroxaban for the long-term prevention of recurrent deep veinthrombosis and pulmonary embolism",Condition,REIMB,REIMB,NA,379,2016-05-01,2099-12-31,NA,"Apiksabaani, dabigatraani, edoksabaani ja rivaroksabaani syvän laskimotukoksen ja keuhkoembolian uusiutumisen pitkäaikaiseen ehkäisyyn",KELA
70,"Severe malabsorption of nutrients, mainly fats",Condition,REIMB,REIMB,NA,601,1970-01-01,2099-12-31,NA,"Ravintoaineiden, lähinnä rasvojen, vaikeat imeytymishäiriöt",KELA
71,Uraemia requiring dialysis,Condition,REIMB,REIMB,NA,137,1970-01-01,2099-12-31,NA,Dialyysihoitoa edellyttävä uremia,KELA
72,"Adalimumab, golimumab, infliximab and ustekinumab (intestinal diseases)",Condition,REIMB,REIMB,NA,326,2007-12-01,2099-12-31,NA,"Adalimumabi, golimumabi, infliksimabi ja ustekinumabi (suolistosairaudet)",KELA
73,Anterior pituitary hypofunction,Condition,REIMB,REIMB,NA,101,1999-11-01,2099-12-31,NA,Aivolisäkkeen etulohkon vajaatoiminta,KELA
74,Sarcoidosis,Condition,REIMB,REIMB,NA,132,1970-01-01,2099-12-31,NA,Sarkoidoosi,KELA
75,Dronedarone,Condition,REIMB,REIMB,NA,342,2010-12-01,2099-12-31,NA,Dronedaroni,KELA
76,Abiraterone and enzalutamide,Condition,REIMB,REIMB,NA,163,2014-10-01,2099-12-31,NA,Abirateroni ja entsalutamidi,KELA
77,Nalmefene and naltrexone,Condition,REIMB,REIMB,NA,309,1999-04-01,2099-12-31,NA,Nalmefeeni ja naltreksoni,KELA
78,Severe hereditary disorders of lipid metabolism (familial hypercholesterolaemia and type III dyslipoproteinemia),Condition,REIMB,REIMB,NA,211,1970-01-01,2099-12-31,NA,Periytyvät rasva-aineenvaihdunnan vaikea-asteiset häiriöt (familiaalinen hyperkolesterolemia ja tyypin III dyslipoproteinemia),KELA
79,Rasagiline,Condition,REIMB,REIMB,NA,193,2008-07-01,2099-12-31,NA,Rasagiliini,KELA
80,Dalteparin and tinzaparin (treatment for more than 6 months),Condition,REIMB,REIMB,NA,166,2015-03-01,2099-12-31,NA,Daltepariini ja tintsapariini (yli 6 kuukauden hoidossa),KELA
81,Teriparatide,Condition,REIMB,REIMB,NA,318,2004-12-01,2099-12-31,NA,Teriparatidi,KELA
82,Paricalcitol and cinacalcet,Condition,REIMB,REIMB,NA,196,2009-05-01,2099-12-31,NA,Parikalsitoli ja sinakalseetti,KELA
83,Lenalidomid,Condition,REIMB,REIMB,NA,153,2010-10-01,2099-12-31,NA,Lenalidomidi,KELA
84,Imatinib,Condition,REIMB,REIMB,NA,189,2002-03-01,2099-12-31,NA,Imatinibi,KELA
85,Nintedanib and pirfenidone,Condition,REIMB,REIMB,NA,284,2015-11-01,2099-12-31,NA,Nintedanibi ja pirfenidoni,KELA
86,Trigeminal neuralgia or glossofaryngeusneuralgia,Condition,REIMB,REIMB,NA,119,1970-01-01,2099-12-31,NA,Trigeminus- tai glossofaryngikusneuralgia,KELA
87,Children's severe malnutrition,Condition,REIMB,REIMB,NA,602,1970-01-01,2099-12-31,NA,Lasten vaikeat aliravitsemustilat,KELA
88,Combination product containing sacubitril and valsartan,Condition,REIMB,REIMB,NA,289,2018-01-01,2099-12-31,NA,Sakubitriilin ja valsartaanin yhdistelmävalmiste,KELA
89,Fulvestrant,Condition,REIMB,REIMB,NA,192,2008-06-01,2099-12-31,NA,Fulvestrantti,KELA
90,General erythroderma,Condition,REIMB,REIMB,NA,134,1970-01-01,2099-12-31,NA,Yleinen erytrodermia,KELA
91,Hypoparathyroidism,Condition,REIMB,REIMB,NA,106,1970-01-01,2099-12-31,NA,Lisäkilpirauhasten vajaatoiminta,KELA
92,Paricalcitol and cinacalcet,Condition,REIMB,REIMB,NA,321,2007-03-01,2099-12-31,NA,Parikalsitoli* ja sinakalseetti*,KELA
93,Interferon alfa,Condition,REIMB,REIMB,NA,180,1994-04-01,2099-12-31,NA,Interferoni alfa,KELA
94,Sunitinib,Condition,REIMB,REIMB,NA,197,2009-09-01,2099-12-31,NA,Sunitinibi,KELA
95,Fingolimod,Condition,REIMB,REIMB,NA,164,2014-10-01,2099-12-31,NA,Fingolimodi,KELA
96,Myasthenia gravis,Condition,REIMB,REIMB,NA,108,1970-01-01,2099-12-31,NA,Myasthenia gravis,KELA
97,Anxiety disorders associated with mental retardation,Condition,REIMB,REIMB,NA,113,1970-01-01,2099-12-31,NA,Älyllisesti kehitysvammaisilla esiintyvät käyttäytymisen häiriöt,KELA
98,Adrenal cortical hypofunction,Condition,REIMB,REIMB,NA,105,1970-01-01,2099-12-31,NA,Lisämunuaisten kuorikerroksen vajaatoiminta,KELA
99,"Lanthanum carbonate, sevelamer and sucroferric oxyhydroxide",Condition,REIMB,REIMB,NA,320,2005-10-01,2099-12-31,NA,"Lantaanikarbonaatti*, sevelameeri*ja sukroferrinen oksihydroksidi*",KELA
100,"Atomoxetine, dexamphetamine, guanfacine and lisdexamphetamine",Condition,REIMB,REIMB,NA,331,2008-12-01,2099-12-31,NA,"Atomoksetiini, deksamfetamiini, guanfasiini ja lisdeksamfetamiini",KELA
101,Roflumilast,Condition,REIMB,REIMB,NA,348,2011-06-01,2099-12-31,NA,Roflumilasti,KELA
102,Combination product containing sacubitril and valsartan,Condition,REIMB,REIMB,NA,381,2016-07-01,2099-12-31,NA,Sakubitriilin ja valsartaanin yhdistelmävalmiste*,KELA
103,Diabetes insipidus,Condition,REIMB,REIMB,NA,102,1970-01-01,2099-12-31,NA,Vesitystauti,KELA
104,Growth hormone,Condition,REIMB,REIMB,NA,301,1999-04-01,2099-12-31,NA,Kasvuhormoni*,KELA
105,Nintedanib and pirfenidone,Condition,REIMB,REIMB,NA,356,2013-06-01,2099-12-31,NA,Nintedanibi* ja pirfenidoni*,KELA
106,Hypogammaglobulinaemia,Condition,REIMB,REIMB,NA,120,1970-01-01,2099-12-31,NA,Gammaglobuliinin puutostila,KELA
107,Febuxostat,Condition,REIMB,REIMB,NA,288,2017-10-01,2099-12-31,NA,Febuksostaatti,KELA
108,Pazopanib,Condition,REIMB,REIMB,NA,159,2013-02-01,2099-12-31,NA,Patsopanibi,KELA
109,Sorafenib,Condition,REIMB,REIMB,NA,198,2009-09-01,2099-12-31,NA,Sorafenibi,KELA
110,Erlotinib,Condition,REIMB,REIMB,NA,191,2008-03-01,2099-12-31,NA,Erlotinibi,KELA
111,Erythropoietin and darbepoetin,Condition,REIMB,REIMB,NA,306,1999-04-01,2099-12-31,NA,Erytropoietiini* ja darbepoetiini*,KELA
112,Febuxostat,Condition,REIMB,REIMB,NA,349,2011-07-01,2099-12-31,NA,Febuksostaatti,KELA
113,Cladribine and fingolimod,Condition,REIMB,REIMB,NA,353,2012-09-01,2099-12-31,NA,Fingolimodi* ja kladribiini,KELA
114,Idiopathic thrombocytopaenia or granulocytopenia,Condition,REIMB,REIMB,NA,129,1970-01-01,2099-12-31,NA,Itsenäinen verihiutaleiden tai granulosyyttien niukkuus,KELA
115,Dienogest,Condition,REIMB,REIMB,NA,355,2013-06-01,2099-12-31,NA,Dienogesti,KELA
116,Abiraterone and enzalutamide,Condition,REIMB,REIMB,NA,352,2012-09-01,2099-12-31,NA,Abirateroni* ja entsalutamidi*,KELA
117,Retigabine and vigabatrin,Condition,REIMB,REIMB,NA,181,1995-05-01,2099-12-31,NA,Retigabiini ja vigabatriini,KELA
118,Apremilast and dimethyl fumarate (psoriasis),Condition,REIMB,REIMB,NA,377,2016-04-01,2099-12-31,NA,Apremilasti ja dimetyylifumaraatti (psoriaasi),KELA
119,Allergy to cow's milk in infants,Condition,REIMB,REIMB,NA,505,1970-01-01,2099-12-31,NA,Pienten lasten lehmänmaitoallergia,KELA
120,Regorafenib,Condition,REIMB,REIMB,NA,176,2016-10-01,2099-12-31,NA,Regorafenibi,KELA
121,Chronic coagulation defects,Condition,REIMB,REIMB,NA,126,1970-01-01,2099-12-31,NA,Krooniset hyytymishäiriöt,KELA
122,Everolimus,Condition,REIMB,REIMB,NA,158,2012-09-01,2099-12-31,NA,Everolimuusi,KELA
123,Palbociclib,Condition,REIMB,REIMB,NA,394,2018-08-01,2099-12-31,NA,Palbosiklibi*,KELA
124,"Combination product containing tegafur, gimeracil and oteracil",Condition,REIMB,REIMB,NA,178,2017-09-01,2099-12-31,NA,"Tegafuurin, gimerasiilin ja oterasiilin yhdistelmävalmiste",KELA
125,"Dabrafenib, trametinib and vemurafenib",Condition,REIMB,REIMB,NA,167,2015-04-01,2099-12-31,NA,"Dabrafenibi, trametinibi ja vemurafenibi",KELA
126,Afatinib and gefitinib,Condition,REIMB,REIMB,NA,155,2011-05-01,2099-12-31,NA,Afatinibi ja gefitinibi,KELA
127,Dornase alfa,Condition,REIMB,REIMB,NA,304,1999-01-01,2099-12-31,NA,Dornaasi alfa,KELA
128,Regorafenib,Condition,REIMB,REIMB,NA,369,2015-03-01,2099-12-31,NA,Regorafenibi*,KELA
129,Allergen extract of birch pollen and allergen extract of grass pollen,Condition,REIMB,REIMB,NA,364,2014-11-01,2099-12-31,NA,Koivun allergeeniuute ja heinien allergeeniuute,KELA
130,"Dabrafenib, trametinib and vemurafenib",Condition,REIMB,REIMB,NA,362,2014-08-01,2099-12-31,NA,"Dabrafenibi*, trametinibi ja vemurafenibi*",KELA
131,Dasatinib,Condition,REIMB,REIMB,NA,150,1970-01-01,2099-12-31,NA,Dasatinibi,KELA
132,Nilotinib,Condition,REIMB,REIMB,NA,152,2010-08-01,2099-12-31,NA,Nilotinibi,KELA
133,Aplastic anaemia,Condition,REIMB,REIMB,NA,122,1970-01-01,2099-12-31,NA,Aplastinen anemia,KELA
134,Product containing buprenorfine and naloxone,Condition,REIMB,REIMB,NA,339,2009-08-01,2099-12-31,NA,Buprenorfiinia ja naloksonia sisältävä valmiste,KELA
135,Lapatinib,Condition,REIMB,REIMB,NA,156,2011-05-01,2099-12-31,NA,Lapatinibi,KELA
136,Interferon alfa,Condition,REIMB,REIMB,NA,302,1999-04-01,2099-12-31,NA,Interferoni alfa*,KELA
137,Ibrutinib,Condition,REIMB,REIMB,NA,390,2018-02-01,2099-12-31,NA,Ibrutinibi*,KELA
138,Axitinib,Condition,REIMB,REIMB,NA,168,2015-08-01,2099-12-31,NA,Aksitinibi,KELA
139,Ticagrelor 60 mg,Condition,REIMB,REIMB,NA,287,2017-04-01,2099-12-31,NA,Tikagrelori 60 mg,KELA
140,Alirocumab and evolocumab for the treatment of familial hypercholesterolaemia,Condition,REIMB,REIMB,NA,388,2017-11-01,2099-12-31,NA,Alirokumabi* ja evolokumabi* familiaalisen hyperkolesterolemian hoidossa,KELA
141,Lenalidomide,Condition,REIMB,REIMB,NA,329,2008-11-01,2099-12-31,NA,Lenalidomidi*,KELA
142,Pemphigus,Condition,REIMB,REIMB,NA,135,1970-01-01,2099-12-31,NA,Rakkoihottuma,KELA
143,Ruxolitinib,Condition,REIMB,REIMB,NA,174,2016-07-01,2099-12-31,NA,Ruksolitinibi,KELA
144,Growth retardation associated with renal failure (growth hormone),Condition,REIMB,REIMB,NA,186,1999-11-01,2099-12-31,NA,Kasvuhormoni (munuaisten vajaatoimintaan liittyvä kasvuhäiriö),KELA
145,Adalimumab (hidradenitis suppurativa),Condition,REIMB,REIMB,NA,380,2016-06-01,2099-12-31,NA,Adalimumabi (hidradenitis suppurativa),KELA
146,Ciclosporin eye drop,Condition,REIMB,REIMB,NA,286,2017-04-01,2099-12-31,NA,Siklosporiini-silmätippa,KELA
147,Everolimus,Condition,REIMB,REIMB,NA,340,2010-06-01,2099-12-31,NA,Everolimuusi*,KELA
148,Allergy to cow's milk and hypersensibility to conventional formula in infants,Condition,REIMB,REIMB,NA,506,1970-01-01,2099-12-31,NA,Pienten lasten lehmänmaitoallergia ja yliherkkyys tavanomaisille erityisvalmisteille,KELA
149,Sodium oxybat,Condition,REIMB,REIMB,NA,282,2012-08-01,2099-12-31,NA,Natriumoksibaatti ja modafiniili,KELA
150,Sunitinib,Condition,REIMB,REIMB,NA,322,2007-05-01,2099-12-31,NA,Sunitinibi*,KELA
151,Omalizumab,Condition,REIMB,REIMB,NA,344,2011-01-01,2099-12-31,NA,Omalitsumabi,KELA
152,Idelalisib,Condition,REIMB,REIMB,NA,372,2015-10-01,2099-12-31,NA,Idelalisibi,KELA
153,"C1-esterase inhibitor, icatibant and conestat alfa",Condition,REIMB,REIMB,NA,338,2009-08-01,2099-12-31,NA,"C1-esteraasin estäjä, ikatibantti ja konestaatti alfa",KELA
154,Sorafenib,Condition,REIMB,REIMB,NA,323,2007-06-01,2099-12-31,NA,Sorafenibi*,KELA
155,Combination product containing naproxen and esomeprazole,Condition,REIMB,REIMB,NA,366,2014-11-01,2099-12-31,NA,Naprokseenin ja esomepratsolin yhdistelmävalmiste,KELA
156,Inborn metabolic disorders,Condition,REIMB,REIMB,NA,503,1970-01-01,2099-12-31,NA,Synnynnäiset aineenvaihdunnan häiriöt,KELA
157,Crizotinib,Condition,REIMB,REIMB,NA,169,2015-08-01,2099-12-31,NA,Kritsotinibi,KELA
158,Ivabradine,Condition,REIMB,REIMB,NA,283,2015-07-01,2099-12-31,NA,Ivabradiini,KELA
159,Inborn metabolic disorders,Condition,REIMB,REIMB,NA,124,1970-01-01,2099-12-31,NA,Synnynnäiset aineenvaihduntahäiriöt,KELA
160,Severe and chronic narcolepsy,Condition,REIMB,REIMB,NA,214,2012-01-01,2099-12-31,NA,Vaikea ja pitkäaikainen narkolepsia,KELA
161,Pomalidomide,Condition,REIMB,REIMB,NA,393,2018-08-01,2099-12-31,NA,Pomalidomidi,KELA
162,Treprostinil,Condition,REIMB,REIMB,NA,334,2009-03-01,2099-12-31,NA,Treprostiniili,KELA
163,Cyanocobalamin,Condition,REIMB,REIMB,NA,376,2016-03-01,2099-12-31,NA,Syanokobalamiini*,KELA
164,Rufinamide,Condition,REIMB,REIMB,NA,199,2010-02-01,2099-12-31,NA,Rufinamidi,KELA
165,Axitinib,Condition,REIMB,REIMB,NA,361,2014-02-01,2099-12-31,NA,Aksitinibi*,KELA
166,Ruxolitinib,Condition,REIMB,REIMB,NA,374,2015-12-01,2099-12-31,NA,Ruksolitinibi*,KELA
167,Capsaicin,Condition,REIMB,REIMB,NA,350,2011-09-01,2099-12-31,NA,Kapsaisiini,KELA
168,Combination product containing docusate sodium and sorbitol,Condition,REIMB,REIMB,NA,368,2015-03-01,2099-12-31,NA,Natriumdokusaatin ja sorbitolin yhdistelmävalmiste,KELA
169,Deferasirox,Condition,REIMB,REIMB,NA,175,2016-08-01,2099-12-31,NA,Deferasiroksi,KELA
170,Imatinib,Condition,REIMB,REIMB,NA,316,2002-03-01,2099-12-31,NA,Imatinibi*,KELA
171,Ixazomib,Condition,REIMB,REIMB,NA,398,2018-11-01,2099-12-31,NA,Iksatsomibi,KELA
172,"Agalsidase alfa, agalsidase beta and migalastat",Condition,REIMB,REIMB,NA,195,2009-03-01,2099-12-31,NA,"Agalsidaasi alfa, agalsidaasi beeta ja migalastaatti",KELA
173,Alectinib,Condition,REIMB,REIMB,NA,1504,2019-08-01,2099-12-31,NA,Alektinibi,KELA
