concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,tmp_name_en_source
58,ENTERITIS E. COLI PATHOGENICA PER TOXINUM,Condition,ICD9fi,5-char ICD9fi,NA,0080A,1970-01-01,2099-12-31,NA,ENTERITIS E. COLI PATHOGENICA PER TOXINUM,Latin
59,ENTERITIS E. COLI PATHOGENICA INVASIVA,Condition,ICD9fi,5-char ICD9fi,NA,0080B,1970-01-01,2099-12-31,NA,ENTERITIS E. COLI PATHOGENICA INVASIVA,Latin
60,ENTERITIS ARIZONA,Condition,ICD9fi,5-char ICD9fi,NA,0081A,1970-01-01,2099-12-31,NA,ENTERITIS ARIZONA,Latin
61,ENTERITIS AEROBACTER AEROGENES,Condition,ICD9fi,5-char ICD9fi,NA,0082A,1970-01-01,2099-12-31,NA,ENTERITIS AEROBACTER AEROGENES,Latin
62,ENTERITIS PROTEUS MIRABILIS,Condition,ICD9fi,5-char ICD9fi,NA,0083A,1970-01-01,2099-12-31,NA,ENTERITIS PROTEUS MIRABILIS,Latin
63,ENTERITIS STAPHYLOCOCCICA,Condition,ICD9fi,5-char ICD9fi,NA,0084A,1970-01-01,2099-12-31,NA,ENTERITIS STAPHYLOCOCCICA,Latin
64,ENTERITIS PSEUDOMONAS,Condition,ICD9fi,5-char ICD9fi,NA,0084B,1970-01-01,2099-12-31,NA,ENTERITIS PSEUDOMONAS,Latin
65,ENTERITIS YERSINIA ENTEROCOLITICA,Condition,ICD9fi,5-char ICD9fi,NA,0084C,1970-01-01,2099-12-31,NA,ENTERITIS YERSINIA ENTEROCOLITICA,Latin
66,ENTERITIS YERSINIA PSEUDOTUBERCULOSA,Condition,ICD9fi,5-char ICD9fi,NA,0084D,1970-01-01,2099-12-31,NA,ENTERITIS YERSINIA PSEUDOTUBERCULOSA,Latin
67,ENTERITIS CAMPYLOBACTER,Condition,ICD9fi,5-char ICD9fi,NA,0084E,1970-01-01,2099-12-31,NA,ENTERITIS CAMPYLOBACTER,Latin
68,ENTERITIS CLOSTRIDIUM DIFFICILE,Condition,ICD9fi,5-char ICD9fi,NA,0084F,1970-01-01,2099-12-31,NA,ENTERITIS CLOSTRIDIUM DIFFICILE,Latin
69,ENTERITIS BACTERIA ALIA SEU NUD,Condition,ICD9fi,5-char ICD9fi,NA,0085X,1970-01-01,2099-12-31,NA,ENTERITIS BACTERIA ALIA SEU NUD,Latin
70,ENTERITIS VIROSA ROTA,Condition,ICD9fi,5-char ICD9fi,NA,0086A,1970-01-01,2099-12-31,NA,ENTERITIS VIROSA ROTA,Latin
71,ENTERITIS VIROSA NORWALK,Condition,ICD9fi,5-char ICD9fi,NA,0086B,1970-01-01,2099-12-31,NA,ENTERITIS VIROSA NORWALK,Latin
72,ENTERITIS VIROSA ALIA DEFINITA SEU NUD,Condition,ICD9fi,5-char ICD9fi,NA,0086C,1970-01-01,2099-12-31,NA,ENTERITIS VIROSA ALIA DEFINITA SEU NUD,Latin
73,ENTERITIS VIROSA NUD,Condition,ICD9fi,5-char ICD9fi,NA,0086X,1970-01-01,2099-12-31,NA,ENTERITIS VIROSA NUD,Latin
74,ENTERITIS PER ORGANISMATA ALIA (NONBACT.NONVIR),Condition,ICD9fi,5-char ICD9fi,NA,0088X,1970-01-01,2099-12-31,NA,ENTERITIS PER ORGANISMATA ALIA (NONBACT.NONVIR),Latin
75,INFECTIO INTESTINALIS ALIA,Condition,ICD9fi,3-char ICD9fi,NA,009,1970-01-01,2099-12-31,NA,INFECTIO INTESTINALIS ALIA,Latin
76,RIPULI TARTUNTATAUTIPERÄINEN,Condition,ICD9fi,5-char ICD9fi,NA,0092A,1970-01-01,2099-12-31,NA,RIPULI TARTUNTATAUTIPERÄINEN,Latin
77,RIPULI EPÄILTY TARTUNTATAUTIPERÄISEKSI,Condition,ICD9fi,5-char ICD9fi,NA,0093A,1970-01-01,2099-12-31,NA,RIPULI EPÄILTY TARTUNTATAUTIPERÄISEKSI,Latin
78,TUBERCULOSIS PRIMARIA,Condition,ICD9fi,3-char ICD9fi,NA,010,1970-01-01,2099-12-31,NA,TUBERCULOSIS PRIMARIA,Latin
79,"COMPLEXUS TUBERCULOSIS PRIMARIUS, BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0100A,1970-01-01,2099-12-31,NA,"COMPLEXUS TUBERCULOSIS PRIMARIUS, BAKTER.VARMA",Latin
80,"COMPLEXUS TUBERCULOSIS PRIMARIUS, HISTOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0100B,1970-01-01,2099-12-31,NA,"COMPLEXUS TUBERCULOSIS PRIMARIUS, HISTOL.VARMA",Latin
81,"COMPLEXUS TUBERCULOSIS PRIMARIUS, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0100X,1970-01-01,2099-12-31,NA,"COMPLEXUS TUBERCULOSIS PRIMARIUS, EPÄILTY",Latin
82,"TUBERCULOSIS PRIM. CUM PLEURITIDE, BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0101A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIM. CUM PLEURITIDE, BAKTER.VARMA",Latin
83,"TUBERCULOSIS PRIM. CUM PLEURITIDE, HISTOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0101B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIM. CUM PLEURITIDE, HISTOL.VARMA",Latin
84,"TUBERCULOSIS PRIMARIA CUM PLEURITIDE, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0101X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA CUM PLEURITIDE, EPÄILTY",Latin
85,"TUBERCULOSIS PRIMARIA ALIA, BAKTERIOLOG. VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0108A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA ALIA, BAKTERIOLOG. VARMA",Latin
86,"TUBERCULOSIS PRIMARIA ALIA, HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0108B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA ALIA, HISTOLOGISESTI VARMA",Latin
87,"TUBERCULOSIS PRIMARIA ALIA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0108X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA ALIA, EPÄILTY",Latin
88,"TUBERCULOSIS PRIMARIA NUD, BAKTERIOLOG. VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0109A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA NUD, BAKTERIOLOG. VARMA",Latin
89,"TUBERCULOSIS PRIMARIA NUD, HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0109B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA NUD, HISTOLOGISESTI VARMA",Latin
90,"TUBERCULOSIS PRIMARIA NUD, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0109X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PRIMARIA NUD, EPÄILTY",Latin
91,TUBERCULOSIS PULMONUM,Condition,ICD9fi,3-char ICD9fi,NA,011,1970-01-01,2099-12-31,NA,TUBERCULOSIS PULMONUM,Latin
92,"TUBERCULOSIS PULMONUM INFILTRATIVA, BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0110A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM INFILTRATIVA, BAKTER.VARMA",Latin
93,"TUBERCULOSIS PULMONUM INFILTRATIVA, HISTOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0110B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM INFILTRATIVA, HISTOL.VARMA",Latin
94,"TUBERCULOSIS PULMONUM INFILTRATIVA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0110X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM INFILTRATIVA, EPÄILTY",Latin
95,"TUBERCULOSIS PULMONUM CAVERNOSA, BAKTERIOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0112A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CAVERNOSA, BAKTERIOL.VARMA",Latin
96,"TUBERCULOSIS PULMONUM CAVERNOSA, HISTOLOG. VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0112B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CAVERNOSA, HISTOLOG. VARMA",Latin
97,"TUBERCULOSIS PULMONUM CAVERNOSA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0112X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CAVERNOSA, EPÄILTY",Latin
98,"TUBERCULOSIS PULM. ET BRONCHIALIS, BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0113A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULM. ET BRONCHIALIS, BAKTER.VARMA",Latin
99,"TUBERCULOSIS PULM. ET BRONCHIALIS,HISTOLOG.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0113B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULM. ET BRONCHIALIS,HISTOLOG.VARMA",Latin
100,"TUBERCULOSIS PULMONUM ET BRONCHIALIS, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0113X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM ET BRONCHIALIS, EPÄILTY",Latin
101,"TUBERCULOSIS PULMONUM CUM PNEUMONIA,BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0116A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CUM PNEUMONIA,BAKTER.VARMA",Latin
102,"TUBERCULOSIS PULMONUM CUM PNEUMONIA,HISTOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0116B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CUM PNEUMONIA,HISTOL.VARMA",Latin
103,"TUBERCULOSIS PULMONUM CUM PNEUMONIA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0116X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM CUM PNEUMONIA, EPÄILTY",Latin
104,"TUBERCULOSIS PULMONUM ALIA, BAKTERIOLOG.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0118A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM ALIA, BAKTERIOLOG.VARMA",Latin
105,"TUBERCULOSIS PULMONUM ALIA,HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0118B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM ALIA,HISTOLOGISESTI VARMA",Latin
106,"TUBERCULOSIS PULMONUM ALIA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0118X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM ALIA, EPÄILTY",Latin
107,"TUBERCULOSIS PULMONUM NUD, BAKTERIOLOG. VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0119A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM NUD, BAKTERIOLOG. VARMA",Latin
108,"TUBERCULOSIS PULMONUM NUD, HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0119B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM NUD, HISTOLOGISESTI VARMA",Latin
109,"TUBERCULOSIS PULMONUM NUD, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0119X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PULMONUM NUD, EPÄILTY",Latin
110,TUBERCULOSIS ALIA ORGANORUM RESPIRATIONIS,Condition,ICD9fi,3-char ICD9fi,NA,012,1970-01-01,2099-12-31,NA,TUBERCULOSIS ALIA ORGANORUM RESPIRATIONIS,Latin
111,"TUBERCULOSIS PLEURAE, BAKTERIOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0120A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PLEURAE, BAKTERIOLOGISESTI VARMA",Latin
112,"TUBERCULOSIS PLEURAE, HISTOLOGISESTI VARMENNETTU",Condition,ICD9fi,5-char ICD9fi,NA,0120B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PLEURAE, HISTOLOGISESTI VARMENNETTU",Latin
113,"TUBERCULOSIS PLEURAE, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0120X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS PLEURAE, EPÄILTY",Latin
114,"TUB. LYMPHONODORUM INTRATHORACALES, BAKTER.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0121A,1970-01-01,2099-12-31,NA,"TUB. LYMPHONODORUM INTRATHORACALES, BAKTER.VARMA",Latin
115,"TUB. LYMPHONODORUM INTRATHORACALES, HISTOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0121B,1970-01-01,2099-12-31,NA,"TUB. LYMPHONODORUM INTRATHORACALES, HISTOL.VARMA",Latin
116,"TUB. LYMPHONODORUM INTRATHORACALES, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0121X,1970-01-01,2099-12-31,NA,"TUB. LYMPHONODORUM INTRATHORACALES, EPÄILTY",Latin
117,"TUBERCULOSIS TRACHEAE ET BRONCHI,BAKTERIOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0122A,1970-01-01,2099-12-31,NA,"TUBERCULOSIS TRACHEAE ET BRONCHI,BAKTERIOL.VARMA",Latin
118,"TUBERCULOSIS TRACHEAE ET BRONCHI,HISTOLOG.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0122B,1970-01-01,2099-12-31,NA,"TUBERCULOSIS TRACHEAE ET BRONCHI,HISTOLOG.VARMA",Latin
119,"TUBERCULOSIS TRACHEAE ET BRONCHI, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0122X,1970-01-01,2099-12-31,NA,"TUBERCULOSIS TRACHEAE ET BRONCHI, EPÄILTY",Latin
120,"LARYNGITIS TUBERCULOSA,BAKTERIOLOGISETI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0123A,1970-01-01,2099-12-31,NA,"LARYNGITIS TUBERCULOSA,BAKTERIOLOGISETI VARMA",Latin
121,"LARYNGITIS TUBERCULOSA, HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0123B,1970-01-01,2099-12-31,NA,"LARYNGITIS TUBERCULOSA, HISTOLOGISESTI VARMA",Latin
122,"LARYNGITIS TUBERCULOSA,EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0123X,1970-01-01,2099-12-31,NA,"LARYNGITIS TUBERCULOSA,EPÄILTY",Latin
123,"TUB. ORGANORUM RESPIRATIONIS ALIA,BAKTERIOL.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0128A,1970-01-01,2099-12-31,NA,"TUB. ORGANORUM RESPIRATIONIS ALIA,BAKTERIOL.VARMA",Latin
124,"TUB. ORGANORUM RESPIRATIONIS ALIA,HISTOLOG.VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0128B,1970-01-01,2099-12-31,NA,"TUB. ORGANORUM RESPIRATIONIS ALIA,HISTOLOG.VARMA",Latin
125,"TUB. ORGANORUM RESPIRATIONIS ALIA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0128X,1970-01-01,2099-12-31,NA,"TUB. ORGANORUM RESPIRATIONIS ALIA, EPÄILTY",Latin
126,TUB. MENINGUM ET SYSTEMATIS NERVORUM CENTRALIS,Condition,ICD9fi,3-char ICD9fi,NA,013,1970-01-01,2099-12-31,NA,TUB. MENINGUM ET SYSTEMATIS NERVORUM CENTRALIS,Latin
127,"MENINGITIS TUBERCULOSA, BAKTERIOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0130A,1970-01-01,2099-12-31,NA,"MENINGITIS TUBERCULOSA, BAKTERIOLOGISESTI VARMA",Latin
128,"MENINGITIS TUBERCULOSA, HISTOLOGISESTI VARMA",Condition,ICD9fi,5-char ICD9fi,NA,0130B,1970-01-01,2099-12-31,NA,"MENINGITIS TUBERCULOSA, HISTOLOGISESTI VARMA",Latin
129,"MENINGITIS TUBERCULOSA, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0130X,1970-01-01,2099-12-31,NA,"MENINGITIS TUBERCULOSA, EPÄILTY",Latin
130,"TUBERCULOMA MENINGUM,BAKTERIOLOGISESTI VARMENNETTU",Condition,ICD9fi,5-char ICD9fi,NA,0131A,1970-01-01,2099-12-31,NA,"TUBERCULOMA MENINGUM,BAKTERIOLOGISESTI VARMENNETTU",Latin
131,"TUBERCULOMA MENINGUM,HISTOLOGISESTI VARMENNETTU",Condition,ICD9fi,5-char ICD9fi,NA,0131B,1970-01-01,2099-12-31,NA,"TUBERCULOMA MENINGUM,HISTOLOGISESTI VARMENNETTU",Latin
132,"TUBERCULOMA MENINGUM, EPÄILTY",Condition,ICD9fi,5-char ICD9fi,NA,0131X,1970-01-01,2099-12-31,NA,"TUBERCULOMA MENINGUM, EPÄILTY",Latin
133,"TUBERCULOMA CEREBRI,BAKTERIOLOGISESTI VARMENNETTU",Condition,ICD9fi,5-char ICD9fi,NA,0132A,1970-01-01,2099-12-31,NA,"TUBERCULOMA CEREBRI,BAKTERIOLOGISESTI VARMENNETTU",Latin
134,"TUBERCULOMA CEREBRI, HISTOLOGISESTI VARMENNETTU",Condition,ICD9fi,5-char ICD9fi,NA,0132B,1970-01-01,2099-12-31,NA,"TUBERCULOMA CEREBRI, HISTOLOGISESTI VARMENNETTU",Latin
