concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,tmp_name_en_source
16,Strabismus rehabilitation and guidance,Condition,SPAT,SPAT,NA,SPAT1013,2009-01-01,2099-12-31,NA,Karsastuskuntoutus ja -ohjaus,Traslator
17,Treatment of eyes,Condition,SPAT,SPAT,NA,SPAT1014,2009-01-01,2017-12-31,NA,Silmien hoito,Traslator
18,Examination of strabismus,Condition,SPAT,SPAT,NA,SPAT1015,2009-01-01,2099-12-31,NA,Karsastuksen tutkiminen,Traslator
19,Examination of vision,Condition,SPAT,SPAT,NA,SPAT1016,2009-01-01,2099-12-31,NA,Näön tutkiminen,Traslator
20,Examination of colour vision,Condition,SPAT,SPAT,NA,SPAT1017,2009-01-01,2099-12-31,NA,Värinäön tutkimus,Traslator
21,Microscopic examination of eye,Condition,SPAT,SPAT,NA,SPAT1348,2011-01-01,2017-12-31,NA,Silmän mikroskooppitutkimus,Traslator
22,"EAR, NOSE AND LARYNX",Condition,SPAT,SPAT,NA,SPAT1018,2009-01-01,2099-12-31,NA,"KORVA, NENÄ JA KURKUNPÄÄ",Traslator
23,Insertion of tympanostomy tube,Condition,SPAT,SPAT,NA,SPAT1019,2009-01-01,2017-12-31,NA,Tympanostomiaputken asennus,Traslator
24,Adenoid operation,Condition,SPAT,SPAT,NA,SPAT1020,2009-01-01,2017-12-31,NA,Kitarisaleikkaus,Traslator
25,Puncture of abscess of outer auditory canal,Condition,SPAT,SPAT,NA,SPAT1021,2009-01-01,2010-12-31,NA,Korvakäytävän paiseen puhkaisu,Traslator
26,Tympanic paracentesis,Condition,SPAT,SPAT,NA,SPAT1022,2009-01-01,2017-12-31,NA,Tärykalvopisto,Traslator
27,Excision of polyp,Condition,SPAT,SPAT,NA,SPAT1023,2009-01-01,2017-12-31,NA,Polyypin poisto,Traslator
28,Closed reduction of nasal fracture,Condition,SPAT,SPAT,NA,SPAT1024,2009-01-01,2017-12-31,NA,Nenän murtuman korjaaminen suljetusti,Traslator
29,Treatment of epistaxis with coagulation,Condition,SPAT,SPAT,NA,SPAT1025,2009-01-01,2099-12-31,NA,Nenäverenvuodon hoito hyydyttämällä,Traslator
30,Anterior nasal pack,Condition,SPAT,SPAT,NA,SPAT1026,2009-01-01,2017-12-31,NA,Nenän etutamponaatio,Traslator
31,Posterior nasal pack,Condition,SPAT,SPAT,NA,SPAT1027,2009-01-01,2017-12-31,NA,Nenän takatamponaatio,Traslator
32,Ultrasound examination of paranasal sinuses,Condition,SPAT,SPAT,NA,SPAT1028,2009-01-01,2017-12-31,NA,Nenän sivuonteloiden ultraäänitutkimus,Traslator
33,Ultrasound examination of salivary glands,Condition,SPAT,SPAT,NA,SPAT1029,2009-01-01,2017-12-31,NA,Sylkirauhasten ultraäänitutkimus,Traslator
34,Cell biopsy of salivary gland under ultrasound guidance,Condition,SPAT,SPAT,NA,SPAT1030,2009-01-01,2010-12-31,NA,Sylkirauhasen solunäytteen otto UÄ-ohjauksessa,Traslator
35,Incision or drainage of pharyngeal abscess,Condition,SPAT,SPAT,NA,SPAT1031,2009-01-01,2017-12-31,NA,Nielupaiseen avaus tai tyhjennys,Traslator
36,Removal of foreign body from pharynx,Condition,SPAT,SPAT,NA,SPAT1032,2009-01-01,2017-12-31,NA,Vierasesineen poisto nielusta,Traslator
37,Irrigation or wax removal of outer auditory canal,Condition,SPAT,SPAT,NA,SPAT1033,2009-01-01,2099-12-31,NA,Korvakäytävän huuhtelu tai vahan poisto,Traslator
38,Removal of foreign body from ear canal,Condition,SPAT,SPAT,NA,SPAT1034,2009-01-01,2017-12-31,NA,Vierasesineen poisto korvakäytävästä,Traslator
39,Removal of foreign body from nose,Condition,SPAT,SPAT,NA,SPAT1035,2009-01-01,2099-12-31,NA,Vierasesineen poisto nenästä,Traslator
40,Maxillary puncture,Condition,SPAT,SPAT,NA,SPAT1036,2009-01-01,2099-12-31,NA,Poskiontelopunktio,Traslator
41,"Other minor procedure on ear, nose or larynx",Condition,SPAT,SPAT,NA,SPAT1037,2009-01-01,2010-12-31,NA,"Muu korvan, nenän tai kurkunpään pientoimenpide",Traslator
42,Needle biopsy of salivary gland,Condition,SPAT,SPAT,NA,SPAT1038,2009-01-01,2010-12-31,NA,Neulakudosnäytteen otto sylkirauhasesta,Traslator
43,Otomicroscopy,Condition,SPAT,SPAT,NA,SPAT1039,2009-01-01,2017-12-31,NA,Otomikroskopia,Traslator
44,Nasolaryngoscopy,Condition,SPAT,SPAT,NA,SPAT1040,2009-01-01,2017-12-31,NA,Nenän ja kurkunpään tähystys,Traslator
45,Comprehensive hearing test,Condition,SPAT,SPAT,NA,SPAT1041,2009-01-01,2017-12-31,NA,Perusteellinen kuulontutkimus,Traslator
46,Guidance concerning balance maintenance,Condition,SPAT,SPAT,NA,SPAT1042,2009-01-01,2099-12-31,NA,Tasapainon ylläpitoon liittyvä ohjaus,Traslator
47,Audiometry,Condition,SPAT,SPAT,NA,SPAT1043,2009-01-01,2099-12-31,NA,Audiometria,Traslator
48,Tympanometry,Condition,SPAT,SPAT,NA,SPAT1044,2009-01-01,2099-12-31,NA,Tympanometria,Traslator
49,Tilt provocation test of vestibular organ / Epley maneuver,Condition,SPAT,SPAT,NA,SPAT1045,2009-01-01,2099-12-31,NA,Tasapainoelimen kallistusprovokaatiotesti/Epleyn manööveri,Traslator
50,Tonsil operation,Condition,SPAT,SPAT,NA,SPAT1349,2011-01-01,2017-12-31,NA,Nielurisaleikkaus,Traslator
51,Tamponade of outer auditory canal,Condition,SPAT,SPAT,NA,SPAT1350,2011-01-01,2017-12-31,NA,Korvakäytävän tamponaatio,Traslator
52,Extensive ear examination,Condition,SPAT,SPAT,NA,SPAT1351,2011-01-01,2017-12-31,NA,Laaja korvan tutkimus,Traslator
53,"Inspection, maintenance and instruction for use of hearing aid",Condition,SPAT,SPAT,NA,SPAT1352,2011-01-01,2099-12-31,NA,"Kuulolaitteen tarkastus, huolto ja käytön ohjaus",Traslator
54,"NERVOUS SYSTEM, ENDOCRINE SYSTEM, SLEEP-WAKE STATE",Condition,SPAT,SPAT,NA,SPAT1046,2009-01-01,2099-12-31,NA,"HERMOSTO, UMPIERITYS, UNI-VALVETILA",Traslator
55,Ultrasound examination of thyroid,Condition,SPAT,SPAT,NA,SPAT1047,2009-01-01,2017-12-31,NA,Kilpirauhasen ultraäänitutkimus,Traslator
56,Fine needle aspiration biopsy from thyroid,Condition,SPAT,SPAT,NA,SPAT1048,2009-01-01,2010-12-31,NA,Ohutneulanäytteen otto kilpirauhasesta,Traslator
57,Lumbar puncture,Condition,SPAT,SPAT,NA,SPAT1049,2009-01-01,2017-12-31,NA,Lannepisto (lumbaalipunktio),Traslator
58,Extensive neurological examination,Condition,SPAT,SPAT,NA,SPAT1050,2009-01-01,2099-12-31,NA,Perusteellinen neurologinen tutkimus,Traslator
59,Guidance regarding sleep disorders,Condition,SPAT,SPAT,NA,SPAT1051,2009-01-01,2099-12-31,NA,Unihäiriöihin liittyvä ohjaus,Traslator
60,Monitoring of level of consciousness and neurological symptoms,Condition,SPAT,SPAT,NA,SPAT1052,2009-01-01,2017-12-31,NA,Tajunnantason ja neurologisten oireiden seuranta,Traslator
61,Memory test,Condition,SPAT,SPAT,NA,SPAT1053,2009-01-01,2099-12-31,NA,Muistitutkimus,Traslator
62,Examination of peripheral nervous system,Condition,SPAT,SPAT,NA,SPAT1054,2009-01-01,2017-12-31,NA,Perifeerisen hermoston tutkiminen,Traslator
63,Polysomnography,Condition,SPAT,SPAT,NA,SPAT1377,2013-01-01,2017-12-31,NA,Unipolygrafiatutkimus,Traslator
64,RESPIRATORY ORGANS,Condition,SPAT,SPAT,NA,SPAT1055,2009-01-01,2099-12-31,NA,HENGITYSELIMET,Traslator
65,Pleural puncture,Condition,SPAT,SPAT,NA,SPAT1056,2009-01-01,2099-12-31,NA,Pleurapunktio,Traslator
66,Peak expiratory flow measurement,Condition,SPAT,SPAT,NA,SPAT1057,2009-01-01,2099-12-31,NA,Uloshengityksen huippuvirtausmittaus,Traslator
67,PEF monitoring instruction,Condition,SPAT,SPAT,NA,SPAT1058,2009-01-01,2099-12-31,NA,PEF-seurantaopetus,Traslator
68,Spirometry at the office,Condition,SPAT,SPAT,NA,SPAT1059,2009-01-01,2017-12-31,NA,Spirometrinen tutkimus vastaanotolla,Traslator
69,Administration of oxygen,Condition,SPAT,SPAT,NA,SPAT1060,2009-01-01,2017-12-31,NA,Hapen antaminen,Traslator
70,Implementation of breathing exercises,Condition,SPAT,SPAT,NA,SPAT1061,2009-01-01,2017-12-31,NA,Hengitysharjoitusten toteuttaminen,Traslator
71,Lung clearance therapy,Condition,SPAT,SPAT,NA,SPAT1062,2009-01-01,2099-12-31,NA,Keuhkojen tyhjennyshoito,Traslator
72,Suctioning of mucus from airways,Condition,SPAT,SPAT,NA,SPAT1063,2009-01-01,2099-12-31,NA,Liman imeminen hengitysteistä,Traslator
73,Management of tracheostomy stoma,Condition,SPAT,SPAT,NA,SPAT1064,2009-01-01,2099-12-31,NA,Trakeostomia-avanteen hoito,Traslator
74,Guidance concerning management of breathing,Condition,SPAT,SPAT,NA,SPAT1065,2009-01-01,2010-12-31,NA,Hengityksen hoitoon liittyvä ohjaus,Traslator
75,"HEART, CIRCULATORY SYSTEM, LYMPHATIC SYSTEM, BONE MARROW",Condition,SPAT,SPAT,NA,SPAT1066,2009-01-01,2099-12-31,NA,"SYDÄN, VERENKIERTOELIMISTÖ, IMUSUONISTO, LUUYDIN",Traslator
76,Ultrasound examination of abdominal aorta,Condition,SPAT,SPAT,NA,SPAT1067,2009-01-01,2017-12-31,NA,Vatsa-aortan ultraäänitutkimus,Traslator
77,Ultrasound examination of arteries of upper extremity,Condition,SPAT,SPAT,NA,SPAT1068,2009-01-01,2017-12-31,NA,Yläraajalaskimoiden ultraäänitutkimus,Traslator
78,Ultrasound examination of arteries of lower extremity,Condition,SPAT,SPAT,NA,SPAT1069,2009-01-01,2017-12-31,NA,Alaraajalaskimoiden ultraäänitutkimus,Traslator
79,Doppler ultrasound examination of blood flow in arteries of lower extremity,Condition,SPAT,SPAT,NA,SPAT1070,2009-01-01,2099-12-31,NA,Alaraajalaskimoiden verivirtauksen Doppler-ultraäänitutkimus,Traslator
80,Ultrasound examination of lymph nodes,Condition,SPAT,SPAT,NA,SPAT1071,2009-01-01,2017-12-31,NA,Imusolmukkeiden ultraäänitutkimus,Traslator
81,Electrical cardioversion,Condition,SPAT,SPAT,NA,SPAT1073,2009-01-01,2017-12-31,NA,Sähköinen rytminsiirto,Traslator
82,Venesection,Condition,SPAT,SPAT,NA,SPAT1074,2009-01-01,2099-12-31,NA,Venesektio,Traslator
83,Cannulation of vein,Condition,SPAT,SPAT,NA,SPAT1075,2009-01-01,2010-12-31,NA,Laskimon kanylointi,Traslator
84,Cannulation of central vein,Condition,SPAT,SPAT,NA,SPAT1076,2009-01-01,2017-12-31,NA,Keskuslaskimokanylointi,Traslator
85,Arterial blood sampling,Condition,SPAT,SPAT,NA,SPAT1077,2009-01-01,2017-12-31,NA,Valtimoverinäytteen otto,Traslator
86,Removal of central venous or arterial cannula,Condition,SPAT,SPAT,NA,SPAT1078,2009-01-01,2017-12-31,NA,Keskuslaskimo- tai valtimokanyylin poisto,Traslator
87,Echocardiography,Condition,SPAT,SPAT,NA,SPAT1079,2009-01-01,2017-12-31,NA,Sydämen ultraäänitutkimus,Traslator
88,Bone marrow biopsy,Condition,SPAT,SPAT,NA,SPAT1080,2009-01-01,2017-12-31,NA,Luuydinnäytteen otto,Traslator
89,Cardiorespiratory global assessment,Condition,SPAT,SPAT,NA,SPAT1081,2009-01-01,2099-12-31,NA,Kardiorespiratorinen kokonaisarvio,Traslator
90,Pharmacological cardioversion,Condition,SPAT,SPAT,NA,SPAT1082,2009-01-01,2099-12-31,NA,Lääkkeellinen rytminsiirto,Traslator
91,Initiation and monitoring of IV fluid therapy,Condition,SPAT,SPAT,NA,SPAT1083,2009-01-01,2099-12-31,NA,IV-nestehoidon aloitus ja seuranta,Traslator
92,"RESUSCITATION, ANAESTHESIA, MONITORING OF CIRCULATION ETC.",Condition,SPAT,SPAT,NA,SPAT1084,2009-01-01,2099-12-31,NA,"ELVYTYS, ANESTESIA, VERENKIERRON SEURANTA,YM.",Traslator
93,Inhalation anaesthesia,Condition,SPAT,SPAT,NA,SPAT1085,2009-01-01,2017-12-31,NA,Inhalaatioanestesia,Traslator
94,Operations and comparable procedures performed in operating theatre setting,Condition,SPAT,SPAT,NA,SPAT1086,2009-01-01,2010-12-31,NA,Leikkaussaliolosuhteissa tehtävät leikkaukset ja vastaavat toimenpiteet,Traslator
95,Thrombolytic therapy of artery,Condition,SPAT,SPAT,NA,SPAT1087,2009-01-01,2017-12-31,NA,Valtimon liuotushoito,Traslator
96,Blood transfusion,Condition,SPAT,SPAT,NA,SPAT1088,2009-01-01,2099-12-31,NA,Verensiirto,Traslator
97,Sedation without anaesthesia,Condition,SPAT,SPAT,NA,SPAT1089,2009-01-01,2017-12-31,NA,Sedaatio ilman anestesiaa,Traslator
98,"Intravenous, intramuscular or rectal general anaesthesia",Condition,SPAT,SPAT,NA,SPAT1090,2009-01-01,2017-12-31,NA,"Suonensisäinen, intramuskulaarinen tai rektaalinen yleisanestesia",Traslator
99,Insertion of nasopharyngeal or pharyngeal tube,Condition,SPAT,SPAT,NA,SPAT1091,2009-01-01,2017-12-31,NA,Nenänielu- tai nieluputken asennus,Traslator
100,Intubation,Condition,SPAT,SPAT,NA,SPAT1092,2009-01-01,2017-12-31,NA,Intubaatio,Traslator
101,Tracheostomy,Condition,SPAT,SPAT,NA,SPAT1093,2009-01-01,2017-12-31,NA,Trakeostomia,Traslator
102,Continuous Positive Airway Pressure,Condition,SPAT,SPAT,NA,SPAT1094,2009-01-01,2017-12-31,NA,Ylipainehengitys,Traslator
103,Cardiopulmonary resuscitation,Condition,SPAT,SPAT,NA,SPAT1095,2009-01-01,2017-12-31,NA,Verenkierron tai hengityksen elvytys,Traslator
104,Insertion or use of external pacemaker,Condition,SPAT,SPAT,NA,SPAT1096,2009-01-01,2017-12-31,NA,Sydämen ulkoisen tahdistimen asetus tai käyttö,Traslator
105,Recording of ECG,Condition,SPAT,SPAT,NA,SPAT1097,2009-01-01,2099-12-31,NA,EKG:n ottaminen,Traslator
106,Exercise ECG,Condition,SPAT,SPAT,NA,SPAT1098,2009-01-01,2017-12-31,NA,Rasitus-EKG,Traslator
107,Measurement of blood pressure with Doppler ultrasound device,Condition,SPAT,SPAT,NA,SPAT1099,2009-01-01,2099-12-31,NA,Verenpaineen mittaus Doppler-ultraäänilaitteen avulla,Traslator
108,Long-term monitoring of blood pressure,Condition,SPAT,SPAT,NA,SPAT1100,2009-01-01,2099-12-31,NA,Verenpaineen pitkäaikaisseuranta,Traslator
109,Orthostatic test,Condition,SPAT,SPAT,NA,SPAT1101,2009-01-01,2099-12-31,NA,Ortostaattinen koe,Traslator
110,Treatment and monitoring of patient with bleeding,Condition,SPAT,SPAT,NA,SPAT1102,2009-01-01,2010-12-31,NA,Verenvuotopotilaan hoito ja seuranta,Traslator
111,Demanding ambulance transportation,Condition,SPAT,SPAT,NA,SPAT1103,2009-01-01,2017-12-31,NA,Vaativa sairaankuljetus,Traslator
112,Monitoring of emergency patient,Condition,SPAT,SPAT,NA,SPAT1104,2009-01-01,2099-12-31,NA,Ensiapupotilaan seuranta,Traslator
113,Intensive monitoring,Condition,SPAT,SPAT,NA,SPAT1353,2011-01-01,2017-12-31,NA,Tehovalvonta,Traslator
114,"ANALGESIA, REGIONAL ANAESTHESIA",Condition,SPAT,SPAT,NA,SPAT1105,2009-01-01,2099-12-31,NA,"KIVUN HOITO, PUUDUTUKSET",Traslator
115,Acupuncture,Condition,SPAT,SPAT,NA,SPAT1106,2009-01-01,2099-12-31,NA,Akupunktio,Traslator
116,Extensive external surface anaesthesia of skin with cream or gel,Condition,SPAT,SPAT,NA,SPAT1107,2009-01-01,2017-12-31,NA,Laaja ihon pintapuudutus ulkoisesti voiteella tai geelillä,Traslator
117,Regional anaesthesia of intercostal space,Condition,SPAT,SPAT,NA,SPAT1108,2009-01-01,2017-12-31,NA,Kylkiluuvälin puudutus,Traslator
118,Analgesia with portable analgesic pump,Condition,SPAT,SPAT,NA,SPAT1109,2009-01-01,2099-12-31,NA,Kivun hoito kipupumpun avulla,Traslator
119,Measurement of pain intensity,Condition,SPAT,SPAT,NA,SPAT1110,2009-01-01,2099-12-31,NA,Kivun voimakkuuden mittaaminen,Traslator
120,Planning of analgesia,Condition,SPAT,SPAT,NA,SPAT1111,2009-01-01,2099-12-31,NA,Kivunhoidon suunnittelu,Traslator
121,Local anaesthesia,Condition,SPAT,SPAT,NA,SPAT1112,2009-01-01,2017-12-31,NA,Paikallispuudutus,Traslator
122,Nerve block anaesthesia,Condition,SPAT,SPAT,NA,SPAT1113,2009-01-01,2017-12-31,NA,Johtopuudutus,Traslator
123,"DIGESTIVE TRACT, NECK, ABDOMEN, NUTRITION",Condition,SPAT,SPAT,NA,SPAT1114,2009-01-01,2099-12-31,NA,"RUUANSULATUSKANAVA, KAULA, VATSA, RAVITSEMUS",Traslator
124,Other procedure in accordance with nutritional therapy nomenclature,Condition,SPAT,SPAT,NA,SPAT1115,2009-01-01,2010-12-31,NA,Muu ravitsemusterapianimikkeistön mukainen toimenpide,Traslator
125,Ultrasound examination of neck,Condition,SPAT,SPAT,NA,SPAT1116,2009-01-01,2017-12-31,NA,Kaulan ultraäänitutkimus,Traslator
126,Ultrasound examination of groins and/or abdominal wall,Condition,SPAT,SPAT,NA,SPAT1117,2009-01-01,2017-12-31,NA,Nivusten ja/tai vatsapeitteiden ultraäänitutkimus,Traslator
127,Haemorrhoid procedure,Condition,SPAT,SPAT,NA,SPAT1118,2009-01-01,2099-12-31,NA,Peräpukamatoimenpide,Traslator
128,Ultrasound examination of abdomen,Condition,SPAT,SPAT,NA,SPAT1119,2009-01-01,2017-12-31,NA,Vatsan ultraäänitutkimus,Traslator
129,Ultrasound examination of upper abdomen,Condition,SPAT,SPAT,NA,SPAT1120,2009-01-01,2017-12-31,NA,Ylävatsan ultraäänitutkimus,Traslator
130,Ultrasound examination of lower abdomen,Condition,SPAT,SPAT,NA,SPAT1121,2009-01-01,2017-12-31,NA,Alavatsan ultraäänitutkimus,Traslator
131,Ascites puncture,Condition,SPAT,SPAT,NA,SPAT1122,2009-01-01,2099-12-31,NA,Askitespunktio,Traslator
132,Insertion of nasogastric tube,Condition,SPAT,SPAT,NA,SPAT1123,2009-01-01,2017-12-31,NA,Nenämahaletkun laitto,Traslator
133,Replacement of gastrostomy tube,Condition,SPAT,SPAT,NA,SPAT1124,2009-01-01,2017-12-31,NA,Mahalaukkuavanneletkun vaihto,Traslator
134,Stoma care and guidance,Condition,SPAT,SPAT,NA,SPAT1125,2009-01-01,2099-12-31,NA,Avannehoito ja -ohjaus,Traslator
135,Removal of foreign body from rectum,Condition,SPAT,SPAT,NA,SPAT1126,2009-01-01,2017-12-31,NA,Vierasesineen poisto peräsuolesta,Traslator
136,Enema,Condition,SPAT,SPAT,NA,SPAT1127,2009-01-01,2099-12-31,NA,Peräruiske,Traslator
137,Instruction of pelvic floor / sphincter exercises,Condition,SPAT,SPAT,NA,SPAT1128,2009-01-01,2099-12-31,NA,Lantionpohjan/sulkijalihasten harjoituksen ohjaus,Traslator
138,Removal of local lesion during endoscopy of gastrointestinal tract,Condition,SPAT,SPAT,NA,SPAT1129,2009-01-01,2010-12-31,NA,Paikallisen muutoksen poisto mahasuolikanavan tähystyksessä,Traslator
139,"Esophagoscopy, gastroscopy and duodenoscopy",Condition,SPAT,SPAT,NA,SPAT1130,2009-01-01,2099-12-31,NA,"Esofago-, gastro- ja duodenoskopia",Traslator
140,Colonoscopy,Condition,SPAT,SPAT,NA,SPAT1131,2009-01-01,2099-12-31,NA,Paksusuolen tähystys,Traslator
141,Sigmoidoscopy,Condition,SPAT,SPAT,NA,SPAT1132,2009-01-01,2017-12-31,NA,Sigmoideoskopia,Traslator
142,Rectoscopy,Condition,SPAT,SPAT,NA,SPAT1133,2009-01-01,2010-12-31,NA,Peräsuolen tähystys (rektoskopia),Traslator
143,Anoscopy,Condition,SPAT,SPAT,NA,SPAT1134,2009-01-01,2099-12-31,NA,Peräaukon tähystys,Traslator
144,Particularly demanding anoscopy (proctoscopy/anoscopy),Condition,SPAT,SPAT,NA,SPAT1135,2009-01-01,2010-12-31,NA,Erityisen vaativa peräaukon tähystys (proktoskopia/anoskopia),Traslator
145,Food exposure,Condition,SPAT,SPAT,NA,SPAT1136,2009-01-01,2017-12-31,NA,Ruoka-ainealtistus,Traslator
146,Taking care of patient’s/customer’s hygiene,Condition,SPAT,SPAT,NA,SPAT1137,2009-01-01,2017-12-31,NA,Potilaan/asiakkaan hygieniasta huolehtiminen,Traslator
147,Guidance concerning bowel function,Condition,SPAT,SPAT,NA,SPAT1138,2009-01-01,2017-12-31,NA,Suoliston toimintaan liittyvä ohjaus,Traslator
148,Nutrition survey,Condition,SPAT,SPAT,NA,SPAT1139,2009-01-01,2017-12-31,NA,Ravitsemuskartoitus,Traslator
149,Gastric lavage,Condition,SPAT,SPAT,NA,SPAT1354,2011-01-01,2017-12-31,NA,Mahahuuhtelu,Traslator
150,Reposition of hernia,Condition,SPAT,SPAT,NA,SPAT1355,2011-01-01,2017-12-31,NA,Tyrän reponointi,Traslator
151,SKIN AND MUCOUS MEMBRANES,Condition,SPAT,SPAT,NA,SPAT1140,2009-01-01,2099-12-31,NA,IHO JA LIMAKALVOT,Traslator
152,Excision of skin or mucous membrane lesion,Condition,SPAT,SPAT,NA,SPAT1141,2009-01-01,2099-12-31,NA,Iho- tai limakalvomuutoksen poisto,Traslator
153,"Minor procedure on teeth, gums, mouth and pharynx",Condition,SPAT,SPAT,NA,SPAT1142,2009-01-01,2017-12-31,NA,"Hampaiden, ikenien, suun ja nielun pientoimenpide",Traslator
154,Partial or complete excision of nail,Condition,SPAT,SPAT,NA,SPAT1143,2009-01-01,2099-12-31,NA,Kynnen poisto osittain tai kokonaan,Traslator
155,Treatment of reopened or infected surgical wound,Condition,SPAT,SPAT,NA,SPAT1144,2009-01-01,2099-12-31,NA,Auenneen tai tulehtuneen leikkaushaavan hoito,Traslator
156,Ultrasound examination of superficial resistance,Condition,SPAT,SPAT,NA,SPAT1145,2009-01-01,2017-12-31,NA,Pinnallisen resistenssin ultraäänitutkimus,Traslator
157,Puncture of abscess or incision of skin,Condition,SPAT,SPAT,NA,SPAT1146,2009-01-01,2099-12-31,NA,Paiseen puhkaisu tai ihon aukaisu,Traslator
158,Destruction of skin lesion with external methods,Condition,SPAT,SPAT,NA,SPAT1147,2009-01-01,2099-12-31,NA,Ihomuutoksen tuhoaminen ulkoisilla menetelmillä,Traslator
159,Treatment of chronic ulcer or burn,Condition,SPAT,SPAT,NA,SPAT1148,2009-01-01,2099-12-31,NA,Kroonisen haavan tai palovamman hoito,Traslator
160,Suture or treatment of traumatic wound,Condition,SPAT,SPAT,NA,SPAT1149,2009-01-01,2099-12-31,NA,Traumaattisen haavan ompelu tai hoito,Traslator
161,Suture of wound,Condition,SPAT,SPAT,NA,SPAT1150,2009-01-01,2010-12-31,NA,Haavan ompelu,Traslator
162,Treatment of major wounds,Condition,SPAT,SPAT,NA,SPAT1151,2009-01-01,2099-12-31,NA,Suurten haavojen hoito,Traslator
163,Removal of foreign body from under the skin,Condition,SPAT,SPAT,NA,SPAT1152,2009-01-01,2099-12-31,NA,Ihon alle jääneen vierasesineen poisto,Traslator
164,Removal of sutures,Condition,SPAT,SPAT,NA,SPAT1153,2009-01-01,2099-12-31,NA,Ompeleiden poisto,Traslator
165,Insertion or removal of subcutaneous medicine capsule,Condition,SPAT,SPAT,NA,SPAT1154,2009-01-01,2099-12-31,NA,Ihonalaisen lääkeainekapselin asettaminen tai poisto,Traslator
166,Pinch skin grafting,Condition,SPAT,SPAT,NA,SPAT1155,2009-01-01,2010-12-31,NA,Ihosuikalesiirto,Traslator
167,Guidance concerning treatment of rash and skin,Condition,SPAT,SPAT,NA,SPAT1156,2009-01-01,2099-12-31,NA,Ihottuman ja ihon hoitoon liittyvä ohjaus,Traslator
168,Guidance concerning treatment of mouth and mucous membranes,Condition,SPAT,SPAT,NA,SPAT1157,2009-01-01,2099-12-31,NA,Suun ja limakalvojen hoitoon liittyvä ohjaus,Traslator
169,Puncture of nail,Condition,SPAT,SPAT,NA,SPAT1158,2009-01-01,2099-12-31,NA,Kynnen puhkaisu,Traslator
170,"URINARY TRACT, METABOLISM",Condition,SPAT,SPAT,NA,SPAT1159,2009-01-01,2099-12-31,NA,"VIRTSATIET, AINEENVAIHDUNTA",Traslator
171,Ultrasound examination of kidneys,Condition,SPAT,SPAT,NA,SPAT1160,2009-01-01,2017-12-31,NA,Munuaisten ultraäänitutkimus,Traslator
172,Ultrasound examination of urinary bladder,Condition,SPAT,SPAT,NA,SPAT1161,2009-01-01,2017-12-31,NA,Virtsarakon ultraäänitutkimus,Traslator
173,Determination of residual urine with ultrasound,Condition,SPAT,SPAT,NA,SPAT1162,2009-01-01,2010-12-31,NA,Jäännösvirtsan määritys UÄ:llä,Traslator
