code1,code2,freq_finngen,freq_tays,freq_total
M125,NA,31,2,33
M148,L52,30,3,33
M622,NA,25,8,33
N431,NA,24,9,33
N491,NA,27,6,33
N828,NA,17,16,33
O104,NA,32,1,33
O810,NA,29,4,33
O894,NA,32,1,33
Q178,NA,30,3,33
Q211,NA,22,11,33
Q341,NA,22,11,33
Q691,NA,31,2,33
R232,NA,32,1,33
R291,NA,25,8,33
S06,NA,32,1,33
S097,NA,30,3,33
S107,NA,13,20,33
S201,NA,28,5,33
S317,NA,25,8,33
S66,NA,31,2,33
S948,NA,32,1,33
T673,NA,25,8,33
T981,NA,26,7,33
Z439,NA,16,17,33
Z564,NA,31,2,33
Z579,NA,30,3,33
Z873,NA,29,4,33
A661,NA,17,15,32
F1056,NA,29,3,32
G520,NA,23,9,32
J633,NA,26,6,32
K0682,NA,28,4,32
K1161,NA,28,4,32
K412,NA,29,3,32
K86,NA,27,5,32
K915,NA,21,11,32
L253,NA,31,1,32
L870,NA,12,20,32
M72,NA,26,6,32
M821,NA,30,2,32
N340,NA,22,10,32
O000,NA,31,1,32
O650,NA,31,1,32
O989,NA,26,6,32
Q313,NA,24,8,32
Q677,NA,22,10,32
R4904,NA,31,1,32
T800,NA,22,10,32
T93,NA,12,20,32
Z200,NA,29,3,32
B200,NA,18,13,31
B580,NA,25,6,31
D287,NA,20,11,31
E053,NA,23,8,31
E110,NA,24,7,31
E129,NA,8,23,31
F1923,NA,29,2,31
G1118,NA,29,2,31
G212,NA,26,5,31
H933,NA,19,12,31
I2128,NA,9,22,31
I2289,NA,30,1,31
K0331,NA,28,3,31
K1302,NA,24,7,31
K140,NA,26,5,31
K22,NA,27,4,31
L442,NA,27,4,31
M721,NA,26,5,31
M997,NA,27,4,31
O312,NA,29,2,31
O329,NA,27,4,31
O624,NA,30,1,31
Q544,NA,18,13,31
Q7880,NA,27,4,31
Q789,NA,22,9,31
R401,NA,14,17,31
S045,NA,30,1,31
T006,NA,29,2,31
T093,NA,30,1,31
T671,NA,23,8,31
Z840,NA,13,18,31
A028,NA,13,17,30
A039,NA,27,3,30
B34,NA,28,2,30
E725,NA,16,14,30
F524,NA,28,2,30
F729,NA,26,4,30
G01,A390,28,2,30
G70,NA,19,11,30
H046,NA,20,10,30
H159,NA,21,9,30
J068,NA,18,12,30
K0708,NA,29,1,30
K1213,NA,28,2,30
L44,NA,26,4,30
M21,NA,25,5,30
M728,NA,24,6,30
N641,NA,22,8,30
N829,NA,13,17,30
Q2240,NA,29,1,30
S027,NA,18,12,30
S032,NA,28,2,30
S198,NA,27,3,30
S218,NA,29,1,30
S848,NA,28,2,30
S942,NA,28,2,30
T407,NA,27,3,30
T597,NA,17,13,30
T602,NA,19,11,30
T691,NA,28,2,30
V87,NA,14,16,30
A5275,NA,28,1,29
A810,NA,28,1,29
B961,NA,24,5,29
C173,NA,28,1,29
C793,NA,22,7,29
E233,NA,24,5,29
F179,NA,28,1,29
F938,NA,28,1,29
G622,NA,14,15,29
G701,NA,21,8,29
I010,NA,27,2,29
I771,NA,20,9,29
K0684,NA,19,10,29
K1180,NA,23,6,29
K266,NA,17,12,29
K281,NA,10,19,29
K770,NA,19,10,29
L250,NA,26,3,29
L682,NA,24,5,29
M212,NA,24,5,29
N062,NA,20,9,29
Q769,NA,26,3,29
R261,NA,19,10,29
R780,NA,27,2,29
S228,NA,26,3,29
S381,NA,20,9,29
T019,NA,26,3,29
T853,NA,22,7,29
Z833,NA,27,2,29
Z877,NA,21,8,29
A379,NA,23,5,28
A48,NA,26,2,28
F0029,NA,8,20,28
F061,NA,27,1,28
F1071,NA,20,8,28
F1149,NA,18,10,28
F844,NA,26,2,28
G000,NA,15,13,28
J38,NA,19,9,28
K0039,NA,19,9,28
K0048,NA,16,12,28
K0461,NA,19,9,28
K1324,NA,25,3,28
K669,NA,19,9,28
L688,NA,22,6,28
P134,NA,6,22,28
P251,NA,8,20,28
Q3790,NA,17,11,28
Q435,NA,15,13,28
R04,NA,22,6,28
R067,NA,24,4,28
R482,NA,27,1,28
R785,NA,11,17,28
S144,NA,22,6,28
S279,NA,18,10,28
S368,NA,20,8,28
S707,NA,10,18,28
T832,NA,21,7,28
T84,NA,21,7,28
Z53,NA,21,7,28
Z945,NA,22,6,28
A848,NA,25,2,27
D37,NA,12,15,27
D511,NA,20,7,27
E358,NA,26,1,27
F0280,NA,26,1,27
G030,NA,22,5,27
G467,NA,18,9,27
G636,M053,24,3,27
H131,A740,24,3,27
H17,NA,17,10,27
H26,NA,22,5,27
H368,NA,9,18,27
I2122,NA,12,15,27
I320,NA,11,16,27
J182,NA,24,3,27
K0025,NA,18,9,27
K0052,NA,21,6,27
K1214,NA,10,17,27
K133,NA,15,12,27
K1439,NA,26,1,27
K273,NA,12,15,27
M012,NA,19,8,27
M404,NA,16,11,27
M88,NA,23,4,27
N21,NA,16,11,27
N894,NA,12,15,27
O718,NA,23,4,27
O910,NA,25,2,27
P2930,NA,23,4,27
Q653,NA,15,12,27
Q66,NA,17,10,27
Q701,NA,25,2,27
R838,NA,18,9,27
S16,NA,23,4,27
S450,NA,11,16,27
S907,NA,23,4,27
T178,NA,21,6,27
T835,NA,22,5,27
Z549,NA,26,1,27
B022,NA,17,9,26
B0784,NA,24,2,26
B0785,NA,22,4,26
C531,NA,11,15,26
D512,NA,18,8,26
E289,NA,19,7,26
E728,NA,14,12,26
H0002,NA,22,4,26
I220,NA,24,2,26
I2211,NA,22,4,26
I78,NA,23,3,26
K102,NA,22,4,26
K142,NA,17,9,26
K410,NA,20,6,26
M928,NA,16,10,26
N020,NA,17,9,26
N512,B374,19,7,26
O070,NA,25,1,26
O644,NA,25,1,26
Q6190,NA,17,9,26
S0263,NA,21,5,26
S334,NA,25,1,26
S659,NA,21,5,26
T224,NA,19,7,26
T247,NA,19,7,26
T639,NA,24,2,26
T875,NA,12,14,26
Y919,NA,24,2,26
Z575,NA,13,13,26
Z63,NA,16,10,26
ZA50,NA,25,1,26
A64,NA,24,1,25
D1013,NA,7,18,25
D75,NA,20,5,25
E329,NA,19,6,25
F0184,NA,16,9,25
F1140,NA,24,1,25
H3604,NA,20,5,25
H61,NA,23,2,25
H69,NA,24,1,25
I411,NA,8,17,25
K1185,NA,22,3,25
K76,NA,24,1,25
L740,NA,20,5,25
L951,NA,7,18,25
M601,NA,23,2,25
M619,NA,24,1,25
N074,NA,18,7,25
N228,NA,21,4,25
N883,NA,24,1,25
R193,NA,15,10,25
S033,NA,20,5,25
S348,NA,22,3,25
S451,NA,21,4,25
T301,NA,22,3,25
W99,NA,9,16,25
A068,NA,16,8,24
E550,NA,23,1,24
F80,NA,21,3,24
G051,J09,23,1,24
G82,NA,22,2,24
H038,L010,18,6,24
H590,NA,16,8,24
I238,NA,14,10,24
I328,M321,20,4,24
J638,NA,17,7,24
K0019,NA,19,5,24
K262,NA,17,7,24
L041,NA,16,8,24
L244,NA,20,4,24
M22,NA,22,2,24
M312,NA,11,13,24
M816,NA,17,7,24
N088,NA,16,8,24
N490,NA,7,17,24
N834,NA,20,4,24
O619,NA,17,7,24
O639,NA,21,3,24
O841,NA,22,2,24
Q528,NA,20,4,24
Q652,NA,21,3,24
S067,NA,21,3,24
T797,NA,20,4,24
T914,NA,12,12,24
T959,NA,6,18,24
Z299,NA,23,1,24
Z888,NA,12,12,24
A590,NA,22,1,23
E07,NA,22,1,23
E0782,NA,20,3,23
G730,E104,20,3,23
G935,NA,19,4,23
H11,NA,22,1,23
I2291,NA,21,2,23
J21,NA,22,1,23
K0011,NA,21,2,23
K0681,NA,22,1,23
K1022,NA,16,7,23
K271,NA,8,15,23
K381,NA,20,3,23
K83,NA,7,16,23
L048,NA,19,4,23
M438,NA,16,7,23
M494,G950,16,7,23
M923,NA,9,14,23
M959,NA,21,2,23
N744,NA,10,13,23
N989,NA,21,2,23
O460,NA,19,4,23
Q782,NA,20,3,23
R63,NA,15,8,23
R846,NA,19,4,23
S241,NA,22,1,23
S407,NA,18,5,23
S448,NA,18,5,23
S71,NA,21,2,23
S740,NA,19,4,23
T260,NA,22,1,23
T806,NA,18,5,23
T851,NA,11,12,23
Z841,NA,13,10,23
Z904,NA,18,5,23
A430,NA,17,5,22
A530,NA,21,1,22
A870,NA,21,1,22
B188,NA,20,2,22
B850,NA,21,1,22
C838,NA,21,1,22
D176,NA,20,2,22
D559,NA,11,11,22
E0581,NA,18,4,22
F0001,NA,18,4,22
F0189,NA,7,15,22
G405,NA,21,1,22
G721,NA,10,12,22
H449,NA,19,3,22
I221,NA,21,1,22
J93,NA,21,1,22
M111,NA,10,12,22
M66,NA,21,1,22
M738,NA,16,6,22
M94,NA,20,2,22
N04,NA,13,9,22
N852,NA,7,15,22
O345,NA,6,16,22
Q680,NA,18,4,22
Q709,NA,17,5,22
R456,NA,20,2,22
R462,NA,12,10,22
R961,NA,16,6,22
S028,NA,18,4,22
S0291,NA,19,3,22
S090,NA,15,7,22
S543,NA,20,2,22
S767,NA,17,5,22
Z700,NA,19,3,22
A06,NA,20,1,21
B908,NA,13,8,21
B970,NA,7,14,21
C809,NA,9,12,21
D331,NA,12,9,21
E26,NA,13,8,21
H47,NA,7,14,21
H527,NA,10,11,21
H930,NA,14,7,21
I33,NA,14,7,21
I715,NA,19,2,21
I73,NA,19,2,21
J120,NA,18,3,21
J170,NA,9,12,21
L548,NA,15,6,21
L559,NA,19,2,21
N080,A409,16,5,21
O629,NA,17,4,21
O870,NA,17,4,21
O872,NA,20,1,21
P929,NA,13,8,21
Q401,NA,15,6,21
Q530,NA,16,5,21
S005,NA,18,3,21
S255,NA,18,3,21
S354,NA,18,3,21
S549,NA,19,2,21
T001,NA,20,1,21
T095,NA,16,5,21
X71,NA,14,7,21
Z593,NA,17,4,21
Z72,NA,20,1,21
A663,NA,14,6,20
B251,NA,18,2,20
B3705,NA,19,1,20
B839,NA,11,9,20
B960,NA,13,7,20
D33,NA,9,11,20
H049,NA,12,8,20
H054,NA,8,12,20
I236,NA,16,4,20
I438,M100,19,1,20
I438,NA,14,6,20
I85,NA,19,1,20
K0081,NA,19,1,20
K0919,NA,19,1,20
K114,NA,18,2,20
K284,NA,14,6,20
K90,NA,16,4,20
N3280,NA,18,2,20
N34,NA,19,1,20
O050,NA,17,3,20
O218,NA,19,1,20
O356,NA,16,4,20
O432,NA,13,7,20
Q539,NA,15,5,20
Q678,NA,19,1,20
R290,NA,14,6,20
R960,NA,8,12,20
S041,NA,9,11,20
S355,NA,11,9,20
S378,NA,18,2,20
S418,NA,19,1,20
T337,NA,17,3,20
T804,NA,10,10,20
T816,NA,11,9,20
Z810,NA,8,12,20
Z891,NA,12,8,20
ZA80,NA,17,3,20
B769,NA,10,9,19
E79,NA,17,2,19
F1075,NA,18,1,19
G370,NA,14,5,19
G51,NA,11,8,19
H536,NA,17,2,19
I379,NA,15,4,19
I828,NA,10,9,19
J153,NA,18,1,19
K277,NA,7,12,19
K768,NA,14,5,19
L14,NA,18,1,19
L652,NA,18,1,19
M762,NA,18,1,19
N83,NA,17,2,19
O723,NA,17,2,19
Q828,NA,17,2,19
S150,NA,18,1,19
S170,NA,14,5,19
S315,NA,18,1,19
S379,NA,15,4,19
S480,NA,16,3,19
T018,NA,17,2,19
T115,NA,17,2,19
T190,NA,14,5,19
T679,NA,16,3,19
T698,NA,17,2,19
T795,NA,18,1,19
T822,NA,16,3,19
Z025,NA,18,1,19
Z748,NA,17,2,19
Z911,NA,12,7,19
A044,NA,13,5,18
C6909,NA,12,6,18
D002,NA,16,2,18
E756,NA,17,1,18
F1209,NA,12,6,18
G371,NA,17,1,18
G722,NA,13,5,18
G730,E059,13,5,18
G9390,NA,12,6,18
H52,NA,12,6,18
K1442,NA,16,2,18
L104,NA,8,10,18
L110,NA,13,5,18
L5069,NA,17,1,18
L901,NA,13,5,18
M62,NA,17,1,18
M880,NA,13,5,18
M896,NA,17,1,18
O032,NA,17,1,18
O922,NA,17,1,18
Q4538,NA,16,2,18
Q6211,NA,17,1,18
S132,NA,15,3,18
S260,NA,17,1,18
S56,NA,16,2,18
S658,NA,16,2,18
T183,NA,16,2,18
T523,NA,16,2,18
T599,NA,13,5,18
T919,NA,14,4,18
Z292,NA,8,10,18
Z742,NA,15,3,18
Z880,NA,17,1,18
Z96,NA,15,3,18
B190,NA,14,3,17
B278,NA,14,3,17
D46,NA,7,10,17
E268,NA,13,4,17
F130,NA,16,1,17
F523,NA,16,1,17
G020,B021,7,10,17
G042,NA,12,5,17
H018,NA,15,2,17
H481,A692,16,1,17
H622,B369,14,3,17
I2281,NA,16,1,17
I231,NA,16,1,17
I515,NA,13,4,17
I663,NA,16,1,17
I668,NA,11,6,17
K0378,NA,14,3,17
K283,NA,14,3,17
L532,NA,8,9,17
L571,NA,16,1,17
L749,NA,15,2,17
M120,NA,16,1,17
N050,NA,15,2,17
O323,NA,13,4,17
O325,NA,16,1,17
P923,NA,14,3,17
Q632,NA,16,1,17
Q703,NA,16,1,17
R090,NA,16,1,17
S870,NA,16,1,17
T00,NA,11,6,17
T110,NA,15,2,17
T280,NA,11,6,17
T400,NA,16,1,17
T750,NA,14,3,17
Z093,NA,13,4,17
Z765,NA,15,2,17
Z821,NA,10,7,17
Z837,NA,13,4,17
Z913,NA,14,3,17
Z969,NA,14,3,17
A449,NA,12,4,16
B953,NA,11,5,16
C6999,NA,8,8,16
E035,NA,15,1,16
E2288,NA,12,4,16
E700,NA,11,5,16
F123,NA,14,2,16
I40,NA,13,3,16
I45,NA,11,5,16
I881,NA,15,1,16
J155,NA,12,4,16
J689,NA,15,1,16
K090,NA,9,7,16
K130,NA,11,5,16
L242,NA,12,4,16
O450,NA,11,5,16
O645,NA,13,3,16
O710,NA,15,1,16
P240,NA,7,9,16
Q502,NA,9,7,16
R859,NA,9,7,16
S307,NA,12,4,16
T135,NA,14,2,16
T148,NA,11,5,16
T244,NA,9,7,16
T334,NA,15,1,16
W46,NA,9,7,16
Z818,NA,14,2,16
Z835,NA,9,7,16
E010,NA,10,5,15
F1902,NA,14,1,15
F2021,NA,12,3,15
G020,B010,12,3,15
G558,NA,13,2,15
J60,NA,12,3,15
K001,NA,14,1,15
K0482,NA,13,2,15
K070,NA,11,4,15
K716,NA,11,4,15
L27,NA,14,1,15
L278,NA,9,6,15
M43,NA,13,2,15
M929,NA,13,2,15
N854,NA,11,4,15
O088,NA,14,1,15
Q5000,NA,14,1,15
Q602,NA,12,3,15
Q729,NA,13,2,15
R578,NA,9,6,15
S02,NA,14,1,15
S749,NA,13,2,15
T198,NA,13,2,15
T743,NA,12,3,15
Z232,NA,12,3,15
Z443,NA,13,2,15
Z531,NA,13,2,15
A99,NA,11,3,14
D03,NA,10,4,14
D030,NA,9,5,14
D370,NA,7,7,14
D644,NA,7,7,14
E15,NA,11,3,14
F0289,E039,11,3,14
H0009,NA,13,1,14
H18,NA,6,8,14
H57,NA,11,3,14
H624,NA,7,7,14
I2193,NA,13,1,14
K0320,NA,8,6,14
L748,NA,9,5,14
L98,NA,12,2,14
M922,NA,10,4,14
M992,NA,12,2,14
N73,NA,10,4,14
O659,NA,13,1,14
O693,NA,13,1,14
Q6388,NA,12,2,14
Q661,NA,11,3,14
Q7188,NA,7,7,14
Q760,NA,11,3,14
R464,NA,13,1,14
R857,NA,12,2,14
T269,NA,13,1,14
T63,NA,12,2,14
T732,NA,13,1,14
T748,NA,12,2,14
A022,NA,11,2,13
E012,NA,10,3,13
E24,NA,11,2,13
F063,NA,10,3,13
F1904,NA,12,1,13
F81,NA,10,3,13
G466,I679,12,1,13
I516,NA,10,3,13
I86,NA,9,4,13
J682,NA,11,2,13
K09,NA,9,4,13
K148,NA,12,1,13
K901,NA,10,3,13
M49,NA,12,1,13
M614,NA,8,5,13
O294,NA,9,4,13
O658,NA,11,2,13
Q270,NA,12,1,13
R90,NA,11,2,13
T068,NA,12,1,13
T130,NA,6,7,13
T520,NA,9,4,13
T74,NA,12,1,13
T78,NA,12,1,13
Z240,NA,12,1,13
Z408,NA,12,1,13
Z412,NA,12,1,13
Z80,NA,6,7,13
Z916,NA,11,2,13
Z925,NA,12,1,13
Z967,NA,8,5,13
A058,NA,11,1,12
F13,NA,7,5,12
F1609,NA,9,3,12
G730,E114,9,3,12
J156,NA,11,1,12
M725,NA,9,3,12
N03,NA,8,4,12
O00,NA,9,3,12
O229,NA,11,1,12
O699,NA,7,5,12
O811,NA,10,2,12
R96,NA,11,1,12
T092,NA,10,2,12
Z922,NA,11,1,12
B0782,NA,8,3,11
B250,NA,9,2,11
B889,NA,6,5,11
C481,NA,6,5,11
F528,NA,8,3,11
G55,NA,6,5,11
G58,NA,9,2,11
G598,NA,10,1,11
J171,B012,7,4,11
J35,NA,10,1,11
K10,NA,9,2,11
K741,NA,8,3,11
L246,NA,9,2,11
L759,NA,10,1,11
L90,NA,10,1,11
M152,NA,10,1,11
M247,NA,10,1,11
O28,NA,10,1,11
R467,NA,7,4,11
S552,NA,8,3,11
T064,NA,10,1,11
T652,NA,10,1,11
T758,NA,8,3,11
T885,NA,9,2,11
F1629,NA,9,1,10
G462,I662,8,2,10
I2103,NA,7,3,10
K0910,NA,6,4,10
K1183,NA,9,1,10
K1438,NA,8,2,10
L211,NA,6,4,10
M921,NA,9,1,10
O150,NA,8,2,10
P252,NA,7,3,10
Q182,NA,9,1,10
R460,NA,9,1,10
R849,NA,9,1,10
S035,NA,8,2,10
S559,NA,8,2,10
T199,NA,8,2,10
T264,NA,8,2,10
T330,NA,9,1,10
T528,NA,7,3,10
V903,NA,6,4,10
Z365,NA,9,1,10
A03,NA,8,1,9
D19,NA,7,2,9
D72,NA,8,1,9
E569,NA,7,2,9
K27,NA,7,2,9
K314,NA,8,1,9
M93,NA,8,1,9
N988,NA,6,3,9
S751,NA,8,1,9
T594,NA,8,1,9
V09,NA,6,3,9
Y913,NA,8,1,9
Z250,NA,7,2,9
Z860,NA,6,3,9
B700,NA,7,1,8
H93,NA,7,1,8
I77,NA,6,2,8
M121,NA,7,1,8
O290,NA,7,1,8
O628,NA,7,1,8
O980,NA,7,1,8
Q6582,NA,6,2,8
R488,NA,7,1,8
S230,NA,7,1,8
S84,NA,7,1,8
T262,NA,6,2,8
T55,NA,7,1,8
Y909,NA,7,1,8
Z717,NA,6,2,8
Z754,NA,7,1,8
F1159,NA,6,1,7
L81,NA,6,1,7
O069,NA,6,1,7
O715,NA,6,1,7
O719,NA,6,1,7
O758,NA,6,1,7
T12,NA,6,1,7
-,-,9048,NA,NA
-1,NA,993,NA,NA
-2,NA,984,NA,NA
A00,NA,7,NA,NA
A020,A020,10,NA,NA
A033,NA,24,NA,NA
A04,NA,18,NA,NA
A045,A045,8,NA,NA
A047,A047,16,NA,NA
A048,A048,65,NA,NA
A049,A049,18,NA,NA
A050,NA,6,NA,NA
A08,NA,63,NA,NA
A080,A080,6,NA,NA
A084,A084,293,NA,NA
A09,A09,584,NA,NA
A099,NA,9,NA,NA
A150,A150,29,NA,NA
A151,A151,14,NA,NA
A21,NA,13,NA,NA
A212,NA,17,NA,NA
A28,NA,13,NA,NA
A310,A310,36,NA,NA
A37,NA,17,NA,NA
A379,A379,9,NA,NA
A410,A410,16,NA,NA
A418,A418,9,NA,NA
A419,A419,37,NA,NA
A46,A46,599,NA,NA
A483,NA,19,NA,NA
A499,A499,56,NA,NA
A513,A513,18,NA,NA
A545,NA,122,NA,NA
A546,NA,141,NA,NA
A55,NA,19,NA,NA
A56,NA,26,NA,NA
A560,A560,50,NA,NA
A561,NA,40,NA,NA
A562,NA,113,NA,NA
A563,NA,278,NA,NA
A564,NA,43,NA,NA
A60,NA,21,NA,NA
A600,A600,38,NA,NA
A600N770,NA,13,NA,NA
A63,A63,12,NA,NA
A63,NA,46,NA,NA
A630,A630,696,NA,NA
A638,A638,9,NA,NA
A6910,NA,10,NA,NA
A692,A692,131,NA,NA
A699,NA,41,NA,NA
A748,NA,14,NA,NA
A749,NA,32,NA,NA
A849,NA,43,NA,NA
A86,A86,29,NA,NA
A879,A879,28,NA,NA
A881,NA,21,NA,NA
A98,NA,258,NA,NA
A985,A985,60,NA,NA
B009,B009,10,NA,NA
B019,B019,18,NA,NA
B029,B029,39,NA,NA
B07,B07,45,NA,NA
B0780,B0780,10,NA,NA
B0781,NA,17,NA,NA
B079,B079,343,NA,NA
B171,B171,12,NA,NA
B182,B182,172,NA,NA
B199,B199,16,NA,NA
B210,NA,40,NA,NA
B23,NA,73,NA,NA
B231,B231,506,NA,NA
B238,B238,220,NA,NA
B24,B24,198,NA,NA
B270,B270,39,NA,NA
B279,B279,26,NA,NA
B308,NA,13,NA,NA
B349,B349,85,NA,NA
B351,B351,184,NA,NA
B352,B352,11,NA,NA
B353,B353,80,NA,NA
B356,B356,9,NA,NA
B360,B360,12,NA,NA
B372,B372,26,NA,NA
B373,B373,31,NA,NA
B373N771,NA,42,NA,NA
B374,B374,19,NA,NA
B653,NA,12,NA,NA
B779,NA,8,NA,NA
B853,B853,9,NA,NA
B853,NA,15,NA,NA
B86,B86,42,NA,NA
B88,NA,6,NA,NA
B909,B909,18,NA,NA
B91,B91,11,NA,NA
B9680,NA,13,NA,NA
B977,B977,9,NA,NA
B977,D140,27,NA,NA
B977,D141,90,NA,NA
B99,B99,14,NA,NA
C0211,C0211,84,NA,NA
C169,C169,18,NA,NA
C180,C180,11,NA,NA
C1801,C1801,46,NA,NA
C182,C182,30,NA,NA
C1821,C1821,41,NA,NA
C187,C187,157,NA,NA
C1870,C1870,31,NA,NA
C1871,C1871,132,NA,NA
C189,C189,21,NA,NA
C19,C19,11,NA,NA
C20,C20,77,NA,NA
C209,C209,148,NA,NA
C2090,C2090,107,NA,NA
C2091,C2091,238,NA,NA
C2092,C2092,80,NA,NA
C2099,C2099,13,NA,NA
C220,C220,23,NA,NA
C250,C250,23,NA,NA
C320,C320,59,NA,NA
C321,C321,99,NA,NA
C341,C341,51,NA,NA
C3410,C3410,29,NA,NA
C3411,C3411,40,NA,NA
C402,C402,39,NA,NA
C435,C435,51,NA,NA
C4350,C4350,32,NA,NA
C4352,C4352,9,NA,NA
C4359,C4359,9,NA,NA
C436,C436,20,NA,NA
C4360,C4360,10,NA,NA
C437,C437,27,NA,NA
C4370,C4370,24,NA,NA
C441,C441,12,NA,NA
C4410,C4410,17,NA,NA
C442,C442,13,NA,NA
C4420,C4420,13,NA,NA
C4421,C4421,25,NA,NA
C443,C443,124,NA,NA
C4430,C4430,126,NA,NA
C4431,C4431,143,NA,NA
C4439,C4439,24,NA,NA
C445,C445,19,NA,NA
C4450,C4450,13,NA,NA
C4451,C4451,17,NA,NA
C492,C492,66,NA,NA
C50,C50,66,NA,NA
C500,C500,11,NA,NA
C5000,C5000,21,NA,NA
C5001,C5001,48,NA,NA
C501,C501,167,NA,NA
C5010,C5010,15,NA,NA
C5011,C5011,234,NA,NA
C5012,C5012,12,NA,NA
C5019,C5019,48,NA,NA
C502,C502,392,NA,NA
C5020,C5020,26,NA,NA
C5021,C5021,336,NA,NA
C5022,C5022,44,NA,NA
C5029,C5029,111,NA,NA
C503,C503,155,NA,NA
C5031,C5031,188,NA,NA
C504,C504,1503,NA,NA
C5040,C5040,234,NA,NA
C5041,C5041,1493,NA,NA
C5042,C5042,344,NA,NA
C5049,C5049,126,NA,NA
C505,C505,227,NA,NA
C5051,C5051,149,NA,NA
C507,NA,19,NA,NA
C508,C508,189,NA,NA
C5081,C5081,310,NA,NA
C5082,C5082,91,NA,NA
C509,C509,369,NA,NA
C5090,C5090,227,NA,NA
C5091,C5091,172,NA,NA
C5092,C5092,18,NA,NA
C5099,C5099,114,NA,NA
C530,C530,10,NA,NA
C5301,C5301,11,NA,NA
C5302,C5302,82,NA,NA
C531,C531,54,NA,NA
C5311,C5311,55,NA,NA
C5312,C5312,15,NA,NA
C54,C54,36,NA,NA
C541,C541,147,NA,NA
C5411,C5411,174,NA,NA
C5412,C5412,11,NA,NA
C5419,C5419,67,NA,NA
C56,C56,56,NA,NA
C567,C567,60,NA,NA
C5671,C5671,72,NA,NA
C5672,C5672,20,NA,NA
C569,C569,17,NA,NA
C5692,C5692,20,NA,NA
C61,C61,2334,NA,NA
C621,C621,77,NA,NA
C6211,C6211,80,NA,NA
C64,C64,14,NA,NA
C648,C648,44,NA,NA
C6480,C6480,82,NA,NA
C6488,C6488,199,NA,NA
C67,C67,60,NA,NA
C670,C670,15,NA,NA
C672,C672,142,NA,NA
C674,C674,12,NA,NA
C678,C678,128,NA,NA
C679,C679,118,NA,NA
C693,C693,41,NA,NA
C6930,C6930,53,NA,NA
C711,C711,10,NA,NA
C73,C73,120,NA,NA
C739,C739,113,NA,NA
C7390,C7390,95,NA,NA
C7391,C7391,276,NA,NA
C7392,C7392,11,NA,NA
C7399,C7399,26,NA,NA
C800,NA,23,NA,NA
C810,C810,55,NA,NA
C811,C811,315,NA,NA
C812,C812,79,NA,NA
C819,C819,38,NA,NA
C820,NA,33,NA,NA
C8200,C8200,26,NA,NA
C821,C821,253,NA,NA
C829,C829,62,NA,NA
C83,C83,43,NA,NA
C830,C830,23,NA,NA
C831,C831,72,NA,NA
C832,C832,31,NA,NA
C833,C833,113,NA,NA
C8331,C8331,73,NA,NA
C8332,C8332,16,NA,NA
C8333,C8333,32,NA,NA
C8339,C8339,44,NA,NA
C8389,C8389,53,NA,NA
C839,C839,47,NA,NA
C859,C859,72,NA,NA
C900,C900,323,NA,NA
C910,C910,305,NA,NA
C911,C911,250,NA,NA
C921,C921,235,NA,NA
D043,D043,29,NA,NA
D05,D05,38,NA,NA
D051,D051,255,NA,NA
D060,D060,32,NA,NA
D061,D061,37,NA,NA
D069,D069,33,NA,NA
D100,D100,14,NA,NA
D1000,D1000,8,NA,NA
D1009,D1009,6,NA,NA
D101,D101,31,NA,NA
D1010,D1010,9,NA,NA
D1019,D1019,11,NA,NA
D102,D102,8,NA,NA
D103,D103,7,NA,NA
D1030,D1030,7,NA,NA
D1039,D1039,16,NA,NA
D105,D105,9,NA,NA
D106,D106,23,NA,NA
D110,D110,138,NA,NA
D117,D117,15,NA,NA
D1170,D1170,9,NA,NA
D12,D12,16,NA,NA
D120,D120,17,NA,NA
D122,D122,16,NA,NA
D123,D123,31,NA,NA
D124,D124,23,NA,NA
D125,D125,87,NA,NA
D126,D126,192,NA,NA
D127,D127,32,NA,NA
D128,D128,111,NA,NA
D129,D129,7,NA,NA
D131,D131,44,NA,NA
D132,D132,13,NA,NA
D140,D140,66,NA,NA
D141,D141,68,NA,NA
D161,D161,13,NA,NA
D162,D162,24,NA,NA
D163,D163,12,NA,NA
D165,D165,30,NA,NA
D170,D170,42,NA,NA
D171,D171,105,NA,NA
D172,D172,43,NA,NA
D173,D173,16,NA,NA
D179,D179,76,NA,NA
D180,D180,127,NA,NA
D181,D181,8,NA,NA
D210,D210,44,NA,NA
D211,D211,26,NA,NA
D212,D212,32,NA,NA
D22,D22,11,NA,NA
D220,D220,11,NA,NA
D223,D223,85,NA,NA
D224,D224,23,NA,NA
D225,D225,70,NA,NA
D226,D226,18,NA,NA
D227,D227,22,NA,NA
D229,D229,49,NA,NA
D23,D23,11,NA,NA
D230,D230,21,NA,NA
D231,D231,140,NA,NA
D232,D232,41,NA,NA
D233,D233,132,NA,NA
D234,D234,26,NA,NA
D235,D235,46,NA,NA
D236,D236,23,NA,NA
D237,D237,18,NA,NA
D239,D239,28,NA,NA
D24,D24,211,NA,NA
D25,D25,17,NA,NA
D250,D250,227,NA,NA
D251,D251,522,NA,NA
D252,D252,113,NA,NA
D259,D259,499,NA,NA
D27,D27,24,NA,NA
D279,D279,12,NA,NA
D2791,D2791,23,NA,NA
D2798,D2798,8,NA,NA
D2799,D2799,14,NA,NA
D280,D280,14,NA,NA
D281,D281,8,NA,NA
D291,D291,17,NA,NA
