concept_id,concept_synonym_name,language_concept_id
50,Sellan erittäin laaja magneettitutkimus,4181730
51,Sellan erittäin laaja 3 Teslan MT,4181730
52,Sellan muu TT,4181730
53,Intrakraniaalitilan ultraäänitutkimus,4181730
54,Aivojen spektroskopia,4181730
55,"Aivojen magneettikenttämittaus (magnetoenkefalografia, MEG)",4181730
56,Aivojen gammakuvaus,4181730
57,Aivojen PET,4181730
58,Aivojen PET-tietokonetomografiatutkimus,4181730
59,Aivojen hapenkulutuksen suppea PET-magneettitutkimus,4181730
60,Aivoiskemian tietokonetomografiatutkimus,4181730
61,Aivojen laaja spektroskopia,4181730
62,Aivoperfuusion gammakuvaus,4181730
63,Aivojen perfuusion PET,4181730
64,Aivoperfuusion SPET ja matala-annos-TT,4181730
65,Aivojen perfuusion PET-tietokonetomografiatutkimus,4181730
66,Aivojen perfuusion PET-magneettitutkimus,4181730
67,Aivojen hapenkulutuksen/aineenvaihdunnan PET,4181730
68,Aivojen hapenkulutuksen tai aineenvaihdunnan PET-tietokonetomografiatutkimus,4181730
69,Aivojen aineenvaihdunnan PET-magneettitutkimus,4181730
70,Aivoreseptoreiden tai kuljettajaproteiinien gammakuvaus,4181730
71,Aivojen reseptoreiden/transportterien PET,4181730
72,Aivojen reseptoreiden tai kuljettajaproteiinien SPET ja matala-annos-TT,4181730
73,Aivojen reseptoreiden/transportterien PET-tietokonetomografiatutkimus,4181730
74,Aivojen toiminnallinen magneettitutkimus keskikenttälaitteella,4181730
75,Aivojen toiminnallinen magneettitutkimus,4181730
76,Aivojen toiminnallinen tutkimus (fMRI),4181730
77,Aivojen toiminnallinen 3 Teslan MT,4181730
78,Aivojen veritilavuuden PET,4181730
79,Aivojen laaja toiminnallinen keskikenttä-MT,4181730
80,Aivojen laaja toiminnallinen vahvakenttä-MT,4181730
81,Aivojen laaja toiminnallinen 3 Teslan MT,4181730
82,Aivojen gamma-PET-tutkimus,4181730
83,Aivojen toiminnan PET-magneettitutkimus,4181730
84,Lapsen aivojen ultraäänitutkimus,4181730
85,Aivojen erittäin laaja toiminnallinen magneettitutkimus keskikenttälaitteella,4181730
86,Aivojen erittäin laaja toiminnallinen magneettitutkimus vahvakenttälaitteella,4181730
87,Aivojen erittäin laaja toiminnallinen 3 Teslan MT,4181730
88,Aivojen aineenvaihdunnan laaja PET,4181730
89,Aivojen aineenvaihdunnan laaja PET-magneettitutkimus,4181730
90,Aivojen aineenvaihdunnan erittäin laaja PET,4181730
91,Aivojen aineenvaihdunnan erittäin laaja PET-magneettitutkimus,4181730
92,Aivojen reseptoreiden/transportterien laaja PET,4181730
93,Aivojen reseptoreiden tai kuljettajaproteiinien monivaiheinen SPET ja matala-annos-TT,4181730
94,Keskushermoston valkoisen aineen traktrografia,4181730
95,Aivojen hapenkulutuksen PET-magneettitutkimus,4181730
96,Aivojen perfuusio-TT,4181730
97,Aivojen veritilavuuden PET-magneettitutkimus,4181730
98,Aivojen SPET,4181730
99,Aivojen reseptoreiden/transportterien erittäin laaja PET,4181730
100,Aivotuumoreiden PET-tietokonetomografiatutkimus,4181730
101,Aivojen muu PET,4181730
102,Kallon saumojen röntgen,4181730
103,Kallon luiden tietokonetomografiatutkimus,4181730
104,Kallon luiden laaja tietokonetomografiatutkimus,4181730
105,Kallon luiden erittäin laaja tietokonetomografiatutkimus,4181730
106,Kallon pyyhkäisykuvaus-TT,4181730
107,Aivonesteyhdystien ja laitteiston röntgen (sunttiröntgen),4181730
108,Aivo-selkäydinnesteen kierron gammakuvaus,4181730
109,Aivokammiosuntin varjoainetutkimus,4181730
110,Aivosisternojen TT röntgenpositiivisella varjoaineella,4181730
111,Aivosisternojen TT röntgennegatiivisella varjoaineella,4181730
112,Keskushermoston leikkauksenaikainen ultraäänitutkimus,4181730
113,Keskushermoston muu UÄ,4181730
114,Aivojen aktivaation PET,4181730
115,Aivojen aktivaation PET-tietokonetomografiatutkimus,4181730
116,Aivojen reseptoreiden/transporttereiden laaja PET-magneettitutkimus,4181730
117,Aivojen reseptoreiden ja transporttereiden PET-magneettitutkimus,4181730
118,Aivojen reseptoreiden/transporttereiden erittäin laaja PET-magneettitutkimus,4181730
119,Aivojen reseptoreiden/transporttereiden muu PET-magneettitutkimus,4181730
120,Aivovaltimoiden varjoainetutkimus,4181730
121,Aivovaltimoiden TT-angiografia,4181730
122,Aivojen valtimon ultraäänitutkimus,4181730
123,Aivovaltimoiden laaja varjoainetutkimus,4181730
124,Aivovaltimoiden laaja TT-angiografia,4181730
125,Aivovaltimoiden erittäin laaja varjoainetutkimus,4181730
126,Karotisvaltimoiden selektiivinen varjoainetutkimus,4181730
127,Kaulan ja pään valtimon suora pisto ja varjoainetutkimus,4181730
128,Nikamavaltimoiden varjoainetutkimus,4181730
129,Kasvojen valtimoiden varjoainetutkimus,4181730
130,Kaula- ja aivovaltimoiden varjoainetutkimus,4181730
131,Pään ja kaulan verisuonten TT-angiografia,4181730
132,Kaula- ja aivovaltimoiden laaja varjoainetutkimus,4181730
133,Pään ja kaulan verisuonten laaja TT-angiografia,4181730
134,Pään ja kaulan verisuonten magneettitutkimus,4181730
135,Kaula- ja aivovaltimoiden erittäin laaja varjoainetutkimus,4181730
136,Pään ja kaulan verisuonten erittäin laaja TT-angiografia,4181730
137,Pään ja kaulan verisuonten laaja magneettitutkimus,4181730
138,"Pään ja kaulan verisuonten laaja magneettitutkimus (yli 1,5T)",4181730
139,Pään ja kaulan verisuonten erittäin laaja magneettitutkimus,4181730
140,"Pään ja kaulan verisuonten erittäin laaja magneettitutkimus (yli 1,5T)",4181730
141,Aivojen tutkimusleikkaukset,4181730
142,Kallon aukaisu tutkimustarkoituksessa,4181730
143,Koepalan otto poranreiän kautta aivoista,4181730
144,Aivokammion paineanturin asettaminen,4181730
145,Epiduraalitilan paineanturin asettaminen,4181730
146,Aivokudoksen paineanturin asettaminen,4181730
147,Elektrodien asettaminen epiduraalisesti,4181730
148,Elektrodien asettaminen subduraalisesti,4181730
149,Elektrodien asettaminen aivojen sisälle,4181730
150,Kallonsisäisten tutkimuselektrodien poisto,4181730
151,Aivojen tähystys,4181730
152,Muu aivojen tutkimusleikkaus,4181730
153,Aivokasvaimien ja aivomuutosten poistot,4181730
154,Aivokasvaimen tai aivomuutoksen poisto,4181730
155,Aivokasvaimen tai aivomuutoksen poisto osittain,4181730
156,Aivokasvaimen tai aivomuutoksen tuhoaminen,4181730
157,Aivotilan spontaanin verihyytymän poisto,4181730
158,Muu aivokasvaimen tai aivomuutoksen poisto,4181730
159,Aivoverisuonien toimenpiteet,4181730
160,Aivovaltimopullistuman kaulan sulkeminen,4181730
161,Aivovaltimopullistuman syöttävän valtimon sulkeminen,4181730
162,Aivovaltimopullistuman seinämän vahvistaminen,4181730
163,Aivovaltimopullistuman menevän ja tulevan valtimon sulkeminen,4181730
164,Aivoverisuonen liittäminen,4181730
165,Aivoverisuonien välisen avanteen tukkiminen,4181730
166,Aivoverisuoniepämuodostuman poisto,4181730
167,Muu aivoverisuonileikkaus,4181730
168,Aivo- ja kallovammojen leikkaukset,4181730
169,"Verihyytymän poisto kovan aivokalvon päältä, epiduraalitilasta",4181730
170,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali",4181730
171,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",4181730
172,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,4181730
173,Aivokudoksen verihyytymän tai ruhjeen poisto,4181730
174,Kovan aivokalvon alaisen laskuputken poisto,4181730
175,Kallon lävistävän vamman tarkistamisleikkaus,4181730
176,Kallon painumismurtuman nosto,4181730
177,Frontobasaalisen murtuman hoito,4181730
178,Muu aivo- tai kallovamman leikkaus,4181730
179,Kallonpohjan kautta tehtävät leikkaukset,4181730
180,Tutkimusleikkaus transsphenoidaalisesti,4181730
181,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,4181730
182,Kudoksen poistaminen transsfenoidaalisesti,4181730
183,"Kudoksen poistaminen transklivaalisesti, suun kautta",4181730
184,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",4181730
185,Kudoksen poistaminen translabyrintaarisesti,4181730
186,Akustikusneurinooman poisto translabyrintaarisesti,4181730
187,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,4181730
188,Kudoksen poistaminen transtemporaalisesti,4181730
189,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,4181730
190,Muu kallonpohjan kautta tehtävä leikkaus,4181730
191,Aivonestekierron säätelytoimenpiteet,4181730
192,Aivokammioavanteen teko,4181730
193,Aivokammion kanavointi vatsaonteloon,4181730
194,Selkäydinkanavan kanavointi vatsaonteloon,4181730
195,Aivokammion kanavointi sydämen eteiseen,4181730
196,Aivonesteyhdystien korjaaminen,4181730
197,Aivonesteyhdystien poisto,4181730
198,Injektiolaitteen asettaminen aivokammioon,4181730
199,Aivokammioiden sisäisen lääkehoidon toteuttamiseen tarkoitetun ihonalaisen säiliön asettaminen,4181730
200,Kallonsisäisen kystan kanavointi vatsaonteloon,4181730
201,Aivokystan avanteen teko,4181730
202,Kolmannen aivokammion pohjan puhkaisu,4181730
203,Muu aivonestekierron säätelytoimenpide,4181730
204,Stereotaktiset aivotilan toimenpiteet,4181730
205,Koepalan otto stereotaktisen laitteen avulla,4181730
206,Sterotaktinen tumakkeen tai hermoradan tuhoaminen,4181730
207,Stereotaktinen aivoelektrodien asettaminen,4181730
208,Stereotaktinen säteilylähteen asettaminen aivoihin,4181730
209,Stereotaktinen sikiön hermosolujen/kudoksen asettaminen aivoihin,4181730
210,Stereotaktinen sädehoito aivoihin,4181730
211,Muu stereotaktinen aivojen toimenpide,4181730
212,Aivohermojen leikkaukset,4181730
213,Aivohermon katkaisu,4181730
214,Aivohermon vapautus,4181730
215,Aivohermon polttaminen tai jäädyttäminen,4181730
216,Aivohermon injektiohoito,4181730
217,Aivohermon liittäminen tai siirre,4181730
218,Aivohermon mikrovaskulaarinen vapautus,4181730
219,Mikrovaskulaarinen lihaksensiirto aivohermojen alueella,4181730
220,Muu aivohermojen leikkaus,4181730
221,Epilepsialeikkaukset,4181730
222,Aivopuoliskon poisto,4181730
223,Aivolohkon poisto epilepsian vuoksi,4181730
224,"Hippokampuksen, aivoturson, poisto",4181730
225,Epileptisen pesäkkeen poisto,4181730
226,Hermoratojen katkaisu epilepsian vuoksi,4181730
227,"Kallosotomia, aivokurjen halkaisu, epilepsian vuoksi",4181730
228,Aivopuoliskon kuorikerroksen poisto epilepsian vuoksi,4181730
229,Muu aivoleikkaus epilepsian vuoksi,4181730
230,Kallon ja kovakalvon leikkaukset,4181730
231,Kallon korjaaminen,4181730
232,Kovan aivokalvon korjaaminen,4181730
233,Kallonsaumojen ennenaikaisen luutumisen vuoksi tehtävä leikkaus,4181730
234,Kallon ja kasvoluiden epämuodostuman korjaaminen,4181730
235,Aivonesteavanteen tukkiminen kallon luiden lävitse,4181730
236,Kallon kalotin avaaminen aivopaineen helpottamiseksi,4181730
237,Aiemmin irroitetun kallon kalotin takaisinistutus,4181730
238,Muu kallon ja kovakalvon leikkaus,4181730
239,Koepalan otto kallosta,4181730
240,Kallon luukasvaimen poisto,4181730
241,Muu kallon leikkaus,4181730
242,Kallonsisäiset suonensisäiset toimenpiteet,4181730
243,Aivovaltimopullistuman suonensisäinen tukkiminen,4181730
244,Aivovaltimotulpan suonensisäinen liuotus,4181730
245,Aivoverisuoniepämuodostuman suonensisäinen tukkiminen,4181730
246,Aivovaltimo-laskimoavanteen suonensisäinen tukkiminen,4181730
247,Aivokasvaimen verisuonien suonensisäinen tukkiminen,4181730
248,Muu aivoverisuonien suonensisäinen toimenpide,4181730
249,Aivovaltimon laajennushoito,4181730
250,Aivovaltimon laaja laajennushoito,4181730
251,Aivovaltimon erittäin laaja slaajennushoito,4181730
252,Aivokasvaimen embolisaatio,4181730
253,Aivokasvaimen laaja embolisaatio,4181730
254,Aivokasvaimen erittäin laaja embolisaatio,4181730
255,Aivojen AV-malformation tai fistelin embolisaatio,4181730
256,Aivojen AV-malformation tai fistelin laaja embolisaatio,4181730
257,Aivojen AV-malformation tai fistelin erittäin laaja embolisaatio,4181730
258,Aivovaltimoaneurysman suonensisäinen tukkiminen,4181730
259,Aivovaltimoaneurysman laaja suonensisäinen tukkiminen,4181730
260,Aivovaltimoaneurysman erittäin laaja suonensisäinen tukkiminen,4181730
261,Aivovaltimon pysyvä suonensisäinen tukkiminen,4181730
262,Aivovaltimon ja/tai silmän alueen tukoksen liuotushoito,4181730
263,Aivovaltimotulpan suonensisäinen mekaaninen poisto,4181730
264,Aivovaltimon suonensisäinen koetukkiminen,4181730
265,Aivo- tai orbitan alueen laskimotulpan liuotushoito,4181730
266,Aivolaskimotulpan mekaaninen poisto radiologisessa ohjauksessa,4181730
267,Aivo-/pääalueen laskimon stenttaus,4181730
268,Vierasesineen poisto pään tai kaula-alueen laskimosta,4181730
269,Aivotilan infektioiden leikkaukset,4181730
270,Aivojen märkäpesäkkeen pisto ja tyhjennys,4181730
271,Aivojen märkäpesäkkeen poisto,4181730
272,Epi- tai subduraalisen märkäpesäkkeen tyhjennys,4181730
273,Muu aivotilan infektion leikkaus,4181730
274,Synnynnäisten keskushermoston epämuodostumien korjaukset,4181730
275,Enkefaloseelen korjausleikkaus,4181730
276,Muu synnynnäisen keskushermoston epämuodostuman korjaus,4181730
277,Kasvohermohalvauksen jälkeiset korjausleikkaukset,4181730
278,Paikallinen lihaksen siirto kasvohermohalvauksen vuoksi,4181730
279,Hermonsiirto kasvohermon yhdistämiseksi vastapuolelle,4181730
280,Mikrovaskulaarinen lihaksen siirto kasvohermohalvauksen vuoksi,4181730
281,Muut kasvohermohalvauksen myöhäiskorjaukset,4181730
282,Istutteiden ja kiinnityslaitteiden poisto kallosta,4181730
283,Istutteen tai kiinnityslaitteen poistaminen kallosta,4181730
284,Muut kallonsisäiset leikkaukset,4181730
285,Kallonsisäisen hermostoärsykkeitä antavan laitteen asettaminen,4181730
286,Kallonsisäisen injektiolaitteen asettaminen,4181730
287,Muu kallonsisäinen toimenpide,4181730
288,Aivojen ja pikkuaivojen sädehoito,4181730
289,Sädehoito aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen preoperatiivisena hoitona,4181730
290,Radikaali aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen sädehoito,4181730
291,Sädehoito aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen liitännäishoitona,4181730
292,Sädehoito aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen palliatiivisena hoitona,4181730
293,Aivojen ja pikkuaivojen tai niiden osien paikallisesti uusineen kasvaimen sädehoito,4181730
294,"Aivoissa, pikkuaivoissa tai niiden osissa ilmenneen etäpesäkkeen sädehoito",4181730
295,Aivojen ja pikkuaivojen tai niiden osien profylaktinen sädehoito,4181730
296,Muu aivojen ja pikkuaivojen tai niiden osien sädehoito,4181730
297,Muut pään ja aivojen diagnostiset toimenpiteet,4181730
298,Likvorin irtosolututkimus,4181730
299,Likvorin leukosyyttien pintamerkkitutkimus,4181730
300,"Keskushermoston erillinen neuropatologinen tutkimus, obduktionäyte",4181730
301,Tensilontesti,4181730
302,EEG,4181730
303,ENMG,4181730
304,SEP,4181730
305,"Kuuloherätevastetutkimus (sisältäen ABR/BAEP, ASSR)",4181730
306,VEP,4181730
307,Laaja unitutkimus,4181730
308,Yöpolygrafia,4181730
309,Aktigrafia,4181730
310,Neuropsykologinen tutkimus,4181730
311,Neurofysiologinen silmätutkimus,4181730
312,Muut kallonsisäiset pientoimenpiteet,4181730
313,"Pään ja kaulan alueen histologinen tutkimus, laaja leikkauspreparaatti",4181730
314,Selektiivinen verinäytteen otto sinus petrosus inferiorista,4181730
315,Intrakraniaalinen koagulaatio radiologisessa ohjauksessa,4181730
316,Kallon ja kasvojen luiden sädehoito,4181730
317,Sädehoito kallon ja kasvojen luiden primaarikasvaimen preoperatiivisena hoitona,4181730
318,Radikaali kallon ja kasvojen luiden primaarikasvaimen sädehoito,4181730
319,Sädehoito kallon ja kasvojen luiden primaarikasvaimen liitännäishoitona,4181730
320,Kallon ja kasvojen luiden primaarikasvaimen palliatiivinen sädehoito,4181730
321,Kallon ja kasvojen luiden paikallisesti uusineen kasvaimen sädehoito,4181730
322,Kallossa ja kasvojen luissa ilmenneen etäpesäkkeen sädehoito,4181730
323,Kallon ja kasvojen luiden profylaktinen sädehoito,4181730
324,Muu kallon ja kasvojen sädehoito,4181730
325,Selkäydin ja hermojuuret,4181730
326,Selkäytimen ja hermojuurten diagnostinen radiologia,4181730
327,Kaularangan selkäydinkanavan varjoainetutkimus (myelografia),4181730
328,Rintarangan selkäydinkanavan varjoainetutkimus (myelografia),4181730
329,Lannerangan selkäydinkanavan varjoainetutkimus (myelografia),4181730
330,Selkäydinkanavan tai epiduraalitilan katetrin paikan tarkastus,4181730
331,Selkäydinkanavan ultraäänitutkimus,4181730
332,Selkäydinkanavan tai epiduraalitilan katetrin paikan tarkastus,4181730
333,Selkäydinkanavan muu varjoainetutkimus,4181730
334,"Hermojuurisalpaus UÄ-ohjauksessa, laaja",4181730
335,"Hermojuurisalpaus LPV-ohjauksessa, laaja",4181730
336,"Hartiapunoksen laaja magneettitutkimus (alle 1,5T)",4181730
337,Hartiapunoksen laaja magneettitutkimus,4181730
338,"Hartiapunoksen laaja magneettitutkimus (yli 1,5T)",4181730
339,"Hermojuurisalpaus TT-ohjauksessa, laaja",4181730
340,"Hermojuurisalpaus MT-ohjauksessa, laaja",4181730
341,Selkäytimen ja hermojuurikanavien tutkimusleikkaukset,4181730
342,Selkäydinkanavan tutkimusleikkaus,4181730
343,Koepalan otto selkäydinkanavan kudoksesta,4181730
344,Selkäytimen tähystys,4181730
345,Epiduraalitilan tähystys,4181730
346,Muu selkäytimen tai hermojuurien tutkimusleikkaus,4181730
347,Selkäytimen ja hermojuurien paikallisten muutosten leikkaukset,4181730
348,Selkäytimen ja hermojuurten paikallisen muutoksen poisto selkäydinkanavasta,4181730
349,Hermojuurten paikallisen muutoksen poisto,4181730
350,Hermojuurten paikallisen muutoksen tuhoaminen,4181730
351,Hermojuurten paikallisen muutoksen tuhoaminen ihon läpi,4181730
352,Selkäytimen ja hermojuurten paikallisen muutoksen osapoisto selkäydinkanavasta,4181730
353,Kystan kanavointi selkäydinkanavasta,4181730
354,Selkäytimen ja hermojuurten paikallisen muutoksen tuhoaminen selkäydinkanavasta,4181730
355,Selkäydinkanavan spontaanin verihyytymän poisto,4181730
356,Selkäytimen ja hermojuurten paikallisen muutoksen dekompressio,4181730
357,Muu selkäytimen tai hermojuuren paikallisen muutoksen leikkaus,4181730
358,Selkäytimen ja hermojuurten vapautus,4181730
359,Välilevytyrän poisto tähystysteitse kaularangasta,4181730
360,Välilevytyrän poisto tähystysteitse rintarangasta,4181730
361,Välilevytyrän poisto tähystysteitse lannerangasta,4181730
362,Mikrokirurginen välilevytyrän poisto kaularangasta,4181730
363,Mikrokirurginen välilevyn poisto rintarangasta,4181730
364,Mikrokirurginen välilevytyrän poisto lannerangasta,4181730
365,Lanneselän hermojuurikanavan ulkopuolelle suuntautuvan välilevytyrän poisto,4181730
366,Nikamavälilevytyrän avoin poisto kaularangasta,4181730
367,Selkäytimen vapauttaminen edestä kaularangan alueella käyttäen implanttikiinnitystä,4181730
368,Nikamavälilevytyrän avoin poisto rintarangasta,4181730
369,Nikamavälilevytyrän avoin poisto lannerangasta,4181730
370,Okahaarakeiden välien avaaminen laajenevilla implanteilla,4181730
371,Hermojuuridekompressio kaularangan alueella,4181730
372,Hermojuuridekompressio rintarangan alueella,4181730
373,Hermojuuridekompressio lannerangan alueella,4181730
374,Hermojuuridekompressio ristiluun alueella,4181730
375,Selkäydintilan ja hermojuurikanavien avarrus kaularangan alueella,4181730
376,Selkäydintilan ja hermojuurikanavien avarrus rintarangan alueella,4181730
377,Keskikanavan ja hermojuurikanavien avarrus lannerangan alueella,4181730
378,Selkäydintilan avarrus kaularangan alueella,4181730
379,Selkäydintilan avarrus rintarangan alueella,4181730
380,Selkäydintilan avarrus lannerangan alueella,4181730
381,Muu selkäydintilan tai hermojuurikanavien avarrus,4181730
382,Selkäydin- ja hermojuurtoimenpiteet kivun ja toiminnallisten häiriöiden vuoksi,4181730
383,"Selkäydinradan katkaisu, avoin",4181730
384,Selkäydinradan katkaisu suljetusti iholta,4181730
385,Selkäytimen halkaisu,4181730
386,Selkäytimen sähköärsytyslaitteen asettaminen,4181730
387,Väliaikaisen neuromodulaattorin asennus,4181730
388,Selkäytimen tai hermojuurten sähköärsytyslaitteen revisio,4181730
389,Injektiolaitteen asettaminen selkäydinkanavaan,4181730
390,Spinaalijuuren katkaisu kivun tai toiminnallisen häiriön vuoksi,4181730
391,"Muu selkäydin- tai hermojuurileikkaus, kipu tai toiminnallinen häiriö",4181730
392,Selkärangan ja selkäytimen epämuodostumien leikkaukset,4181730
393,Selkäydintyrän korjaus,4181730
394,Diastematomyelian vapautus,4181730
395,Dermaalisinuksen poisto,4181730
396,Hydromyelian vuoksi tehtävä leikkaus,4181730
397,Niska-aukon alueen vapautus,4181730
398,Muu selkärangan ja selkäytimen epämuodostumien korjausleikkaus,4181730
399,Muut selkäytimeen ja hermojuuriin kohdistuvat leikkaukset,4181730
400,Muu selkäytimeen ja hermojuuriin kohdistuva leikkaus,4181730
401,Ydinjatkoksen ja selkäydinkanavan sädehoito,4181730
402,Sädehoito ydinjatkoksen ja selkäydinkanavan primaarikasvaimen preoperatiivisena hoitona,4181730
403,Radikaali ydinjatkoksen ja selkäydinkanavan primaarikasvaimen sädehoito,4181730
404,Sädehoito ydinjatkoksen ja selkäydinkanavan primaarikasvaimen liitännäishoitona,4181730
405,Sädehoito ydinjatkoksen ja selkäydinkanavan primaarikasvaimen palliatiivisena hoitona,4181730
406,Sädehoito ydinjatkoksen ja selkäydinkanavan paikallisesti uusineen kasvaimen hoitona,4181730
407,Sädehoito ydinjatkoksessa ja selkäydinkanavassa ilmenneen etäpesäkkeen hoitona,4181730
408,Sädehoito ydinjatkoksen ja selkäydinkanavan profylaktisena hoitona,4181730
409,Muu ydinjatkoksen ja selkäydinkanavan sädehoito,4181730
410,Muut selkäytimeen ja hermojuuriin kohdistuvat toimenpiteet,4181730
411,Aivo-selkäydinnesteen kanavointi UÄ-ohjauksessa,4181730
412,Aivo-selkäydinnesteen kanavointi LPV-ohjauksessa,4181730
413,Selkäydinkanavan varjoainetutkimus (myelografia),4181730
414,Aivo-selkäydinnesteen kanavointi TT-ohjauksessa,4181730
415,Aivo-selkäydinnesteen kanavointi MT-ohjauksessa,4181730
416,Aivo-selkäydinnestekatetrin vaihto,4181730
417,Hermojuurisalpaus UÄ-ohjauksessa,4181730
418,Hermojuurisalpaus LPV-ohjauksessa,4181730
419,Hermojuurisalpaus TT-ohjauksessa,4181730
420,Hermojuurisalpaus MT-ohjauksessa,4181730
421,Aivo-selkäydinesteen kanavointi iholle,4181730
422,Lannepisto (lumbaalipunktio),4181730
423,Niskapisto,4181730
424,Epiduraalipisto,4181730
425,Epiduraalinen veripaikka,4181730
426,Epiduraaliportin asennus,4181730
427,Ääreishermot,4181730
428,Muut ääreishermoston toimenpiteet,4181730
429,Hermon ultraäänitutkimus,4181730
430,Hermon salpaus UÄ-ohjauksessa,4181730
431,Hermon salpaus LPVohjauksessa,4181730
432,Hermon salpaus TT-ohjauksessa,4181730
433,Hermon salpaus MT-ohjauksessa,4181730
434,Hermon histologinen tutkimus,4181730
435,Ääreishermoston traktografia *,4181730
436,Kivun hoito ääreishermon salpauksella,4181730
437,Kivun hoito kylkiluuvälihermojen salpauksella,4181730
438,Muu puudutustoimenpide kroonisen kivun hoidossa,4181730
439,Ääreishermojen tutkimusleikkaukset,4181730
440,Keskihermon tutkimusleikkaus,4181730
441,Värttinähermon tutkimusleikkaus,4181730
442,Kyynärhermon tutkimusleikkaus,4181730
443,Pohjehermon tutkimusleikkaus,4181730
444,Säärihermon tutkimusleikkaus,4181730
445,Iskiashermon tutkimusleikkaus,4181730
446,Lantiohermopunoksen tutkimusleikkaus,4181730
447,Hartiahermopunoksen tutkimusleikkaus,4181730
448,"Ääreishermon tutkimusleikkaus, muu tai määrittämätön",4181730
449,Koepalan otto keskihermosta,4181730
450,Koepalan otto värttinähermosta,4181730
451,Koepalan otto kyynärhermosta,4181730
452,Koepalan otto pohjehermosta,4181730
453,Koepalan otto säärihermosta,4181730
454,Koepalan otto iskiashermosta,4181730
455,Koepalan otto lantiohermopunoksesta,4181730
456,Koepalan otto hartiahermopunoksesta,4181730
457,"Koepalan otto ääreishermosta, muu hermo tai määrittämätön",4181730
458,Muu keskihermon tutkimusleikkaus,4181730
459,Muu värttinähermon tutkimusleikkaus,4181730
460,Muu kyynärhermon tutkimusleikkaus,4181730
461,Muu pohjehermon tutkimusleikkaus,4181730
462,Muu säärihermon tutkimusleikkaus,4181730
463,Muu iskiashermon tutkimusleikkaus,4181730
464,Muu lantiohermopunoksen tutkimusleikkaus,4181730
465,Muu hartiahermopunoksen tutkimusleikkaus,4181730
466,Muu ääreishermojen tutkimusleikkaus,4181730
467,Ääreishermojen paikallisten muutosten leikkaukset,4181730
468,Keskihermon paikallisen muutoksen poisto,4181730
469,Värttinähermon paikallisen muutoksen poisto,4181730
470,Kyynärhermon paikallisen muutoksen poisto,4181730
471,Pohjehermon paikallisen muutoksen poisto,4181730
472,Säärihermon paikallisen muutoksen poisto,4181730
473,Iskiashermon paikallisen muutoksen poisto,4181730
474,Lantiohermopunoksen muutoksen poisto,4181730
475,Hartiahermopunoksen muutoksen poisto,4181730
