concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
26,Very extensive MRI examination of brain with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1DG,1999-01-01,2030-12-31,NA
27,Very extensive MRI examination of brain with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1DM,2009-01-01,2016-12-31,NA
28,Trauma CT of head and neck,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1ED,2010-01-01,2030-12-31,NA
29,Trauma CT of head and face,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1FD,2018-12-01,2030-12-31,NA
30,Fluoroscopy of head,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1LA,2006-01-01,2010-12-31,NA
31,Other special CT of head and brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA1XD,1999-01-01,2003-11-04,NA
32,Cranial basis X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA2AA,1999-01-01,2010-12-31,NA
33,Facial bones X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA3AA,1999-01-01,2030-12-31,NA
34,CT of face,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA3AD,2011-01-01,2030-12-31,NA
35,Cone beam CT of facial bones,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA3AI,2014-01-01,2030-12-31,NA
36,Extensive CT of face,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA3BD,2011-01-01,2030-12-31,NA
37,Very extensive CT of face,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA3CD,2011-01-01,2030-12-31,NA
38,Sella turcica X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4AA,1999-01-01,2013-12-31,NA
39,CT of sella turcica,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4AD,1999-01-01,2030-12-31,NA
40,Cone beam CT of sella turcica,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4AI,2017-01-01,2030-12-31,NA
41,Extensive CT of sella turcica,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4BD,1999-01-01,2030-12-31,NA
42,MRI examination of sella turcica with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4BF,1999-01-01,2016-12-31,NA
43,MRI examination of sella turcica with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4BG,1999-01-01,2030-12-31,NA
44,MRI examination of sella turcica with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4BM,2009-01-01,2016-12-31,NA
45,Very extensive CT of sella turcica,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4CD,1999-01-01,2030-12-31,NA
46,Extensive MRI examination of sella turcica with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4CF,2003-01-01,2016-12-31,NA
47,Extensive MRI examination of sella turcica with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4CG,2003-01-01,2030-12-31,NA
48,Extensive MRI examination of sella turcica with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4CM,2009-01-01,2016-12-31,NA
49,Very extensive MRI examination of sella turcica with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4DF,2003-01-01,2016-12-31,NA
50,Very extensive MRI examination of sella turcica with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4DG,2003-01-01,2030-12-31,NA
51,Very extensive MRI examination of sella turcica with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4DM,2009-01-01,2016-12-31,NA
52,Other special CT of sella turcica,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA4XD,1999-01-01,2002-11-10,NA
53,Brain ultrasound examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AE,1999-01-01,2030-12-31,NA
54,Brain spectroscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AK,1999-01-01,2030-12-31,NA
55,Magnetoencephalography (MEG),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AL,1999-01-01,2016-12-31,NA
56,Brain isotope imaging,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AN,2009-01-01,2030-12-31,NA
57,Brain PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AP,2009-01-01,2018-11-30,NA
58,PET-CT of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AR,2016-01-01,2030-12-31,NA
59,Restricted PET-MRI of brain oxygen consumption,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5AS,2014-01-01,2030-12-31,NA
60,CT of cerebral ischaemia,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5BD,2016-01-01,2030-12-31,NA
61,Extensive brain spectroscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5BK,2003-01-01,2030-12-31,NA
62,Brain blood flow isotope examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5CN,2009-01-01,2030-12-31,NA
63,Brain perfusion PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5CP,2009-01-01,2018-11-30,NA
64,Brain perfusion SPECT with low dose CT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5CQ,2009-01-01,2030-12-31,NA
65,PET-CT of brain perfusion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5CR,2020-04-01,2030-12-31,NA
66,PET-MRI of brain perfusion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5CS,2014-01-01,2030-12-31,NA
67,Brain metabolism PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5DP,2009-01-01,2018-11-30,NA
68,Brain metabolism PET with CT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5DR,2009-01-01,2030-12-31,NA
69,PET-MRI of brain metabolism,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5DS,2014-01-01,2030-12-31,NA
70,Brain reseptor or transprot protein distribution isotope imaging,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5EN,2009-01-01,2030-12-31,NA
71,Brain reseptor or transportprotein PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5EP,2009-01-01,2018-11-30,NA
72,Brain receptor and transport protein SPECT with low dose CT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5EQ,2009-01-01,2030-12-31,NA
73,Brain receptor or transportprotein PET with TT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5ER,2009-01-01,2030-12-31,NA
74,Functional MRI examination of brain with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5FF,2003-01-01,2010-12-31,NA
75,Functional MRI examination of brain with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5FG,2000-01-01,2030-12-31,NA
76,Functional assessment (fMRI) of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5FK,2011-01-01,2030-12-31,NA
77,Functional MRI examination of brain with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5FM,2009-01-01,2010-12-31,NA
78,Brain blood volume PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5FP,2009-01-01,2018-11-30,NA
79,Extensive functional MRI examination of brain with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5GF,2003-01-01,2010-12-31,NA
80,Extensive functional MRI examination of brain withhigh intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5GG,2003-01-01,2010-12-31,NA
81,Extensive functional MRI examination of brain with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5GM,2009-01-01,2010-12-31,NA
82,Brain gamma PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5GP,2009-01-01,2018-11-30,NA
83,PET-MRI of brain function,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5GS,2014-01-01,2030-12-31,NA
84,Brain ultrasound examination in a child,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5HE,1999-01-01,2030-12-31,NA
85,Very extensive functional MRI examination of brain with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5HF,2003-01-01,2010-12-31,NA
86,Very extensive functional MRI examination of brain with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5HG,2000-01-01,2010-12-31,NA
87,Very extensive functional MRI examination of brain with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5HM,2009-01-01,2010-12-31,NA
88,Brain metabolism extensive PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5JP,2009-01-01,2018-11-30,NA
89,Extensive PET-MRI of brain metabolism,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5JS,2014-01-01,2030-12-31,NA
90,Brain metabolism very extensive PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5KP,2009-01-01,2018-11-30,NA
91,Very extensive PET-MRI of brain metabolism,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5KS,2014-01-01,2030-12-31,NA
92,Brain reseptor or transportprotein extensive PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5LP,2009-01-01,2018-11-30,NA
93,Brain receptor and transport protein SPECT with low dose CT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5LQ,2009-01-01,2030-12-31,NA
94,Tractography within white matter of central nervous system,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5NK,2009-01-01,2030-12-31,NA
95,PET-MRI of brain oxygen consumption,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5NS,2014-01-01,2030-12-31,NA
96,CT examination of brain pefusion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5PD,2003-01-01,2030-12-31,NA
97,Brain SPECT,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5PS,2014-01-01,2030-12-31,NA
98,SPECT of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5SN,2009-01-01,2030-12-31,NA
99,Brain reseptor or transport protein very extensive PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5SP,2009-01-01,2018-11-30,NA
100,PET-CT of brain tumours,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5TR,2020-04-01,2030-12-31,NA
101,Brain other PET,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA5XP,2009-01-01,2018-11-30,NA
102,Cranial sutures X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA6AA,1999-01-01,2030-12-31,NA
103,Cranial bones CT examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA6AD,1999-01-01,2030-12-31,NA
104,Cranial bones extensive CT examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA6BD,2003-01-01,2030-12-31,NA
105,Cranial bones very extensive CT examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA6CD,2003-01-01,2030-12-31,NA
106,Cranial bones CT scout view,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA6JD,2009-01-01,2030-12-31,NA
107,Liquor cerebri shunt X-ray examinatin without contrast,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA7AA,1999-01-01,2030-12-31,NA
108,Cerebrospinal fluid flow isotope examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA7AN,2009-01-01,2030-12-31,NA
109,Valvulography or liquor cerebri shunt with contrast,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA7EB,1999-01-01,2030-12-31,NA
110,CT of brain cisternas with X-ray positive contrast,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA8DD,1999-01-01,2002-11-10,NA
111,CT of brain cisternas with X-ray negative contrast,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA8ED,1999-01-01,2002-11-10,NA
112,Intraoperative ultrasound examination of CNS,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA9GE,2011-01-01,2030-12-31,NA
113,Other ultrasound examination of central nervous system,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AA9XE,1999-01-01,2010-12-31,NA
114,Brain activity PET examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AE3CP,2009-01-01,2018-11-30,NA
115,PET-CT of brain activation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AE3CR,2015-01-01,2030-12-31,NA
116,Extensive PET-MRI of brain receptors/transporters,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AR1BS,2014-01-01,2030-12-31,NA
117,PET-MRI of brain receptors/transporters,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AR1FS,2014-01-01,2030-12-31,NA
118,Very extensive PET-MRI of brain receptors/transporters,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AR1QS,2014-01-01,2030-12-31,NA
119,Other PET-MRI of brain receptors/transporters,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AR1XS,2014-01-01,2030-12-31,NA
120,Cerebral angiography with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2AC,1999-01-01,2030-12-31,NA
121,CT angiography of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2AD,2003-01-01,2030-12-31,NA
122,Ultrasound examination of brain artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2AE,2006-01-01,2030-12-31,NA
123,Cerebral extensive angiography with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2BC,1999-01-01,2030-12-31,NA
124,Extensive CT angiography of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2BD,2003-01-01,2030-12-31,NA
125,Cerebral very extensive angiography with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2CC,1999-01-01,2030-12-31,NA
126,Carotis angiography with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA3AC,1999-01-01,2030-12-31,NA
127,Direct puncture and X-ray angiongraphy of artery of head and neck,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA3DC,2003-01-01,2010-12-31,NA
128,Vertebralis angiography with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA4AC,1999-01-01,2030-12-31,NA
129,Angiography of arteries to the face with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA5AC,1999-01-01,2030-12-31,NA
130,Angiography of arteries of neck and brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7AC,2003-01-01,2030-12-31,NA
131,CT angiography of head and neck vasculature,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7AD,2017-01-01,2030-12-31,NA
132,Extensive angiography of arteries of neck and brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7BC,2003-01-01,2030-12-31,NA
133,CT angiography of neck and brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7BD,2009-01-01,2030-12-31,NA
134,MRI of head and neck vasculature,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7BG,2017-01-01,2030-12-31,NA
135,Very extensive angiography of arteries of neck and brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7CC,2003-10-01,2030-12-31,NA
136,"CT angiography of neck and brain, extensive",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7CD,2009-01-01,2030-12-31,NA
137,Extended MRI examination of vessesl in brain and neck with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7CG,2009-01-01,2030-12-31,NA
138,Extensive MRI of head and neck vasculature (more than 1.5 T),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7CM,2011-01-01,2016-12-31,NA
139,Very extended MRI examination of vessesl in brain and neck with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7DG,2009-01-01,2030-12-31,NA
140,Very extensive MRI of head and neck vasculature (more than 1.5 T),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7DM,2011-01-01,2016-12-31,NA
141,Diagnostic intracranial procedures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAA,1900-01-01,2030-12-31,NA
142,Exploratory craniotomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA00,1900-01-01,2030-12-31,NA
143,Biopsy through craniotomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA10,1900-01-01,2030-12-31,NA
144,Insertion of intraventricular pressure monitoring device,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA20,1900-01-01,2030-12-31,NA
145,Insertion of epidural pressure monitoring device,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA25,1900-01-01,2030-12-31,NA
146,Insertion of intracerebral pressure monitoring device,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA27,2000-01-01,2030-12-31,NA
147,Insertion of epidural electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA30,1900-01-01,2030-12-31,NA
148,Insertion of subdural electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA35,1900-01-01,2030-12-31,NA
149,Insertion of intracerebral electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA40,1900-01-01,2030-12-31,NA
150,Removal of intracranial assessment electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA42,2016-01-01,2030-12-31,NA
151,Intracranial endoscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA50,2007-01-01,2030-12-31,NA
152,Other diagnostic intracranial procedures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA99,1900-01-01,2030-12-31,NA
153,Excision and destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAB,1900-01-01,2030-12-31,NA
154,Extirpation of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB00,1900-01-01,2030-12-31,NA
155,Partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB10,1900-01-01,2030-12-31,NA
156,Destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB20,1900-01-01,2030-12-31,NA
157,Evacuation of spontaneous intracranial haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB30,1900-01-01,2030-12-31,NA
158,Other excision or destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB99,1900-01-01,2030-12-31,NA
159,Operations for intracranial aneurysm and other vascular lesions,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAC,1900-01-01,2030-12-31,NA
160,Ligature of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC00,1900-01-01,2030-12-31,NA
161,Ligature of feeding artery of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC05,1900-01-01,2030-12-31,NA
162,Reinforcement of intracranial aneurysm wall,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC10,1900-01-01,2030-12-31,NA
163,Trapping of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC15,1900-01-01,2030-12-31,NA
164,Anastomosis to intracranial vessel,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC20,1900-01-01,2030-12-31,NA
165,Intracranial occlusion of vascular fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC30,1900-01-01,2030-12-31,NA
166,Extirpation of intracranial arterio-venous malformation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC40,1900-01-01,2030-12-31,NA
167,Other operation for aneurysm or other intracranial vascular lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC99,1900-01-01,2030-12-31,NA
168,Operations for head injuries,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAD,1900-01-01,2030-12-31,NA
169,Evacuation of epidural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD00,1900-01-01,2030-12-31,NA
170,Evacuation of acute subdural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD05,1900-01-01,2030-12-31,NA
171,Evacuation of chronic subdural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD10,1900-01-01,2030-12-31,NA
172,Drainage of subdural fluid,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD12,1997-01-01,2030-12-31,NA
173,Evacuation of traumatic intracerebral haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD15,1900-01-01,2030-12-31,NA
174,Removal of subdural drainage,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD16,1997-01-01,2030-12-31,NA
175,Revision of penetrating or perforating injury of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD30,1900-01-01,2030-12-31,NA
176,Revision of fracture of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD40,1900-01-01,2030-12-31,NA
177,Treatment of frontobasal fracture of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD42,1900-01-01,2030-12-31,NA
178,Other operation for head injury,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD99,1900-01-01,2030-12-31,NA
179,Operations by cranial base approach,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAE,1900-01-01,2030-12-31,NA
180,Transsphenoidal exploration,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE00,1900-01-01,2030-12-31,NA
181,Nasoendoscopic closure of cerebrospinal fluid fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE05,2012-01-01,2030-12-31,NA
182,Transsphenoidal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE10,1900-01-01,2030-12-31,NA
183,Transoral total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE20,1900-01-01,2030-12-31,NA
184,Transcervical total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE25,2000-01-01,2030-12-31,NA
185,Translabyrinthine total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE30,1900-01-01,2030-12-31,NA
186,Translabyrinthine excision acoustic neurinome,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE32,1900-01-01,2030-12-31,NA
187,Other operations on acoustical nerv,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE34,1900-01-01,2030-12-31,NA
188,Transtemporal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE40,1997-01-01,2030-12-31,NA
189,Zygomaticotemporal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE50,1900-01-01,2030-12-31,NA
190,Other operation by cranial base approach,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE99,1900-01-01,2030-12-31,NA
191,Shunt operations on ventricles of brain or intracerebral cysts,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAF,1900-01-01,2030-12-31,NA
192,Ventriculostomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF00,1900-01-01,2030-12-31,NA
193,Ventriculoperitoneal shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF05,1900-01-01,2030-12-31,NA
194,Lumboperitoneal shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF10,1900-01-01,2030-12-31,NA
195,Ventriculoatrial shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF15,1900-01-01,2030-12-31,NA
196,Revision of shunt of ventricle of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF20,1900-01-01,2030-12-31,NA
